plant_id,Row,Range,Row_Range,id,area_calculation
20RITI20134,2,34,2_34,596,0.977395664
20RITI20234,3,34,3_34,597,1.653080118
20RITI20334,4,34,4_34,598,1.293282269
20RITI20434,5,34,5_34,599,1.382664376
20RITI20534,6,34,6_34,600,0.82767083
20RITI20634,7,34,7_34,601,1.450661219
20RITI20734,8,34,8_34,602,1.277756235
20RITI20834,9,34,9_34,603,1.354071563
20RITI20934,10,34,10_34,604,1.506958738
20RITI21034,11,34,11_34,605,1.542524561
20RITI21134,12,34,12_34,606,1.170579269
20RITI21234,13,34,13_34,607,1.416672285
20RITI21334,14,34,14_34,608,1.300495639
20RITI21434,15,34,15_34,609,1.363763629
20RITI21534,16,34,16_34,610,1.542982954
20RITI21634,17,34,17_34,611,1.263560739
20RITI21734,18,34,18_34,612,1.275040804
20RITI20035,1,35,1_35,613,1.145583107
20RITI20135,2,35,2_35,614,0.958938677
20RITI20235,3,35,3_35,615,1.346871455
20RITI20335,4,35,4_35,616,1.082319006
20RITI20435,5,35,5_35,617,1.313767078
20RITI20535,6,35,6_35,618,0.794343391
20RITI20635,7,35,7_35,619,1.233614715
20RITI20735,8,35,8_35,620,1.316472892
20RITI20835,9,35,9_35,621,1.61772963
20RITI20935,10,35,10_35,622,1.326152958
20RITI21035,11,35,11_35,623,1.541636042
20RITI21135,12,35,12_35,624,1.274811408
20RITI21235,13,35,13_35,625,1.499520657
20RITI21335,14,35,14_35,626,1.303405789
20RITI21435,15,35,15_35,627,1.242176274
20RITI21535,16,35,16_35,628,1.448192392
20RITI21635,17,35,17_35,629,1.441660843
20RITI21735,18,35,18_35,630,1.379975821
20RITI20036,1,36,1_36,631,0.744579963
20RITI20136,2,36,2_36,632,0.918399414
20RITI20236,3,36,3_36,633,1.317604754
20RITI20336,4,36,4_36,634,1.290805577
20RITI20436,5,36,5_36,635,1.492101195
20RITI20536,6,36,6_36,636,1.240141398
20RITI20636,7,36,7_36,637,1.219202839
20RITI20736,8,36,8_36,638,1.257254252
20RITI20836,9,36,9_36,639,1.508081867
20RITI20936,10,36,10_36,640,1.217863938
20RITI21036,11,36,11_36,641,1.235186014
20RITI21136,12,36,12_36,642,1.448631368
20RITI21236,13,36,13_36,643,1.535773163
20RITI21336,14,36,14_36,644,1.402711635
20RITI21436,15,36,15_36,645,1.45494812
20RITI21536,16,36,16_36,646,1.404956908
20RITI21636,17,36,17_36,647,1.188585324
20RITI21736,18,36,18_36,648,1.252075059
20RITI20037,1,37,1_37,649,0.718016237
20RITI20137,2,37,2_37,650,1.017254784
20RITI20237,3,37,3_37,651,1.050117802
20RITI20337,4,37,4_37,652,1.239257661
20RITI20437,5,37,5_37,653,1.377043269
20RITI20537,6,37,6_37,654,0.986847756
20RITI20637,7,37,7_37,655,1.444580173
20RITI20737,8,37,8_37,656,1.257478926
20RITI20837,9,37,9_37,657,1.389430928
20RITI20937,10,37,10_37,658,1.255221275
20RITI21037,11,37,11_37,659,1.367361889
20RITI21137,12,37,12_37,660,1.234513035
20RITI21237,13,37,13_37,661,1.40226375
20RITI21337,14,37,14_37,662,1.228894863
20RITI21437,15,37,15_37,663,1.574045039
20RITI21537,16,37,16_37,664,1.146935881
20RITI21637,17,37,17_37,665,1.286081703
20RITI21737,18,37,18_37,666,1.14490325
20RITI20038,1,38,1_38,667,1.478361481
20RITI20138,2,38,2_38,668,1.008907646
20RITI20238,3,38,3_38,669,1.601969724
20RITI20338,4,38,4_38,670,1.095812419
20RITI20438,5,38,5_38,671,1.337641354
20RITI20538,6,38,6_38,672,1.025338865
20RITI20638,7,38,7_38,673,1.325251057
20RITI20738,8,38,8_38,674,1.259726098
20RITI20838,9,38,9_38,675,1.438294211
20RITI20938,10,38,10_38,676,1.531944716
20RITI21038,11,38,11_38,677,1.469357353
20RITI21138,12,38,12_38,678,1.662313418
20RITI21238,13,38,13_38,679,1.484889511
20RITI21338,14,38,14_38,680,1.784565547
20RITI21438,15,38,15_38,681,1.687749928
20RITI21538,16,38,16_38,682,1.312639715
20RITI21638,17,38,17_38,683,1.437159006
20RITI21738,18,38,18_38,684,0.878780307
20RITI20039,1,39,1_39,685,1.51483041
20RITI20139,2,39,2_39,686,0.747286417
20RITI20239,3,39,3_39,687,1.354747973
20RITI20339,4,39,4_39,688,1.378400992
20RITI20439,5,39,5_39,689,1.376577836
20RITI20539,6,39,6_39,690,1.015221587
20RITI20639,7,39,7_39,691,1.282471743
20RITI20739,8,39,8_39,692,1.133879233
20RITI20839,9,39,9_39,693,1.267386081
20RITI20939,10,39,10_39,694,1.365787499
20RITI21039,11,39,11_39,695,1.366012659
20RITI21139,12,39,12_39,696,1.368932818
20RITI21239,13,39,13_39,697,1.314449142
20RITI21339,14,39,14_39,698,1.149636531
20RITI21439,15,39,15_39,699,1.357455035
20RITI21539,16,39,16_39,700,1.55986289
20RITI21639,17,39,17_39,701,1.37523238
20RITI21739,18,39,18_39,702,1.072632166
20RITI20040,1,40,1_40,703,1.48240848
20RITI20140,2,40,2_40,704,1.706900694
20RITI20240,3,40,3_40,705,1.601966095
20RITI20340,4,40,4_40,706,1.456753325
20RITI20440,5,40,5_40,707,1.197372487
20RITI20540,6,40,6_40,708,1.180479762
20RITI20640,7,40,7_40,709,1.067683027
20RITI20740,8,40,8_40,710,1.216733698
20RITI20840,9,40,9_40,711,1.347317098
20RITI20940,10,40,10_40,712,1.520917069
20RITI21040,11,40,11_40,713,1.53328834
20RITI21140,12,40,12_40,714,1.44368937
20RITI21240,13,40,13_40,715,1.563461534
20RITI21340,14,40,14_40,716,1.450447839
20RITI21440,15,40,15_40,717,1.445949132
20RITI21540,16,40,16_40,718,1.692474933
20RITI21640,17,40,17_40,719,1.273699861
20RITI21740,18,40,18_40,720,1.046071411
20RITI20041,1,41,1_41,721,1.025345336
20RITI20141,2,41,2_41,722,0.967489645
20RITI20241,3,41,3_41,723,1.558064567
20RITI20341,4,41,4_41,724,1.167871994
20RITI20441,5,41,5_41,725,1.179574453
20RITI20541,6,41,6_41,726,1.135004688
20RITI20641,7,41,7_41,727,1.068579561
20RITI20741,8,41,8_41,728,1.310402805
20RITI20841,9,41,9_41,729,1.239471133
20RITI20941,10,41,10_41,730,1.268964957
20RITI21041,11,41,11_41,731,1.514834881
20RITI21141,12,41,12_41,732,1.407885639
20RITI21241,13,41,13_41,733,1.472070184
20RITI21341,14,41,14_41,734,1.261312533
20RITI21441,15,41,15_41,735,1.372544278
20RITI21541,16,41,16_41,736,1.424096755
20RITI21641,17,41,17_41,737,1.416218826
20RITI21741,18,41,18_41,738,0.950831621
20RITI20042,1,42,1_42,739,1.161571309
20RITI20142,2,42,2_42,740,0.986400926
20RITI20242,3,42,3_42,741,1.182960403
20RITI20342,4,42,4_42,742,1.310389162
20RITI20442,5,42,5_42,743,1.17620221
20RITI20542,6,42,6_42,744,1.3020683
20RITI20642,7,42,7_42,745,1.197361734
20RITI20742,8,42,8_42,746,1.196920929
20RITI20842,9,42,9_42,747,1.258830911
20RITI20942,10,42,10_42,748,1.319629954
20RITI21042,11,42,11_42,749,1.476106697
20RITI21142,12,42,12_42,750,1.374106738
20RITI21242,13,42,13_42,751,1.711388892
20RITI21342,14,42,14_42,752,1.21133194
20RITI21442,15,42,15_42,753,1.310633675
20RITI21542,16,42,16_42,754,1.704857676
20RITI21642,17,42,17_42,755,1.382226328
20RITI21742,18,42,18_42,756,1.093793934
20RITI20043,1,43,1_43,757,1.068354776
20RITI20143,2,43,2_43,758,0.961177689
20RITI20243,3,43,3_43,759,1.314675001
20RITI20343,4,43,4_43,760,1.035934933
20RITI20443,5,43,5_43,761,1.231820973
20RITI20543,6,43,6_43,762,1.079380988
20RITI20643,7,43,7_43,763,1.223697852
20RITI20743,8,43,8_43,764,1.037732243
20RITI20843,9,43,9_43,765,1.338091896
20RITI20943,10,43,10_43,766,1.207494339
20RITI21043,11,43,11_43,767,1.101220218
20RITI21143,12,43,12_43,768,1.328419666
20RITI21243,13,43,13_43,769,1.38785346
20RITI21343,14,43,14_43,770,1.031880072
20RITI21443,15,43,15_43,771,1.725347398
20RITI21543,16,43,16_43,772,1.465528401
20RITI21643,17,43,17_43,773,1.425002353
20RITI21743,18,43,18_43,774,1.203221509
20RITI20044,1,44,1_44,775,1.239252359
20RITI20144,2,44,2_44,776,0.886212922
20RITI20244,3,44,3_44,777,1.371637584
20RITI20344,4,44,4_44,778,0.968604953
20RITI20444,5,44,5_44,779,1.272568389
20RITI20544,6,44,6_44,780,1.387170391
20RITI20644,7,44,7_44,781,1.124648024
20RITI20744,8,44,8_44,782,1.233838531
20RITI20844,9,44,9_44,783,1.298456588
20RITI20944,10,44,10_44,784,1.402486748
20RITI21044,11,44,11_44,785,1.614805584
20RITI21144,12,44,12_44,786,1.518208425
20RITI21244,13,44,13_44,787,1.25321456
20RITI21344,14,44,14_44,788,1.223483182
20RITI21444,15,44,15_44,789,1.690903192
20RITI21544,16,44,16_44,790,1.308364041
20RITI21644,17,44,17_44,791,1.202548207
20RITI21744,18,44,18_44,792,1.339895758
20RITI20045,1,45,1_45,793,1.326383059
20RITI20145,2,45,2_45,794,1.036155929
20RITI20245,3,45,3_45,795,1.432661123
20RITI20345,4,45,4_45,796,1.55019134
20RITI20445,5,45,5_45,797,1.547034577
20RITI20545,6,45,6_45,798,1.099865677
20RITI20645,7,45,7_45,799,1.413063911
20RITI20745,8,45,8_45,800,1.231365876
20RITI20845,9,45,9_45,801,1.15189239
20RITI20945,10,45,10_45,802,1.162467342
20RITI21045,11,45,11_45,803,0.468765753
20RITI21145,12,45,12_45,804,1.314224838
20RITI21245,13,45,13_45,805,1.454946394
20RITI21345,14,45,14_45,806,1.198947709
20RITI21445,15,45,15_45,807,1.615928205
20RITI21545,16,45,16_45,808,1.477914507
20RITI21645,17,45,17_45,809,1.342815989
20RITI21745,18,45,18_45,810,1.178910935
20RITI20046,1,46,1_46,811,1.084115784
20RITI20146,2,46,2_46,812,1.11721435
20RITI20246,3,46,3_46,813,1.795603694
20RITI20346,4,46,4_46,814,1.272564117
20RITI20446,5,46,5_46,815,1.674469204
20RITI20546,6,46,6_46,816,1.367575508
20RITI20646,7,46,7_46,817,1.280679117
20RITI20746,8,46,8_46,818,1.341464287
20RITI20846,9,46,9_46,819,1.605346419
20RITI20946,10,46,10_46,820,1.53643995
20RITI21046,11,46,11_46,821,1.435572856
20RITI21146,12,46,12_46,822,1.642045288
20RITI21246,13,46,13_46,823,1.800555014
20RITI21346,14,46,14_46,824,1.719505129
20RITI21446,15,46,15_46,825,1.503122806
20RITI21546,16,46,16_46,826,1.40405027
20RITI21646,17,46,17_46,827,1.21066744
20RITI21746,18,46,18_46,828,1.544328081
20RITI20047,1,47,1_47,829,1.452698759
20RITI20147,2,47,2_47,830,1.12778923
20RITI20247,3,47,3_47,831,1.153235604
20RITI20347,4,47,4_47,832,1.397302216
20RITI20447,5,47,5_47,833,1.600401283
20RITI20547,6,47,6_47,834,1.60533588
20RITI20647,7,47,7_47,835,1.458105853
20RITI20747,8,47,8_47,836,1.488932848
20RITI20847,9,47,9_47,837,1.784779982
20RITI20947,10,47,10_47,838,1.752367913
20RITI21047,11,47,11_47,839,1.709593083
20RITI21147,12,47,12_47,840,1.300705348
20RITI21247,13,47,13_47,841,1.663887197
20RITI21347,14,47,14_47,842,1.414876067
20RITI21447,15,47,15_47,843,1.369831946
20RITI21547,16,47,16_47,844,1.442333298
20RITI21647,17,47,17_47,845,1.446601826
20RITI21747,18,47,18_47,846,0.644163203
20RITI20048,1,48,1_48,847,1.421395596
20RITI20148,2,48,2_48,848,1.198038097
20RITI20248,3,48,3_48,849,1.396406301
20RITI20348,4,48,4_48,850,1.349576591
20RITI20448,5,48,5_48,851,1.471837729
20RITI20548,6,48,6_48,852,1.471834651
20RITI20648,7,48,7_48,853,1.453133202
20RITI20748,8,48,8_48,854,1.390775961
20RITI20848,9,48,9_48,855,1.462820076
20RITI20948,10,48,10_48,856,1.643842896
20RITI21048,11,48,11_48,857,1.426571974
20RITI21148,12,48,12_48,858,1.778253523
20RITI21248,13,48,13_48,859,1.526771883
20RITI21348,14,48,14_48,860,1.679635518
20RITI21448,15,48,15_48,861,1.482410805
20RITI21548,16,48,16_48,862,1.42678577
20RITI21648,17,48,17_48,863,1.521805728
20RITI21748,18,48,18_48,864,1.400455814
20RITI20049,1,49,1_49,865,1.46372281
20RITI20149,2,49,2_49,866,1.287432667
20RITI20249,3,49,3_49,867,1.555138085
20RITI20349,4,49,4_49,868,1.275050456
20RITI20449,5,49,5_49,869,1.698567798
20RITI20549,6,49,6_49,870,1.194000079
20RITI20649,7,49,7_49,871,1.682573617
20RITI20749,8,49,8_49,872,1.062285186
20RITI20849,9,49,9_49,873,1.791317459
20RITI20949,10,49,10_49,874,1.352720415
20RITI21049,11,49,11_49,875,1.629668292
20RITI21149,12,49,12_49,876,1.475884036
20RITI21249,13,49,13_49,877,1.332691567
20RITI21349,14,49,14_49,878,1.309485569
20RITI21449,15,49,15_49,879,1.317143945
20RITI21549,16,49,16_49,880,1.495240765
20RITI21649,17,49,17_49,881,1.3058888
20RITI21749,18,49,18_49,882,1.125997449
20RITI20050,1,50,1_50,883,1.521588314
20RITI20150,2,50,2_50,884,1.550179519
20RITI20250,3,50,3_50,885,1.199168164
20RITI20350,4,50,4_50,886,1.212461233
20RITI20450,5,50,5_50,887,1.48670073
20RITI20550,6,50,6_50,888,1.459219366
20RITI20650,7,50,7_50,889,1.42701471
20RITI20750,8,50,8_50,890,1.197365323
20RITI20850,9,50,9_50,891,1.269648132
20RITI20950,10,50,10_50,892,1.2896821
20RITI21050,11,50,11_50,893,1.223931214
20RITI21150,12,50,12_50,894,1.309724087
20RITI21250,13,50,13_50,895,0.88462592
20RITI21350,14,50,14_50,896,1.092225806
20RITI21450,15,50,15_50,897,1.397985083
20RITI21550,16,50,16_50,898,1.335149992
20RITI21650,17,50,17_50,899,1.189483945
20RITI21750,18,50,18_50,900,1.167646247
20RITI20051,1,51,1_51,901,0.87157388
20RITI20151,2,51,2_51,902,1.238119707
20RITI20251,3,51,3_51,903,1.439180939
20RITI20351,4,51,4_51,904,1.112046471
20RITI20451,5,51,5_51,905,1.176658105
20RITI20551,6,51,6_51,906,0.987294505
20RITI20651,7,51,7_51,907,1.502218648
20RITI20751,8,51,8_51,908,1.370289113
20RITI20851,9,51,9_51,909,1.384927945
20RITI20951,10,51,10_51,910,1.213804629
20RITI21051,11,51,11_51,911,1.313331671
20RITI21151,12,51,12_51,912,1.24375524
20RITI21251,13,51,13_51,913,1.321419578
20RITI21351,14,51,14_51,914,1.451562924
20RITI21451,15,51,15_51,915,1.757776336
20RITI21551,16,51,16_51,916,1.227298056
20RITI21651,17,51,17_51,917,1.239694039
20RITI21751,18,51,18_51,918,1.093113239
20RITI20052,1,52,1_52,919,1.791320817
20RITI20152,2,52,2_52,920,1.51732349
20RITI20252,3,52,3_52,921,1.692483939
20RITI20352,4,52,4_52,922,1.233603987
20RITI20452,5,52,5_52,923,1.255916177
20RITI20552,6,52,6_52,924,1.192417209
20RITI20652,7,52,7_52,925,1.426578718
20RITI20752,8,52,8_52,926,1.268071697
20RITI20852,9,52,9_52,927,1.264465074
20RITI20952,10,52,10_52,928,1.312645998
20RITI21052,11,52,11_52,929,1.252525561
20RITI21152,12,52,12_52,930,1.157064997
20RITI21252,13,52,13_52,931,1.275503894
20RITI21352,14,52,14_52,932,1.128244038
20RITI21452,15,52,15_52,933,0.648444564
20RITI21552,16,52,16_52,934,1.392129552
20RITI21652,17,52,17_52,935,1.358127479
20RITI21752,18,52,18_52,936,0.996307264
20RITI20053,1,53,1_53,937,0.692576125
20RITI20153,2,53,2_53,938,0.969516848
20RITI20253,3,53,3_53,939,1.724001131
20RITI20353,4,53,4_53,940,1.002602712
20RITI20453,5,53,5_53,941,1.383338169
20RITI20553,6,53,6_53,942,1.318280421
20RITI20653,7,53,7_53,943,1.48353673
20RITI20753,8,53,8_53,944,1.22415931
20RITI20853,9,53,9_53,945,1.273029656
20RITI20953,10,53,10_53,946,1.247357798
20RITI21053,11,53,11_53,947,1.360823792
20RITI21153,12,53,12_53,948,1.34574643
20RITI21253,13,53,13_53,949,1.097848238
20RITI21353,14,53,14_53,950,1.02174901
20RITI21453,15,53,15_53,951,1.415545953
20RITI21553,16,53,16_53,952,1.263792088
20RITI21653,17,53,17_53,953,1.257028804
20RITI21753,18,53,18_53,954,1.394153023
20RITI20054,1,54,1_54,955,1.753270704
20RITI20154,2,54,2_54,956,1.070827781
20RITI20254,3,54,3_54,957,1.589581189
20RITI20354,4,54,4_54,958,1.417351619
20RITI20454,5,54,5_54,959,1.423190545
20RITI20554,6,54,6_54,960,1.186338124
20RITI20654,7,54,7_54,961,1.522045453
20RITI20754,8,54,8_54,962,1.312656354
20RITI20854,9,54,9_54,963,1.128695869
20RITI20954,10,54,10_54,964,1.410819848
20RITI21054,11,54,11_54,965,1.439183531
20RITI21154,12,54,12_54,966,1.487372743
20RITI21254,13,54,13_54,967,1.368034813
20RITI21354,14,54,14_54,968,1.137935359
20RITI21454,15,54,15_54,969,1.066556985
20RITI21554,16,54,16_54,970,1.391688993
20RITI21654,17,54,17_54,971,1.143783215
20RITI21754,18,54,18_54,972,0.767094237
20RITI20055,1,55,1_55,973,1.119239402
20RITI20155,2,55,2_55,974,1.207500269
20RITI20255,3,55,3_55,975,1.513483086
20RITI20355,4,55,4_55,976,1.105282074
20RITI20455,5,55,5_55,977,1.445716925
20RITI20555,6,55,6_55,978,1.170803819
20RITI20655,7,55,7_55,979,1.159309424
20RITI20755,8,55,8_55,980,1.339892883
20RITI20855,9,55,9_55,981,1.561886354
20RITI20955,10,55,10_55,982,1.293962453
20RITI21055,11,55,11_55,983,1.4087947
20RITI21155,12,55,12_55,984,1.498848914
20RITI21255,13,55,13_55,985,1.393029189
20RITI21355,14,55,14_55,986,1.613453508
20RITI21455,15,55,15_55,987,1.408797022
20RITI21555,16,55,16_55,988,1.415309036
20RITI21655,17,55,17_55,989,1.221010722
20RITI21755,18,55,18_55,990,1.238789618
20RITI20056,1,56,1_56,991,1.449979323
20RITI20156,2,56,2_56,992,1.429947332
20RITI20256,3,56,3_56,993,1.402931867
20RITI20356,4,56,4_56,994,1.065212127
20RITI20456,5,56,5_56,995,1.388070055
20RITI20556,6,56,6_56,996,1.261316564
20RITI20656,7,56,7_56,997,1.230690577
20RITI20756,8,56,8_56,998,1.296883826
20RITI20856,9,56,9_56,999,1.486231928
20RITI20956,10,56,10_56,1000,1.356781546
20RITI21056,11,56,11_56,1001,1.406534349
20RITI21156,12,56,12_56,1002,1.492545389
20RITI21256,13,56,13_56,1003,1.426799936
20RITI21356,14,56,14_56,1004,1.391901278
20RITI21456,15,56,15_56,1005,1.293058221
20RITI21556,16,56,16_56,1006,1.321207943
20RITI21656,17,56,17_56,1007,1.22596179
20RITI21756,18,56,18_56,1008,0.745937417
20RITI20057,1,57,1_57,1009,1.203895374
20RITI20157,2,57,2_57,1010,0.899045053
20RITI20257,3,57,3_57,1011,0.901065846
20RITI20357,4,57,4_57,1012,1.11699241
20RITI20457,5,57,5_57,1013,1.256807616
20RITI20557,6,57,6_57,1014,0.847707374
20RITI20657,7,57,7_57,1015,0.946990999
20RITI20757,8,57,8_57,1016,1.214478
20RITI20857,9,57,9_57,1017,1.18408053
20RITI20957,10,57,10_57,1018,1.248933331
20RITI21057,11,57,11_57,1019,1.385145872
20RITI21157,12,57,12_57,1020,1.159758901
20RITI21257,13,57,13_57,1021,1.295313884
20RITI21357,14,57,14_57,1022,1.132753889
20RITI21457,15,57,15_57,1023,1.274814261
20RITI21557,16,57,16_57,1024,1.26400558
20RITI21657,17,57,17_57,1025,1.245772825
20RITI21757,18,57,18_57,1026,1.12216394
20RITI20058,1,58,1_58,1027,1.528122958
20RITI20158,2,58,2_58,1028,1.635062794
20RITI20258,3,58,3_58,1029,1.3896523
20RITI20358,4,58,4_58,1030,1.381991809
20RITI20458,5,58,5_58,1031,1.350483586
20RITI20558,6,58,6_58,1032,1.408340463
20RITI20658,7,58,7_58,1033,1.296668872
20RITI20758,8,58,8_58,1034,1.037969528
20RITI20858,9,58,9_58,1035,1.46709672
20RITI20958,10,58,10_58,1036,1.123968598
20RITI21058,11,58,11_58,1037,1.239022168
20RITI21158,12,58,12_58,1038,1.21672632
20RITI21258,13,58,13_58,1039,1.292156985
20RITI21358,14,58,14_58,1040,1.7562008
20RITI21458,15,58,15_58,1041,1.225282582
20RITI21558,16,58,16_58,1042,1.28405337
20RITI21658,17,58,17_58,1043,1.332910762
20RITI21758,18,58,18_58,1044,0.941146625
20RITI20059,1,59,1_59,1045,1.395052884
20RITI20159,2,59,2_59,1046,0.979865974
20RITI20259,3,59,3_59,1047,1.433098307
20RITI20359,4,59,4_59,1048,1.512352733
20RITI20459,5,59,5_59,1049,1.377725528
20RITI20559,6,59,6_59,1050,1.819462932
20RITI20659,7,59,7_59,1051,1.5281215
20RITI20759,8,59,8_59,1052,1.619985544
20RITI20859,9,59,9_59,1053,1.49614108
20RITI20959,10,59,10_59,1054,1.616142495
20RITI21059,11,59,11_59,1055,1.61795521
20RITI21159,12,59,12_59,1056,1.489392695
20RITI21259,13,59,13_59,1057,1.526977674
20RITI21359,14,59,14_59,1058,1.329535186
20RITI21459,15,59,15_59,1059,1.676264262
20RITI21559,16,59,16_59,1060,1.422526518
20RITI21659,17,59,17_59,1061,1.426127286
20RITI21759,18,59,18_59,1062,1.411704512
20RITI20060,1,60,1_60,1063,1.273021616
20RITI20160,2,60,2_60,1064,1.332904373
20RITI20260,3,60,3_60,1065,1.600167032
20RITI20360,4,60,4_60,1066,1.158415488
20RITI20460,5,60,5_60,1067,1.359037959
20RITI20560,6,60,6_60,1068,1.119240422
20RITI20660,7,60,7_60,1069,1.237002586
20RITI20760,8,60,8_60,1070,1.23676265
20RITI20860,9,60,9_60,1071,1.369158643
20RITI20960,10,60,10_60,1072,1.555147157
20RITI21060,11,60,11_60,1073,1.462827256
20RITI21160,12,60,12_60,1074,1.39955375
20RITI21260,13,60,13_60,1075,1.644967449
20RITI21360,14,60,14_60,1076,1.216505343
20RITI21460,15,60,15_60,1077,1.54319893
20RITI21560,16,60,16_60,1078,1.691804036
20RITI21660,17,60,17_60,1079,1.313765524
20RITI21760,18,60,18_60,1080,1.121727157
20RITI20061,1,61,1_61,1081,0.836441836
20RITI20161,2,61,2_61,1082,1.026928741
20RITI20261,3,61,3_61,1083,1.354748653
20RITI20361,4,61,4_61,1084,1.348897301
20RITI20461,5,61,5_61,1085,1.201189576
20RITI20561,6,61,6_61,1086,0.994058764
20RITI20661,7,61,7_61,1087,1.078259717
20RITI20761,8,61,8_61,1088,0.982340748
20RITI20861,9,61,9_61,1089,0.98234192
20RITI20961,10,61,10_61,1090,1.408339782
20RITI21061,11,61,11_61,1091,1.625375725
20RITI21161,12,61,12_61,1092,1.096497168
20RITI21261,13,61,13_61,1093,1.588916929
20RITI21361,14,61,14_61,1094,2.226548644
20RITI21461,15,61,15_61,1095,1.750805251
20RITI21561,16,61,16_61,1096,1.263786495
20RITI21661,17,61,17_61,1097,1.415544193
20RITI21761,18,61,18_61,1098,1.338322017
20RITI20062,1,62,1_62,1099,1.335158472
20RITI20162,2,62,2_62,1100,1.203217082
20RITI20262,3,62,3_62,1101,1.454711473
20RITI20362,4,62,4_62,1102,0.923584188
20RITI20462,5,62,5_62,1103,1.100775764
20RITI20562,6,62,6_62,1104,1.188357244
20RITI20662,7,62,7_62,1105,1.334039654
20RITI20762,8,62,8_62,1106,1.272792521
20RITI20862,9,62,9_62,1107,1.421398553
20RITI20962,10,62,10_62,1108,1.253435284
20RITI21062,11,62,11_62,1109,1.419361307
20RITI21162,12,62,12_62,1110,1.613902333
20RITI21262,13,62,13_62,1111,1.628536715
20RITI21362,14,62,14_62,1112,1.418243681
20RITI21462,15,62,15_62,1113,1.472506392
20RITI21562,16,62,16_62,1114,1.392583884
20RITI21662,17,62,17_62,1115,1.385591821
20RITI21762,18,62,18_62,1116,1.098298707
20RITI20063,1,63,1_63,1117,0.751784544
20RITI20163,2,63,2_63,1118,1.019943498
20RITI20263,3,63,3_63,1119,1.245329689
20RITI20363,4,63,4_63,1120,1.271212568
20RITI20463,5,63,5_63,1121,1.122168242
20RITI20563,6,63,6_63,1122,1.16156497
20RITI20663,7,63,7_63,1123,1.400684988
20RITI20763,8,63,8_63,1124,1.194883742
20RITI20863,9,63,9_63,1125,1.073752015
20RITI20963,10,63,10_63,1126,1.044722608
20RITI21063,11,63,11_63,1127,1.331106751
20RITI21163,12,63,12_63,1128,1.3828828
20RITI21263,13,63,13_63,1129,1.265819068
20RITI21363,14,63,14_63,1130,1.004638691
20RITI21463,15,63,15_63,1131,1.203000058
20RITI21563,16,63,16_63,1132,1.180473906
20RITI21663,17,63,17_63,1133,1.044273625
20RITI21763,18,63,18_63,1134,1.009142782
20RITI20064,1,64,1_64,1135,1.112033901
20RITI20164,2,64,2_64,1136,1.146028912
20RITI20264,3,64,3_64,1137,1.281564259
20RITI20364,4,64,4_64,1138,1.216279504
20RITI20464,5,64,5_64,1139,1.472734182
20RITI20564,6,64,6_64,1140,1.424097699
20RITI20664,7,64,7_64,1141,1.490738693
20RITI20764,8,64,8_64,1142,1.336959273
20RITI20864,9,64,9_64,1143,1.427930563
20RITI20964,10,64,10_64,1144,1.324353218
20RITI21064,11,64,11_64,1145,1.414410299
20RITI21164,12,64,12_64,1146,1.464174122
20RITI21264,13,64,13_64,1147,1.725573999
20RITI21364,14,64,14_64,1148,1.11925097
20RITI21464,15,64,15_64,1149,1.224616606
20RITI21564,16,64,16_64,1150,1.106856194
20RITI21664,17,64,17_64,1151,1.102582085
20RITI21764,18,64,18_64,1152,1.233623434
20RITI20065,1,65,1_65,1153,1.311962919
20RITI20165,2,65,2_65,1154,0.692801039
20RITI20265,3,65,3_65,1155,1.12667928
20RITI20365,4,65,4_65,1156,1.12621899
20RITI20465,5,65,5_65,1157,1.307231649
20RITI20565,6,65,6_65,1158,1.157749161
20RITI20665,7,65,7_65,1159,1.185208684
20RITI20765,8,65,8_65,1160,1.068120577
20RITI20865,9,65,9_65,1161,1.201872131
20RITI20965,10,65,10_65,1162,1.512129227
20RITI21065,11,65,11_65,1163,1.319854133
20RITI21165,12,65,12_65,1164,1.237001671
20RITI21265,13,65,13_65,1165,1.420266133
20RITI21365,14,65,14_65,1166,1.008915707
20RITI21465,15,65,15_65,1167,1.004401821
20RITI21565,16,65,16_65,1168,1.233176182
20RITI21665,17,65,17_65,1169,1.143327448
20RITI21765,18,65,18_65,1170,1.110228064
20RITI20066,1,66,1_66,1171,1.284504341
20RITI20166,2,66,2_66,1172,1.253208056
20RITI20266,3,66,3_66,1173,1.410594927
20RITI20366,4,66,4_66,1174,1.241492923
20RITI20466,5,66,5_66,1175,1.276390955
20RITI20566,6,66,6_66,1176,1.245101209
20RITI20666,7,66,7_66,1177,1.439859236
20RITI20766,8,66,8_66,1178,1.164939417
20RITI20866,9,66,9_66,1179,1.315347886
20RITI20966,10,66,10_66,1180,1.321656855
20RITI21066,11,66,11_66,1181,1.397297816
20RITI21166,12,66,12_66,1182,1.472277399
20RITI21266,13,66,13_66,1183,1.252755794
20RITI21366,14,66,14_66,1184,1.064973629
20RITI21466,15,66,15_66,1185,1.155486353
20RITI21566,16,66,16_66,1186,1.350699847
20RITI21666,17,66,17_66,1187,1.078489694
20RITI21766,18,66,18_66,1188,1.260193612
20RITI20067,1,67,1_67,1189,1.258838003
20RITI20167,2,67,2_67,1190,1.099200955
20RITI20267,3,67,3_67,1191,1.248930013
20RITI20367,4,67,4_67,1192,0.937309932
20RITI20467,5,67,5_67,1193,1.380193957
20RITI20567,6,67,6_67,1194,1.345517872
