plant_id,Row,Range,Row_Range,id,area
20RITI20001,1,1,1_1,1,1.906605294
20RITI20002,1,2,1_2,19,2.194353572
20RITI20003,1,3,1_3,37,1.618404009
20RITI20004,1,4,1_4,55,1.480844401
20RITI20005,1,5,1_5,73,1.723996684
20RITI20006,1,6,1_6,91,0.379165383
20RITI20007,1,7,1_7,109,1.718142642
20RITI20008,1,8,1_8,127,1.619539711
20RITI20009,1,9,1_9,145,1.480164391
20RITI20010,1,10,1_10,163,1.49794288
20RITI20011,1,11,1_11,181,1.662759758
20RITI20012,1,12,1_12,199,1.54928396
20RITI20013,1,13,1_13,217,1.293743836
20RITI20014,1,14,1_14,235,1.331336233
20RITI20015,1,15,1_15,253,1.388981967
20RITI20016,1,16,1_16,271,1.586434058
20RITI20017,1,17,1_17,289,1.668617396
20RITI20018,1,18,1_18,307,1.687520002
20RITI20019,1,19,1_19,325,1.047191845
20RITI20020,1,20,1_20,343,1.130717879
20RITI20021,1,21,1_21,361,1.694509147
20RITI20022,1,22,1_22,379,1.720172894
20RITI20023,1,23,1_23,397,1.692480162
20RITI20024,1,24,1_24,415,1.528795592
20RITI20025,1,25,1_25,433,1.192858028
20RITI20026,1,26,1_26,451,1.642735948
20RITI20027,1,27,1_27,469,1.306799657
20RITI20028,1,28,1_28,487,1.830501299
20RITI20029,1,29,1_29,505,1.694736575
20RITI20030,1,30,1_30,523,1.489168163
20RITI20031,1,31,1_31,541,1.222581214
20RITI20032,1,32,1_32,559,1.643842367
20RITI20033,1,33,1_33,577,1.390097038
20RITI20034,1,34,1_34,595,1.769931119
20RITI20035,1,35,1_35,613,1.38605479
20RITI20036,1,36,1_36,631,1.7008066
20RITI20037,1,37,1_37,649,1.924396865
20RITI20038,1,38,1_38,667,1.817893675
20RITI20039,1,39,1_39,685,2.136264196
20RITI20040,1,40,1_40,703,1.905920469
20RITI20041,1,41,1_41,721,1.217404254
20RITI20042,1,42,1_42,739,1.529915856
20RITI20043,1,43,1_43,757,1.574500524
20RITI20044,1,44,1_44,775,1.69742997
20RITI20045,1,45,1_45,793,1.96424795
20RITI20046,1,46,1_46,811,1.302741457
20RITI20047,1,47,1_47,829,1.6166061
20RITI20048,1,48,1_48,847,1.840628757
20RITI20049,1,49,1_49,865,2.062405814
20RITI20050,1,50,1_50,883,2.029985424
20RITI20051,1,51,1_51,901,1.27032774
20RITI20052,1,52,1_52,919,2.307152516
20RITI20053,1,53,1_53,937,1.465088232
20RITI20054,1,54,1_54,955,1.79335134
20RITI20055,1,55,1_55,973,1.668619719
20RITI20056,1,56,1_56,991,1.842204617
20RITI20057,1,57,1_57,1009,1.140860004
20RITI20058,1,58,1_58,1027,1.597021067
20RITI20059,1,59,1_59,1045,1.717702227
20RITI20060,1,60,1_60,1063,1.673561591
20RITI20061,1,61,1_61,1081,1.017237669
20RITI20062,1,62,1_62,1099,1.73435818
20RITI20063,1,63,1_63,1117,1.628312378
20RITI20064,1,64,1_64,1135,1.591621827
20RITI20065,1,65,1_65,1153,1.509436447
20RITI20066,1,66,1_66,1171,1.234071983
20RITI20067,1,67,1_67,1189,1.58373182
20RITI20068,1,68,1_68,1207,1.62718807
20RITI20069,1,69,1_69,1225,1.674917333
20RITI20070,1,70,1_70,1243,1.494796582
20RITI20071,1,71,1_71,1261,1.325929966
20RITI20072,1,72,1_72,1279,1.561885577
20RITI20073,1,73,1_73,1297,1.53307445
20RITI20074,1,74,1_74,1315,1.289681576
20RITI20075,1,75,1_75,1333,1.339447249
20RITI20076,1,76,1_76,1351,1.192189195
20RITI20077,1,77,1_77,1369,1.464394984
20RITI20078,1,78,1_78,1387,1.473858812
20RITI20079,1,79,1_79,1405,1.380872574
20RITI20080,1,80,1_80,1423,1.579459833
20RITI20081,1,81,1_81,1441,1.189265446
20RITI20082,1,82,1_82,1459,1.466197996
20RITI20083,1,83,1_83,1477,1.153234312
20RITI20084,1,84,1_84,1495,1.804612333
20RITI20085,1,85,1_85,1513,1.841975422
20RITI20086,1,86,1_86,1531,1.637095378
20RITI20087,1,87,1_87,1549,2.203134056
