plant_id,id,Row,Range,Row_Range,area(m^2)
20RITI20413,221,5,13,5_13,1.961320703
20RITI20414,239,5,14,5_14,2.117349252
20RITI20415,257,5,15,5_15,2.070514515
20RITI20416,275,5,16,5_16,1.922137821
20RITI20417,293,5,17,5_17,2.131982931
20RITI20418,311,5,18,5_18,2.026386069
20RITI20419,329,5,19,5_19,2.086495322
20RITI20420,347,5,20,5_20,2.266625284
20RITI20421,365,5,21,5_21,2.287338261
20RITI20422,383,5,22,5_22,1.936772112
20RITI20423,401,5,23,5_23,1.991256841
20RITI20424,419,5,24,5_24,2.096407131
20RITI20425,437,5,25,5_25,2.186697491
20RITI20426,455,5,26,5_26,2.224292355
20RITI20427,473,5,27,5_27,2.346556051
20RITI20428,491,5,28,5_28,2.073446565
20RITI20429,509,5,29,5_29,1.983151556
20RITI20430,527,5,30,5_30,1.966497695
20RITI20431,545,5,31,5_31,2.011748595
20RITI20432,563,5,32,5_32,2.108788921
20RITI20433,581,5,33,5_33,2.252215426
20RITI20434,599,5,34,5_34,2.29769884
20RITI20435,617,5,35,5_35,2.203355729
20RITI20436,635,5,36,5_36,2.253342858
20RITI20437,653,5,37,5_37,2.378077868
20RITI20438,671,5,38,5_38,2.432339149
20RITI20439,689,5,39,5_39,1.934527344
20RITI20440,707,5,40,5_40,1.749225492
20RITI20441,725,5,41,5_41,2.111050297
20RITI20442,743,5,42,5_42,2.085148433
20RITI20443,761,5,43,5_43,2.042597851
20RITI20444,779,5,44,5_44,1.998690664
20RITI20445,797,5,45,5_45,2.149994572
20RITI20446,815,5,46,5_46,2.174089988
20RITI20447,833,5,47,5_47,2.063756973
20RITI20448,851,5,48,5_48,2.009043867
20RITI20449,869,5,49,5_49,2.195473884
20RITI20450,887,5,50,5_50,2.154267987
20RITI20451,905,5,51,5_51,2.097310462
20RITI20452,923,5,52,5_52,2.121171593
20RITI20453,941,5,53,5_53,2.097083703
20RITI20454,959,5,54,5_54,1.975950615
20RITI20455,977,5,55,5_55,2.106087869
20RITI20456,995,5,56,5_56,2.063980392
20RITI20457,1013,5,57,5_57,2.102709285
20RITI20458,1031,5,58,5_58,2.024585833
20RITI20459,1049,5,59,5_59,1.981807213
20RITI20460,1067,5,60,5_60,2.087631491
20RITI20461,1085,5,61,5_61,2.126349877
20RITI20462,1103,5,62,5_62,2.042146621
20RITI20463,1121,5,63,5_63,2.153367797
20RITI20464,1139,5,64,5_64,2.187817223
20RITI20465,1157,5,65,5_65,2.033144818
20RITI20466,1175,5,66,5_66,2.263025292
20RITI20467,1193,5,67,5_67,2.136266316
20RITI20468,1211,5,68,5_68,2.150219836
20RITI20469,1229,5,69,5_69,1.992381284
20RITI20470,1247,5,70,5_70,2.016027847
20RITI20471,1265,5,71,5_71,1.819919522
20RITI20472,1283,5,72,5_72,2.237802612
20RITI20473,1301,5,73,5_73,2.147514921
20RITI20474,1319,5,74,5_74,2.092577922
20RITI20475,1337,5,75,5_75,2.328762688
20RITI20476,1355,5,76,5_76,2.132207671
20RITI20477,1373,5,77,5_77,2.300167639
20RITI20478,1391,5,78,5_78,2.093713655
20RITI20479,1409,5,79,5_79,1.984502801
20RITI20480,1427,5,80,5_80,2.24590955
20RITI20481,1445,5,81,5_81,2.080870857
20RITI20482,1463,5,82,5_82,2.118469204
20RITI20483,1481,5,83,5_83,1.929568604
20RITI20484,1499,5,84,5_84,2.159226003
20RITI20485,1517,5,85,5_85,1.707792405
20RITI20486,1535,5,86,5_86,2.033813792
20RITI20487,1553,5,87,5_87,2.1599025
20RITI20488,1571,5,88,5_88,2.297018495
20RITI20489,1589,5,89,5_89,2.362760377
20RITI20490,1607,5,90,5_90,2.222269307
20RITI20491,1625,5,91,5_91,2.254693969
20RITI20492,1643,5,92,5_92,2.115092396
20RITI20493,1661,5,93,5_93,1.938572418
20RITI20494,1679,5,94,5_94,2.339119564
20RITI20495,1697,5,95,5_95,2.281933253
20RITI20496,1715,5,96,5_96,2.350156518
20RITI20497,1733,5,97,5_97,2.358262501
20RITI20498,1751,5,98,5_98,2.513392874
20RITI20499,1769,5,99,5_99,2.215283624
20RITI20500,1787,5,100,5_100,2.344073823
20RITI20501,6,6,1,6_1,2.125002893
20RITI20502,24,6,2,6_2,1.573372145
20RITI20503,42,6,3,6_3,1.864721808
20RITI20504,60,6,4,6_4,1.695639793
20RITI20505,78,6,5,6_5,1.878685357
20RITI20506,96,6,6,6_6,2.068720246
20RITI20507,114,6,7,6_7,2.165981933
20RITI20508,132,6,8,6_8,1.871252237
20RITI20509,150,6,9,6_9,1.955236556
20RITI20510,168,6,10,6_10,1.863825769
20RITI20511,186,6,11,6_11,2.02097996
20RITI20512,204,6,12,6_12,1.648575638
20RITI20513,222,6,13,6_13,1.959516556
20RITI20514,240,6,14,6_14,1.873734446
20RITI20515,258,6,15,6_15,2.066239668
20RITI20516,276,6,16,6_16,1.950736006
20RITI20517,294,6,17,6_17,1.76566024
20RITI20518,312,6,18,6_18,2.030215233
20RITI20519,330,6,19,6_19,1.822397607
20RITI20520,348,6,20,6_20,2.00635209
20RITI20521,366,6,21,6_21,1.846042052
20RITI20522,384,6,22,6_22,2.079743273
20RITI20523,402,6,23,6_23,1.912687185
20RITI20524,420,6,24,6_24,1.819915029
20RITI20525,438,6,25,6_25,1.57675287
20RITI20526,456,6,26,6_26,2.226098828
20RITI20527,474,6,27,6_27,2.200206191
20RITI20528,492,6,28,6_28,1.815645205
20RITI20529,510,6,29,6_29,1.357229398
20RITI20530,528,6,30,6_30,1.487366821
20RITI20531,546,6,31,6_31,1.816537435
20RITI20532,564,6,32,6_32,1.713648529
20RITI20533,582,6,33,6_33,2.139415662
20RITI20534,600,6,34,6_34,2.047773949
20RITI20535,618,6,35,6_35,1.983379327
20RITI20536,636,6,36,6_36,2.140986382
20RITI20537,654,6,37,6_37,2.147070892
20RITI20538,672,6,38,6_38,2.365917995
20RITI20539,690,6,39,6_39,2.03111447
20RITI20540,708,6,40,6_40,1.993735874
20RITI20541,726,6,41,6_41,1.597241002
20RITI20542,744,6,42,6_42,1.968523448
20RITI20543,762,6,43,6_43,1.8712572
20RITI20544,780,6,44,6_44,2.583641936
20RITI20545,798,6,45,6_45,2.460482658
20RITI20546,816,6,46,6_46,1.922590956
20RITI20547,834,6,47,6_47,2.054524425
20RITI20548,852,6,48,6_48,2.003420499
20RITI20549,870,6,49,6_49,2.064660669
20RITI20550,888,6,50,6_50,1.989234994
20RITI20551,906,6,51,6_51,1.650151334
20RITI20552,924,6,52,6_52,1.907957092
20RITI20553,942,6,53,6_53,2.025935614
20RITI20554,960,6,54,6_54,1.859770084
20RITI20555,978,6,55,6_55,1.75552522
20RITI20556,996,6,56,6_56,1.978656138
20RITI20557,1014,6,57,6_57,1.837704771
20RITI20558,1032,6,58,6_58,1.898271862
20RITI20559,1050,6,59,6_59,2.211911512
20RITI20560,1068,6,60,6_60,1.849865751
20RITI20561,1086,6,61,6_61,1.5546836
20RITI20562,1104,6,62,6_62,1.661184598
20RITI20563,1122,6,63,6_63,2.219566465
20RITI20564,1140,6,64,6_64,2.101584274
20RITI20565,1158,6,65,6_65,2.031792118
20RITI20566,1176,6,66,6_66,2.193443461
20RITI20567,1194,6,67,6_67,2.266173976
20RITI20568,1212,6,68,6_68,2.229698231
20RITI20569,1230,6,69,6_69,1.920566063
20RITI20570,1248,6,70,6_70,1.753496043
20RITI20571,1266,6,71,6_71,1.805057558
20RITI20572,1284,6,72,6_72,1.939925416
20RITI20573,1302,6,73,6_73,2.190067445
20RITI20574,1320,6,74,6_74,1.596342797
20RITI20575,1338,6,75,6_75,1.79807683
20RITI20576,1356,6,76,6_76,2.247030694
20RITI20577,1374,6,77,6_77,1.980450904
20RITI20578,1392,6,78,6_78,1.982709732
20RITI20579,1410,6,79,6_79,1.749448348
20RITI20580,1428,6,80,6_80,1.798083513
20RITI20581,1446,6,81,6_81,1.813840861
20RITI20582,1464,6,82,6_82,1.898047119
20RITI20583,1482,6,83,6_83,1.889260663
20RITI20584,1500,6,84,6_84,1.906600928
20RITI20585,1518,6,85,6_85,1.234963251
20RITI20586,1536,6,86,6_86,1.096723367
20RITI20587,1554,6,87,6_87,1.111132865
20RITI20588,1572,6,88,6_88,1.590939623
20RITI20589,1590,6,89,6_89,1.937676916
20RITI20590,1608,6,90,6_90,2.064887101
20RITI20591,1626,6,91,6_91,1.678300729
20RITI20592,1644,6,92,6_92,1.95456259
