plant_id,Row,Range,Row_Range,id,area
20RITI20001,1,1,1_1,1,2.03966131
20RITI20002,1,2,1_2,19,2.254914015
20RITI20003,1,3,1_3,37,2.022108345
20RITI20004,1,4,1_4,55,2.156531482
20RITI20005,1,5,1_5,73,2.198405309
20RITI20006,1,6,1_6,91,2.049351146
20RITI20007,1,7,1_7,109,2.076370276
20RITI20008,1,8,1_8,127,2.072756753
20RITI20009,1,9,1_9,145,1.960867609
20RITI20010,1,10,1_10,163,2.202455917
20RITI20011,1,11,1_11,181,1.984722388
20RITI20012,1,12,1_12,199,2.119151571
20RITI20013,1,13,1_13,217,1.770382696
20RITI20014,1,14,1_14,235,1.927778956
20RITI20015,1,15,1_15,253,2.080413213
20RITI20016,1,16,1_16,271,1.955681948
20RITI20017,1,17,1_17,289,2.091234832
20RITI20018,1,18,1_18,307,2.003644609
20RITI20019,1,19,1_19,325,1.725137782
20RITI20020,1,20,1_20,343,1.844239125
20RITI20021,1,21,1_21,361,2.088979174
20RITI20022,1,22,1_22,379,2.007466856
20RITI20023,1,23,1_23,397,2.070062442
20RITI20024,1,24,1_24,415,2.152028299
20RITI20025,1,25,1_25,433,2.017830349
20RITI20026,1,26,1_26,451,2.161472981
20RITI20027,1,27,1_27,469,1.882962005
20RITI20028,1,28,1_28,487,2.147965536
20RITI20029,1,29,1_29,505,2.12005264
20RITI20030,1,30,1_30,523,2.20717831
20RITI20031,1,31,1_31,541,1.736386114
20RITI20032,1,32,1_32,559,2.15922137
20RITI20033,1,33,1_33,577,2.160121051
20RITI20034,1,34,1_34,595,2.217087508
20RITI20035,1,35,1_35,613,1.873063881
20RITI20036,1,36,1_36,631,1.991261996
20RITI20037,1,37,1_37,649,2.19480346
20RITI20038,1,38,1_38,667,2.06240854
20RITI20039,1,39,1_39,685,2.317291366
20RITI20040,1,40,1_40,703,2.291166247
20RITI20041,1,41,1_41,721,1.834544935
20RITI20042,1,42,1_42,739,2.051601059
20RITI20043,1,43,1_43,757,1.981360347
20RITI20044,1,44,1_44,775,2.045972876
20RITI20045,1,45,1_45,793,2.158777901
20RITI20046,1,46,1_46,811,1.884987232
20RITI20047,1,47,1_47,829,2.031795342
20RITI20048,1,48,1_48,847,2.131533637
20RITI20049,1,49,1_49,865,2.313688534
20RITI20050,1,50,1_50,883,2.221370487
20RITI20051,1,51,1_51,901,1.740671609
20RITI20052,1,52,1_52,919,2.48277326
20RITI20053,1,53,1_53,937,1.455170074
20RITI20054,1,54,1_54,955,2.352410056
20RITI20055,1,55,1_55,973,2.054304634
20RITI20056,1,56,1_56,991,2.277652531
20RITI20057,1,57,1_57,1009,1.995318572
20RITI20058,1,58,1_58,1027,2.384373973
20RITI20059,1,59,1_59,1045,2.237356956
20RITI20060,1,60,1_60,1063,1.942849178
20RITI20061,1,61,1_61,1081,1.589810622
20RITI20062,1,62,1_62,1099,2.238933536
20RITI20063,1,63,1_63,1117,2.022333479
20RITI20064,1,64,1_64,1135,1.993284255
20RITI20065,1,65,1_65,1153,1.950505497
20RITI20066,1,66,1_66,1171,1.871484638
20RITI20067,1,67,1_67,1189,2.226319877
20RITI20068,1,68,1_68,1207,2.075695946
20RITI20069,1,69,1_69,1225,2.205601206
20RITI20070,1,70,1_70,1243,1.872836997
20RITI20071,1,71,1_71,1261,1.771510249
20RITI20072,1,72,1_72,1279,2.123879652
20RITI20073,1,73,1_73,1297,1.795820221
20RITI20074,1,74,1_74,1315,1.841529895
20RITI20075,1,75,1_75,1333,2.003199559
20RITI20076,1,76,1_76,1351,2.011302879
20RITI20077,1,77,1_77,1369,1.987211221
20RITI20078,1,78,1_78,1387,2.023229303
20RITI20079,1,79,1_79,1405,2.204703449
20RITI20080,1,80,1_80,1423,2.05183138
20RITI20081,1,81,1_81,1441,2.056551397
20RITI20082,1,82,1_82,1459,1.943308422
20RITI20083,1,83,1_83,1477,1.731884036
20RITI20084,1,84,1_84,1495,2.09438048
20RITI20085,1,85,1_85,1513,2.023675043
20RITI20086,1,86,1_86,1531,2.034495669
20RITI20087,1,87,1_87,1549,2.331917082
20RITI20088,1,88,1_88,1567,2.068937905
20RITI20089,1,89,1_89,1585,2.086042915
20RITI20090,1,90,1_90,1603,1.995539602
20RITI20091,1,91,1_91,1621,1.961320203
20RITI20092,1,92,1_92,1639,1.987422781
20RITI20093,1,93,1_93,1657,2.007928892
20RITI20094,1,94,1_94,1675,1.896469493
20RITI20095,1,95,1_95,1693,1.937445928
20RITI20096,1,96,1_96,1711,2.035385561
20RITI20097,1,97,1_97,1729,1.964474843
20RITI20098,1,98,1_98,1747,1.646325963
20RITI20099,1,99,1_99,1765,1.859310322
20RITI20100,1,100,1_100,1783,1.941048296
20RITI20101,2,1,2_1,2,1.885890504
20RITI20102,2,2,2_2,20,1.800552108
20RITI20103,2,3,2_3,38,2.010628002
20RITI20104,2,4,2_4,56,2.031336806
20RITI20105,2,5,2_5,74,1.980466085
20RITI20106,2,6,2_6,92,1.76813391
20RITI20107,2,7,2_7,110,1.922371119
20RITI20108,2,8,2_8,128,2.043276185
20RITI20109,2,9,2_9,146,1.854821476
20RITI20110,2,10,2_10,164,1.94712686
20RITI20111,2,11,2_11,182,1.948262674
20RITI20112,2,12,2_12,200,1.699011696
20RITI20113,2,13,2_13,218,1.713200246
20RITI20114,2,14,2_14,236,1.6787459
20RITI20115,2,15,2_15,254,2.184672343
20RITI20116,2,16,2_16,272,1.835229297
20RITI20117,2,17,2_17,290,1.82487393
20RITI20118,2,18,2_18,308,1.806642284
20RITI20119,2,19,2_19,326,1.787270441
20RITI20120,2,20,2_20,344,1.954332385
20RITI20121,2,21,2_21,362,1.748996937
20RITI20122,2,22,2_22,380,2.049344871
20RITI20123,2,23,2_23,398,1.846259381
20RITI20124,2,24,2_24,416,1.800101892
20RITI20125,2,25,2_25,434,1.558513016
20RITI20126,2,26,2_26,452,1.918989076
20RITI20127,2,27,2_27,470,1.788842736
20RITI20128,2,28,2_28,488,1.701715298
20RITI20129,2,29,2_29,506,1.85954671
20RITI20130,2,30,2_30,524,1.821947963
20RITI20131,2,31,2_31,542,1.817669123
20RITI20132,2,32,2_32,560,1.685503344
20RITI20133,2,33,2_33,578,1.736389871
20RITI20134,2,34,2_34,596,1.914485815
20RITI20135,2,35,2_35,614,1.80911211
20RITI20136,2,36,2_36,632,1.703292751
20RITI20137,2,37,2_37,650,2.141442249
20RITI20138,2,38,2_38,668,1.862919385
20RITI20139,2,39,2_39,686,1.934291775
20RITI20140,2,40,2_40,704,2.771197224
20RITI20141,2,41,2_41,722,1.691586929
20RITI20142,2,42,2_42,740,1.801900116
20RITI20143,2,43,2_43,758,1.901426037
20RITI20144,2,44,2_44,776,1.813616316
20RITI20145,2,45,2_45,794,1.641592715
20RITI20146,2,46,2_46,812,1.784117698
20RITI20147,2,47,2_47,830,1.825999301
20RITI20148,2,48,2_48,848,1.959063469
20RITI20149,2,49,2_49,866,2.039888372
20RITI20150,2,50,2_50,884,2.159898484
