plant_id,Row,Range,Row_Range,id,area(m^2)
20RITI20323,4,23,4_23,400,1.409466297
20RITI20324,4,24,4_24,418,1.375916725
20RITI20325,4,25,4_25,436,1.704863782
20RITI20326,4,26,4_26,454,1.602643853
20RITI20327,4,27,4_27,472,1.72062787
20RITI20328,4,28,4_28,490,1.934521324
20RITI20329,4,29,4_29,508,1.033903498
20RITI20330,4,30,4_30,526,1.608272871
20RITI20331,4,31,4_31,544,1.485565495
20RITI20332,4,32,4_32,562,1.84469175
20RITI20333,4,33,4_33,580,1.804163282
20RITI20334,4,34,4_34,598,1.611429207
20RITI20335,4,35,4_35,616,1.281803019
20RITI20336,4,36,4_36,634,1.64609733
20RITI20337,4,37,4_37,652,1.70305991
20RITI20338,4,38,4_38,670,1.662307642
20RITI20339,4,39,4_39,688,1.351594968
20RITI20340,4,40,4_40,706,1.830045265
20RITI20341,4,41,4_41,724,1.597471917
20RITI20342,4,42,4_42,742,1.732109205
20RITI20343,4,43,4_43,760,1.458773229
20RITI20344,4,44,4_44,778,1.459448531
20RITI20345,4,45,4_45,796,1.939919815
20RITI20346,4,46,4_46,814,1.61052987
20RITI20347,4,47,4_47,832,1.860895674
20RITI20348,4,48,4_48,850,1.731202818
20RITI20349,4,49,4_49,868,1.723560592
20RITI20350,4,50,4_50,886,1.543657707
20RITI20351,4,51,4_51,904,1.59499076
20RITI20352,4,52,4_52,922,1.93497234
20RITI20353,4,53,4_53,940,1.511233153
20RITI20354,4,54,4_54,958,1.590260345
20RITI20355,4,55,4_55,976,1.558745681
20RITI20356,4,56,4_56,994,1.516413824
20RITI20357,4,57,4_57,1012,1.840409889
20RITI20358,4,58,4_58,1030,1.896691841
20RITI20359,4,59,4_59,1048,1.747643802
20RITI20360,4,60,4_60,1066,1.506277326
20RITI20361,4,61,4_61,1084,1.873733238
20RITI20362,4,62,4_62,1102,1.335387629
20RITI20363,4,63,4_63,1120,1.784789637
20RITI20364,4,64,4_64,1138,1.67784589
20RITI20365,4,65,4_65,1156,1.788169997
20RITI20366,4,66,4_66,1174,1.774892909
20RITI20367,4,67,4_67,1192,1.667489394
20RITI20368,4,68,4_68,1210,1.555811302
20RITI20369,4,69,4_69,1228,1.690229734
20RITI20370,4,70,4_70,1246,2.020302351
20RITI20371,4,71,4_71,1264,1.843333918
20RITI20372,4,72,4_72,1282,1.912454284
20RITI20373,4,73,4_73,1300,1.986085871
20RITI20374,4,74,4_74,1318,1.569319992
20RITI20375,4,75,4_75,1336,2.04259731
20RITI20376,4,76,4_76,1354,1.799197123
20RITI20377,4,77,4_77,1372,1.82172236
20RITI20378,4,78,4_78,1390,2.069612114
20RITI20379,4,79,4_79,1408,1.949384759
20RITI20380,4,80,4_80,1426,1.785020351
20RITI20381,4,81,4_81,1444,1.923032485
20RITI20382,4,82,4_82,1462,1.734586153
20RITI20383,4,83,4_83,1480,1.615476649
20RITI20384,4,84,4_84,1498,2.004768155
20RITI20385,4,85,4_85,1516,1.796497271
20RITI20386,4,86,4_86,1534,1.781410345
20RITI20387,4,87,4_87,1552,1.761370203
20RITI20388,4,88,4_88,1570,1.513713806
20RITI20389,4,89,4_89,1588,1.842880352
20RITI20390,4,90,4_90,1606,1.819241696
20RITI20391,4,91,4_91,1624,2.032912419
20RITI20392,4,92,4_92,1642,1.736607135
20RITI20393,4,93,4_93,1660,1.961090727
20RITI20394,4,94,4_94,1678,1.96829494
20RITI20395,4,95,4_95,1696,1.549279483
20RITI20396,4,96,4_96,1714,2.019404481
20RITI20397,4,97,4_97,1732,1.691805411
20RITI20398,4,98,4_98,1750,2.078621184
20RITI20399,4,99,4_99,1768,2.089650802
20RITI20400,4,100,4_100,1786,1.860670205
20RITI20401,5,1,5_1,5,1.860897711
20RITI20402,5,2,5_2,23,1.921466181
20RITI20403,5,3,5_3,41,2.111716025
20RITI20404,5,4,5_4,59,2.014903762
20RITI20405,5,5,5_5,77,1.991258953
20RITI20406,5,6,5_6,95,2.124100334
20RITI20407,5,7,5_7,113,1.946677458
20RITI20408,5,8,5_8,131,2.301749892
20RITI20409,5,9,5_9,149,2.091224659
20RITI20410,5,10,5_10,167,2.212590136
20RITI20411,5,11,5_11,185,2.078173097
20RITI20412,5,12,5_12,203,2.209666186
20RITI20413,5,13,5_13,221,1.892870929
20RITI20414,5,14,5_14,239,2.109468824
20RITI20415,5,15,5_15,257,2.231276435
20RITI20416,5,16,5_16,275,1.897595523
20RITI20417,5,17,5_17,293,2.195032046
20RITI20418,5,18,5_18,311,2.217764805
20RITI20419,5,19,5_19,329,2.232398679
20RITI20420,5,20,5_20,347,2.149771403
20RITI20421,5,21,5_21,365,1.91470996
20RITI20422,5,22,5_22,383,1.808659962
20RITI20423,5,23,5_23,401,1.695630281
20RITI20424,5,24,5_24,419,2.044848794
20RITI20425,5,25,5_25,437,1.9802302
20RITI20426,5,26,5_26,455,2.000486747
20RITI20427,5,27,5_27,473,2.147742981
20RITI20428,5,28,5_28,491,1.953209561
20RITI20429,5,29,5_29,509,2.021431351
20RITI20430,5,30,5_30,527,2.008599998
20RITI20431,5,31,5_31,545,1.957481371
20RITI20432,5,32,5_32,563,2.175216857
20RITI20433,5,33,5_33,581,2.235324044
20RITI20434,5,34,5_34,599,1.966044142
20RITI20435,5,35,5_35,617,1.83455347
20RITI20436,5,36,5_36,635,2.153374177
20RITI20437,5,37,5_37,653,2.130177556
20RITI20438,5,38,5_38,671,2.187818461
20RITI20439,5,39,5_39,689,1.929116775
20RITI20440,5,40,5_40,707,1.734811911
20RITI20441,5,41,5_41,725,1.906836525
20RITI20442,5,42,5_42,743,1.853699131
20RITI20443,5,43,5_43,761,1.991706895
20RITI20444,5,44,5_44,779,2.180165265
20RITI20445,5,45,5_45,797,2.214160267
20RITI20446,5,46,5_46,815,2.075240477
20RITI20447,5,47,5_47,833,2.175668472
20RITI20448,5,48,5_48,851,2.017829591
20RITI20449,5,49,5_49,869,2.093031492
20RITI20450,5,50,5_50,887,2.044398133
20RITI20451,5,51,5_51,905,2.013102348
20RITI20452,5,52,5_52,923,2.162602535
20RITI20453,5,53,5_53,941,1.986990209
20RITI20454,5,54,5_54,959,1.889042063
20RITI20455,5,55,5_55,977,2.044630929
20RITI20456,5,56,5_56,995,2.170034042
20RITI20457,5,57,5_57,1013,2.268423333
20RITI20458,5,58,5_58,1031,2.145266613
20RITI20459,5,59,5_59,1049,1.969193089
20RITI20460,5,60,5_60,1067,2.211015218
20RITI20461,5,61,5_61,1085,1.905697248
20RITI20462,5,62,5_62,1103,1.867873027
20RITI20463,5,63,5_63,1121,1.854368826
20RITI20464,5,64,5_64,1139,2.174757876
20RITI20465,5,65,5_65,1157,2.134011004
20RITI20466,5,66,5_66,1175,2.244112971
20RITI20467,5,67,5_67,1193,2.193672452
20RITI20468,5,68,5_68,1211,2.148639045
20RITI20469,5,69,5_69,1229,2.032919277
20RITI20470,5,70,5_70,1247,2.094837733
20RITI20471,5,71,5_71,1265,1.739987625
20RITI20472,5,72,5_72,1283,2.267747936
20RITI20473,5,73,5_73,1301,1.982261764
20RITI20474,5,74,5_74,1319,2.063766565
20RITI20475,5,75,5_75,1337,2.165755789
20RITI20476,5,76,5_76,1355,1.983825191
20RITI20477,5,77,5_77,1373,2.196149138
20RITI20478,5,78,5_78,1391,2.204029573
20RITI20479,5,79,5_79,1409,1.926874183
20RITI20480,5,80,5_80,1427,2.180391236
20RITI20481,5,81,5_81,1445,1.960632272
20RITI20482,5,82,5_82,1463,2.252662857
20RITI20483,5,83,5_83,1481,1.932950657
20RITI20484,5,84,5_84,1499,2.319084199
20RITI20485,5,85,5_85,1517,1.620435322
20RITI20486,5,86,5_86,1535,2.42895692
20RITI20487,5,87,5_87,1553,2.079073002
20RITI20488,5,88,5_88,1571,2.329440775
20RITI20489,5,89,5_89,1589,1.855260819
20RITI20490,5,90,5_90,1607,2.208086508
20RITI20491,5,91,5_91,1625,2.182417069
20RITI20492,5,92,5_92,1643,2.092801442
20RITI20493,5,93,5_93,1661,1.410589461
20RITI20494,5,94,5_94,1679,2.632273483
20RITI20495,5,95,5_95,1697,1.994191805
20RITI20496,5,96,5_96,1715,2.206504011
20RITI20497,5,97,5_97,1733,2.195253174
20RITI20498,5,98,5_98,1751,2.316599247
20RITI20499,5,99,5_99,1769,2.160799624
20RITI20500,5,100,5_100,1787,2.338901705
20RITI20501,6,1,6_1,6,1.880708179
20RITI20502,6,2,6_2,24,1.643401548
20RITI20503,6,3,6_3,42,1.574728729
20RITI20504,6,4,6_4,60,1.620205154
20RITI20505,6,5,6_5,78,1.701939027
20RITI20506,6,6,6_6,96,1.630563137
20RITI20507,6,7,6_7,114,1.362182402
20RITI20508,6,8,6_8,132,1.960862598
20RITI20509,6,9,6_9,150,1.848062816
20RITI20510,6,10,6_10,168,1.909986748
20RITI20511,6,11,6_11,186,1.981353683
20RITI20512,6,12,6_12,204,1.491872345
20RITI20513,6,13,6_13,222,1.660960385
20RITI20514,6,14,6_14,240,1.858190797
20RITI20515,6,15,6_15,258,1.764297471
20RITI20516,6,16,6_16,276,1.815422484
20RITI20517,6,17,6_17,294,1.52316756
20RITI20518,6,18,6_18,312,1.660737555
20RITI20519,6,19,6_19,330,1.807091193
20RITI20520,6,20,6_20,348,1.83725047
20RITI20521,6,21,6_21,366,1.498849046
20RITI20522,6,22,6_22,384,1.889267212
20RITI20523,6,23,6_23,402,1.652403202
20RITI20524,6,24,6_24,420,1.562352399
20RITI20525,6,25,6_25,438,1.23970353
20RITI20526,6,26,6_26,456,1.795157126
20RITI20527,6,27,6_27,474,1.403833124
20RITI20528,6,28,6_28,492,1.558962446
20RITI20529,6,29,6_29,510,1.302513519
20RITI20530,6,30,6_30,528,1.469583141
20RITI20531,6,31,6_31,546,1.802128507
20RITI20532,6,32,6_32,564,1.612546853
20RITI20533,6,33,6_33,582,1.980001212
20RITI20534,6,34,6_34,600,1.517084068
20RITI20535,6,35,6_35,618,1.196238342
20RITI20536,6,36,6_36,636,1.882059204
20RITI20537,6,37,6_37,654,1.721302399
20RITI20538,6,38,6_38,672,1.523611069
20RITI20539,6,39,6_39,690,1.626292242
20RITI20540,6,40,6_40,708,1.572929514
20RITI20541,6,41,6_41,726,1.599495578
20RITI20542,6,42,6_42,744,1.988112098
20RITI20543,6,43,6_43,762,1.517085695
20RITI20544,6,44,6_44,780,2.093256655
20RITI20545,6,45,6_45,798,1.597913597
20RITI20546,6,46,6_46,816,1.457871844
20RITI20547,6,47,6_47,834,1.736837304
20RITI20548,6,48,6_48,852,1.880710913
20RITI20549,6,49,6_49,870,1.624255153
20RITI20550,6,50,6_50,888,1.855268023
20RITI20551,6,51,6_51,906,1.530144469
20RITI20552,6,52,6_52,924,1.673342144
20RITI20553,6,53,6_53,942,2.011740017
20RITI20554,6,54,6_54,960,1.810012847
20RITI20555,6,55,6_55,978,1.407882425
20RITI20556,6,56,6_56,996,1.613224131
20RITI20557,6,57,6_57,1014,1.625387115
20RITI20558,6,58,6_58,1032,1.950053048
20RITI20559,6,59,6_59,1050,2.331691522
20RITI20560,6,60,6_60,1068,1.654664305
20RITI20561,6,61,6_61,1086,1.404740794
20RITI20562,6,62,6_62,1104,1.43738494
20RITI20563,6,63,6_63,1122,1.894443988
20RITI20564,6,64,6_64,1140,1.932495452
20RITI20565,6,65,6_65,1158,1.905019959
20RITI20566,6,66,6_66,1176,2.086725511
20RITI20567,6,67,6_67,1194,1.835675101
20RITI20568,6,68,6_68,1212,1.732328623
20RITI20569,6,69,6_69,1230,1.669066064
20RITI20570,6,70,6_70,1248,1.477455999
20RITI20571,6,71,6_71,1266,1.623353964
20RITI20572,6,72,6_72,1284,1.988116469
20RITI20573,6,73,6_73,1302,1.924842023
20RITI20574,6,74,6_74,1320,1.475206971
20RITI20575,6,75,6_75,1338,1.681684361
20RITI20576,6,76,6_76,1356,1.950955463
20RITI20577,6,77,6_77,1374,1.66884351
20RITI20578,6,78,6_78,1392,2.281261453
20RITI20579,6,79,6_79,1410,1.728960727
20RITI20580,6,80,6_80,1428,1.729856144
20RITI20581,6,81,6_81,1446,2.168906107
20RITI20582,6,82,6_82,1464,1.858871224
20RITI20583,6,83,6_83,1482,1.678067965
20RITI20584,6,84,6_84,1500,1.777583586
20RITI20585,6,85,6_85,1518,1.201423706
20RITI20586,6,86,6_86,1536,1.244653717
20RITI20587,6,87,6_87,1554,0.919519108
20RITI20588,6,88,6_88,1572,1.293057156
20RITI20589,6,89,6_89,1590,1.304312386
20RITI20590,6,90,6_90,1608,1.783889192
20RITI20591,6,91,6_91,1626,1.64361587
20RITI20592,6,92,6_92,1644,2.047771783
20RITI20593,6,93,6_93,1662,1.765428136
20RITI20594,6,94,6_94,1680,2.096408554
20RITI20595,6,95,6_95,1698,2.100913371
