plant_id,Row,Range,Row_Range,id,area(m^2)
20RITI20559,6,59,6_59,1050,2.474664351
20RITI20560,6,60,6_60,1068,1.938351822
20RITI20561,6,61,6_61,1086,1.311521169
20RITI20562,6,62,6_62,1104,1.343043732
20RITI20563,6,63,6_63,1122,1.819923162
20RITI20564,6,64,6_64,1140,1.978877526
20RITI20565,6,65,6_65,1158,1.893099163
20RITI20566,6,66,6_66,1176,2.026606157
20RITI20567,6,67,6_67,1194,1.823291605
20RITI20568,6,68,6_68,1212,1.69901158
20RITI20569,6,69,6_69,1230,1.706214609
20RITI20570,6,70,6_70,1248,1.540276374
20RITI20571,6,71,6_71,1266,1.646773962
20RITI20572,6,72,6_72,1284,1.848967514
20RITI20573,6,73,6_73,1302,1.832074193
20RITI20574,6,74,6_74,1320,1.456973529
20RITI20575,6,75,6_75,1338,1.726261834
20RITI20576,6,76,6_76,1356,2.025032953
20RITI20577,6,77,6_77,1374,2.062415467
20RITI20578,6,78,6_78,1392,2.46453217
20RITI20579,6,79,6_79,1410,1.781419855
20RITI20580,6,80,6_80,1428,1.866757636
20RITI20581,6,81,6_81,1446,2.34205064
20RITI20582,6,82,6_82,1464,1.789298583
20RITI20583,6,83,6_83,1482,1.60849719
20RITI20584,6,84,6_84,1500,1.911553553
20RITI20585,6,85,6_85,1518,1.498859655
20RITI20586,6,86,6_86,1536,1.343944621
20RITI20587,6,87,6_87,1554,0.796820239
20RITI20588,6,88,6_88,1572,1.011398571
20RITI20589,6,89,6_89,1590,1.171022077
20RITI20590,6,90,6_90,1608,1.814966304
20RITI20591,6,91,6_91,1626,1.411717647
20RITI20592,6,92,6_92,1644,2.284638482
20RITI20593,6,93,6_93,1662,1.912012124
20RITI20594,6,94,6_94,1680,2.240059607
20RITI20595,6,95,6_95,1698,2.271793137
20RITI20596,6,96,6_96,1716,2.037634475
20RITI20597,6,97,6_97,1734,1.909528692
20RITI20598,6,98,6_98,1752,1.700809013
20RITI20599,6,99,6_99,1770,1.348898328
20RITI20600,6,100,6_100,1788,1.795371234
20RITI20601,7,1,7_1,7,2.064888477
20RITI20602,7,2,7_2,25,1.78119191
20RITI20603,7,3,7_3,43,1.965594221
20RITI20604,7,4,7_4,61,1.973701186
20RITI20605,7,5,7_5,79,1.9619932
20RITI20606,7,6,7_6,97,1.906152002
20RITI20607,7,7,7_7,115,2.084471147
20RITI20608,7,8,7_8,133,2.360513684
20RITI20609,7,9,7_9,151,2.449674695
20RITI20610,7,10,7_10,169,2.332146586
20RITI20611,7,11,7_11,187,2.106315941
20RITI20612,7,12,7_12,205,1.904801734
