plant_id,Row,Range,Row_Range,id,area
20RITI20001,1,1,1_1,1,0.785105862
20RITI20002,1,2,1_2,19,1.381529928
20RITI20003,1,3,1_3,37,1.213809599
20RITI20004,1,4,1_4,55,1.061374347
20RITI20005,1,5,1_5,73,0.885079964
20RITI20006,1,6,1_6,91,0.911650223
20RITI20007,1,7,1_7,109,1.011606559
20RITI20008,1,8,1_8,127,1.029621453
20RITI20009,1,9,1_9,145,1.114505926
20RITI20010,1,10,1_10,163,0.842758045
20RITI20011,1,11,1_11,181,0.986618943
20RITI20012,1,12,1_12,199,0.988420343
20RITI20013,1,13,1_13,217,1.047880398
20RITI20014,1,14,1_14,235,0.865264464
20RITI20015,1,15,1_15,253,1.105729298
20RITI20016,1,16,1_16,271,0.897915255
20RITI20017,1,17,1_17,289,0.9105231
20RITI20018,1,18,1_18,307,1.060021323
20RITI20019,1,19,1_19,325,1.066091081
20RITI20020,1,20,1_20,343,1.148960979
20RITI20021,1,21,1_21,361,1.139950261
20RITI20022,1,22,1_22,379,0.989567369
20RITI20023,1,23,1_23,397,1.088632422
20RITI20024,1,24,1_24,415,1.143564674
20RITI20025,1,25,1_25,433,1.039758965
20RITI20026,1,26,1_26,451,1.045161393
20RITI20027,1,27,1_27,469,1.047661773
20RITI20028,1,28,1_28,487,1.079838949
20RITI20029,1,29,1_29,505,0.974480726
20RITI20030,1,30,1_30,523,0.91885468
20RITI20031,1,31,1_31,541,0.878774546
20RITI20032,1,32,1_32,559,1.178003187
20RITI20033,1,33,1_33,577,0.942027124
20RITI20034,1,34,1_34,595,1.165623298
20RITI20035,1,35,1_35,613,0.902630947
20RITI20036,1,36,1_36,631,0.553433912
20RITI20037,1,37,1_37,649,0.507721291
20RITI20038,1,38,1_38,667,0.950606756
20RITI20039,1,39,1_39,685,1.079155256
20RITI20040,1,40,1_40,703,1.065192588
20RITI20041,1,41,1_41,721,0.890703614
20RITI20042,1,42,1_42,739,0.953304016
20RITI20043,1,43,1_43,757,0.960274364
20RITI20044,1,44,1_44,775,0.965237868
20RITI20045,1,45,1_45,793,1.116986682
20RITI20046,1,46,1_46,811,0.9449804
20RITI20047,1,47,1_47,829,1.085679368
20RITI20048,1,48,1_48,847,1.065881509
20RITI20049,1,49,1_49,865,1.235197304
20RITI20050,1,50,1_50,883,1.043809939
20RITI20051,1,51,1_51,901,0.739620456
20RITI20052,1,52,1_52,919,1.487813219
20RITI20053,1,53,1_53,937,0.661510159
20RITI20054,1,54,1_54,955,1.490070321
20RITI20055,1,55,1_55,973,1.017238871
20RITI20056,1,56,1_56,991,1.341018137
20RITI20057,1,57,1_57,1009,1.03391898
20RITI20058,1,58,1_58,1027,1.280232545
20RITI20059,1,59,1_59,1045,1.243075623
20RITI20060,1,60,1_60,1063,1.235654035
20RITI20061,1,61,1_61,1081,0.912531147
20RITI20062,1,62,1_62,1099,1.254344728
20RITI20063,1,63,1_63,1117,0.818884878
20RITI20064,1,64,1_64,1135,0.91817211
20RITI20065,1,65,1_65,1153,1.224614916
20RITI20066,1,66,1_66,1171,1.069028494
20RITI20067,1,67,1_67,1189,1.066112927
20RITI20068,1,68,1_68,1207,1.085695163
20RITI20069,1,69,1_69,1225,1.148733026
20RITI20070,1,70,1_70,1243,1.006003543
20RITI20071,1,71,1_71,1261,1.05440522
20RITI20072,1,72,1_72,1279,0.912776754
20RITI20073,1,73,1_73,1297,0.830824717
20RITI20074,1,74,1_74,1315,0.907604154
20RITI20075,1,75,1_75,1333,1.020635955
20RITI20076,1,76,1_76,1351,0.861432532
20RITI20077,1,77,1_77,1369,0.963659375
20RITI20078,1,78,1_78,1387,0.981221292
20RITI20079,1,79,1_79,1405,1.024667837
20RITI20080,1,80,1_80,1423,1.04583934
20RITI20081,1,81,1_81,1441,0.966141616
20RITI20082,1,82,1_82,1459,0.89162211
20RITI20083,1,83,1_83,1477,0.718238416
20RITI20084,1,84,1_84,1495,1.051465379
20RITI20085,1,85,1_85,1513,1.109786085
20RITI20086,1,86,1_86,1531,0.876297182
20RITI20087,1,87,1_87,1549,1.064512005
20RITI20088,1,88,1_88,1567,1.032786426
20RITI20089,1,89,1_89,1585,0.962768049
20RITI20090,1,90,1_90,1603,0.610391497
20RITI20091,1,91,1_91,1621,0.793665392
20RITI20092,1,92,1_92,1639,1.052158354
20RITI20093,1,93,1_93,1657,1.022191003
20RITI20094,1,94,1_94,1675,1.146477288
20RITI20095,1,95,1_95,1693,1.109108698
20RITI20096,1,96,1_96,1711,0.93461376
20RITI20097,1,97,1_97,1729,0.731534848
20RITI20098,1,98,1_98,1747,0.704273332
20RITI20099,1,99,1_99,1765,1.108434025
20RITI20100,1,100,1_100,1783,1.213586431
20RITI20101,2,1,2_1,2,1.010038782
20RITI20102,2,2,2_2,20,0.90736667
20RITI20103,2,3,2_3,38,0.994048449
20RITI20104,2,4,2_4,56,0.976059186
20RITI20105,2,5,2_5,74,1.029174406
20RITI20106,2,6,2_6,92,0.970648305
20RITI20107,2,7,2_7,110,1.02511393
20RITI20108,2,8,2_8,128,0.965694102
20RITI20109,2,9,2_9,146,1.062059354
20RITI20110,2,10,2_10,164,1.146719461
20RITI20111,2,11,2_11,182,1.004188319
20RITI20112,2,12,2_12,200,0.940006737
20RITI20113,2,13,2_13,218,0.881251163
20RITI20114,2,14,2_14,236,1.048539259
20RITI20115,2,15,2_15,254,1.416674911
20RITI20116,2,16,2_16,272,0.890039102
20RITI20117,2,17,2_17,290,0.829680415
20RITI20118,2,18,2_18,308,0.892278633
20RITI20119,2,19,2_19,326,1.082762438
20RITI20120,2,20,2_20,344,1.167871698
20RITI20121,2,21,2_21,362,0.921092514
20RITI20122,2,22,2_22,380,0.892963571
20RITI20123,2,23,2_23,398,0.935949513
20RITI20124,2,24,2_24,416,0.776331668
20RITI20125,2,25,2_25,434,0.823608719
20RITI20126,2,26,2_26,452,1.018386265
20RITI20127,2,27,2_27,470,0.983249918
20RITI20128,2,28,2_28,488,0.997432373
20RITI20129,2,29,2_29,506,0.92942642
20RITI20130,2,30,2_30,524,0.960282042
20RITI20131,2,31,2_31,542,1.078934642
20RITI20132,2,32,2_32,560,1.07893949
20RITI20133,2,33,2_33,578,1.004860216
20RITI20134,2,34,2_34,596,0.987084554
20RITI20135,2,35,2_35,614,1.027601631
20RITI20136,2,36,2_36,632,0.715988959
20RITI20137,2,37,2_37,650,0.873143627
20RITI20138,2,38,2_38,668,0.690995464
20RITI20139,2,39,2_39,686,0.686292136
20RITI20140,2,40,2_40,704,1.178222357
20RITI20141,2,41,2_41,722,0.884852627
20RITI20142,2,42,2_42,740,1.148287767
20RITI20143,2,43,2_43,758,0.955553803
20RITI20144,2,44,2_44,776,0.881937238
20RITI20145,2,45,2_45,794,1.004634587
20RITI20146,2,46,2_46,812,1.07646128
20RITI20147,2,47,2_47,830,1.06631438
20RITI20148,2,48,2_48,848,1.105719485
20RITI20149,2,49,2_49,866,1.1906101
20RITI20150,2,50,2_50,884,1.171022251
20RITI20151,2,51,2_51,902,1.0631797
20RITI20152,2,52,2_52,920,1.329974532
20RITI20153,2,53,2_53,938,1.153464052
20RITI20154,2,54,2_54,956,1.204340746
20RITI20155,2,55,2_55,974,1.184308952
20RITI20156,2,56,2_56,992,1.181371938
20RITI20157,2,57,2_57,1010,0.750205106
20RITI20158,2,58,2_58,1028,1.023330686
20RITI20159,2,59,2_59,1046,0.838022753
20RITI20160,2,60,2_60,1064,1.199393717
20RITI20161,2,61,2_61,1082,1.103923867
20RITI20162,2,62,2_62,1100,1.169234158
20RITI20163,2,63,2_63,1118,1.038633206
20RITI20164,2,64,2_64,1136,1.107750755
20RITI20165,2,65,2_65,1154,0.912092769
20RITI20166,2,66,2_66,1172,1.335835495
20RITI20167,2,67,2_67,1190,1.139496738
20RITI20168,2,68,2_68,1208,1.451339941
20RITI20169,2,69,2_69,1226,0.896560741
20RITI20170,2,70,2_70,1244,1.119461189
20RITI20171,2,71,2_71,1262,1.026915171
20RITI20172,2,72,2_72,1280,0.974688865
20RITI20173,2,73,2_73,1298,0.870671307
20RITI20174,2,74,2_74,1316,1.15234894
20RITI20175,2,75,2_75,1334,1.018375146
20RITI20176,2,76,2_76,1352,1.033461729
20RITI20177,2,77,2_77,1370,1.141092254
20RITI20178,2,78,2_78,1388,1.126666768
20RITI20179,2,79,2_79,1406,0.723870378
20RITI20180,2,80,2_80,1424,1.265138498
20RITI20181,2,81,2_81,1442,0.863237734
20RITI20182,2,82,2_82,1460,0.953970053
20RITI20183,2,83,2_83,1478,0.837800638
20RITI20184,2,84,2_84,1496,0.727475612
20RITI20185,2,85,2_85,1514,0.599582736
20RITI20186,2,86,2_86,1532,0.698431855
20RITI20187,2,87,2_87,1550,0.947683371
20RITI20188,2,88,2_88,1568,1.234963571
20RITI20189,2,89,2_89,1586,1.093117462
20RITI20190,2,90,2_90,1604,0.863916731
20RITI20191,2,91,2_91,1622,0.954635757
20RITI20192,2,92,2_92,1640,1.1163166
20RITI20193,2,93,2_93,1658,1.085928615
20RITI20194,2,94,2_94,1676,0.986622795
20RITI20195,2,95,2_95,1694,1.279092055
20RITI20196,2,96,2_96,1712,1.250946841
20RITI20197,2,97,2_97,1730,1.09491765
20RITI20198,2,98,2_98,1748,0.868418274
20RITI20199,2,99,2_99,1766,1.001943353
20RITI20200,2,100,2_100,1784,1.024436051
20RITI20201,3,1,3_1,3,1.190609764
20RITI20202,3,2,3_2,21,1.02603353
20RITI20203,3,3,3_3,39,1.014321517
20RITI20204,3,4,3_4,57,1.094251217
20RITI20205,3,5,3_5,75,1.154594781
20RITI20206,3,6,3_6,93,0.933943688
20RITI20207,3,7,3_7,111,1.155505158
20RITI20208,3,8,3_8,129,1.162471285
20RITI20209,3,9,3_9,147,1.062269468
20RITI20210,3,10,3_10,165,1.346408781
20RITI20211,3,11,3_11,183,1.005304758
20RITI20212,3,12,3_12,201,1.155271151
20RITI20213,3,13,3_13,219,1.093794186
20RITI20214,3,14,3_14,237,1.327283742
20RITI20215,3,15,3_15,255,1.390559011
20RITI20216,3,16,3_16,273,1.173048606
20RITI20217,3,17,3_17,291,1.020172311
20RITI20218,3,18,3_18,309,1.009814876
20RITI20219,3,19,3_19,327,1.066100367
20RITI20220,3,20,3_20,345,1.112714666
20RITI20221,3,21,3_21,363,1.252312662
20RITI20222,3,22,3_22,381,1.046297839
20RITI20223,3,23,3_23,399,0.953072069
20RITI20224,3,24,3_24,417,0.962539968
20RITI20225,3,25,3_25,435,1.108219558
20RITI20226,3,26,3_26,453,1.033686586
20RITI20227,3,27,3_27,471,1.175532533
20RITI20228,3,28,3_28,489,1.140414762
20RITI20229,3,29,3_29,507,0.825867737
20RITI20230,3,30,3_30,525,1.085240244
20RITI20231,3,31,3_31,543,1.178898268
20RITI20232,3,32,3_32,561,1.275269921
20RITI20233,3,33,3_33,579,1.260632564
20RITI20234,3,34,3_34,597,1.47430402
20RITI20235,3,35,3_35,615,1.139052481
20RITI20236,3,36,3_36,633,1.049894969
20RITI20237,3,37,3_37,651,0.730614428
20RITI20238,3,38,3_38,669,1.220110779
20RITI20239,3,39,3_39,687,1.085698469
20RITI20240,3,40,3_40,705,1.175979082
20RITI20241,3,41,3_41,723,1.276846572
20RITI20242,3,42,3_42,741,1.144444607
20RITI20243,3,43,3_43,759,1.239028562
20RITI20244,3,44,3_44,777,1.162226407
20RITI20245,3,45,3_45,795,1.379064187
20RITI20246,3,46,3_46,813,1.527898046
20RITI20247,3,47,3_47,831,0.990675946
20RITI20248,3,48,3_48,849,1.308372913
20RITI20249,3,49,3_49,867,1.429061401
20RITI20250,3,50,3_50,885,1.068135675
20RITI20251,3,51,3_51,903,1.26919946
20RITI20252,3,52,3_52,921,1.628991002
20RITI20253,3,53,3_53,939,1.576746504
20RITI20254,3,54,3_54,957,1.464636102
20RITI20255,3,55,3_55,975,1.526310096
20RITI20256,3,56,3_56,993,1.300272993
20RITI20257,3,57,3_57,1011,0.905120031
20RITI20258,3,58,3_58,1029,1.388059843
20RITI20259,3,59,3_59,1047,1.36691704
20RITI20260,3,60,3_60,1065,1.679437021
20RITI20261,3,61,3_61,1083,1.387624656
20RITI20262,3,62,3_62,1101,1.475676076
