plant_id,source_id,germplasm_id,experiment_id,planting_date,row,range,rep
20RITI20236,TLI_10427_36,TLI_10427_36,20_RIC_KERNZA_C0HSF,2020-05-14,3,36,1
20RITI20237,UM2014_0066_07,UM2014_0066_07,20_RIC_KERNZA_C0HSF,2020-05-14,3,37,1
20RITI20238,UM2014_0026_13,UM2014_0026_13,20_RIC_KERNZA_C0HSF,2020-05-14,3,38,1
20RITI20239,UM2014_0026_41,UM2014_0026_41,20_RIC_KERNZA_C0HSF,2020-05-14,3,39,1
20RITI20240,UM2014_0119_11,UM2014_0119_11,20_RIC_KERNZA_C0HSF,2020-05-14,3,40,1
20RITI20241,TLI_12869_51,TLI_12869_51,20_RIC_KERNZA_C0HSF,2020-05-14,3,41,1
20RITI20242,UM2014_0001_41,UM2014_0001_41,20_RIC_KERNZA_C0HSF,2020-05-14,3,42,1
20RITI20243,UM2014_0026_11,UM2014_0026_11,20_RIC_KERNZA_C0HSF,2020-05-14,3,43,1
20RITI20244,UM2014_0044_11,UM2014_0044_11,20_RIC_KERNZA_C0HSF,2020-05-14,3,44,1
20RITI20245,TLI_6479_14,TLI_6479_14,20_RIC_KERNZA_C0HSF,2020-05-14,3,45,1
20RITI20246,TLI_6479_23,TLI_6479_23,20_RIC_KERNZA_C0HSF,2020-05-14,3,46,1
20RITI20247,Alkar,Alkar,20_RIC_KERNZA_C0HSF,2020-05-14,3,47,1
20RITI20248,UM2014_0066_38,UM2014_0066_38,20_RIC_KERNZA_C0HSF,2020-05-14,3,48,1
20RITI20249,TLI_5250_11,TLI_5250_11,20_RIC_KERNZA_C0HSF,2020-05-14,3,49,1
20RITI20250,UM2014_0152_10,UM2014_0152_10,20_RIC_KERNZA_C0HSF,2020-05-14,3,50,1
20RITI20251,TLI_1523_03,TLI_1523_03,20_RIC_KERNZA_C0HSF,2020-05-14,3,51,1
20RITI20252,TLI_12869_59,TLI_12869_59,20_RIC_KERNZA_C0HSF,2020-05-14,3,52,1
20RITI20253,MN_1501_Syn2_41,MN_1501_Syn2_41,20_RIC_KERNZA_C0HSF,2020-05-14,3,53,1
20RITI20254,TLI_1648_41,TLI_1648_41,20_RIC_KERNZA_C0HSF,2020-05-14,3,54,1
20RITI20255,TLI_5711_51,TLI_5711_51,20_RIC_KERNZA_C0HSF,2020-05-14,3,55,1
20RITI20256,TLI_6470_12,TLI_6470_12,20_RIC_KERNZA_C0HSF,2020-05-14,3,56,1
20RITI20257,UM2014_0119_44,UM2014_0119_44,20_RIC_KERNZA_C0HSF,2020-05-14,3,57,1
20RITI20258,Kernza_2019,Kernza_2019,20_RIC_KERNZA_C0HSF,2020-05-14,3,58,1
20RITI20259,UM2014_0066_05,UM2014_0066_05,20_RIC_KERNZA_C0HSF,2020-05-14,3,59,1
20RITI20260,UM2014_0044_46,UM2014_0044_46,20_RIC_KERNZA_C0HSF,2020-05-14,3,60,1
20RITI20261,TLI_3719_46,TLI_3719_46,20_RIC_KERNZA_C0HSF,2020-05-14,3,61,1
20RITI20262,UM2014_0001_03,UM2014_0001_03,20_RIC_KERNZA_C0HSF,2020-05-14,3,62,1
20RITI20263,UM2014_0026_52,UM2014_0026_52,20_RIC_KERNZA_C0HSF,2020-05-14,3,63,1
20RITI20264,UM2014_0025_08,UM2014_0025_08,20_RIC_KERNZA_C0HSF,2020-05-14,3,64,1
20RITI20265,TLI_14172_19,TLI_14172_19,20_RIC_KERNZA_C0HSF,2020-05-14,3,65,1
20RITI20266,UM2014_0066_23,UM2014_0066_23,20_RIC_KERNZA_C0HSF,2020-05-14,3,66,1
20RITI20267,UM2014_0165_06,UM2014_0165_06,20_RIC_KERNZA_C0HSF,2020-05-14,3,67,1
20RITI20268,UM2014_0025_15,UM2014_0025_15,20_RIC_KERNZA_C0HSF,2020-05-14,3,68,1
20RITI20269,UM2014_0175_19,UM2014_0175_19,20_RIC_KERNZA_C0HSF,2020-05-14,3,69,1
20RITI20270,UM2014_0132_14,UM2014_0132_14,20_RIC_KERNZA_C0HSF,2020-05-14,3,70,1
20RITI20271,UM2014_0044_62,UM2014_0044_62,20_RIC_KERNZA_C0HSF,2020-05-14,3,71,1
20RITI20272,TLI_1648_11,TLI_1648_11,20_RIC_KERNZA_C0HSF,2020-05-14,3,72,1
20RITI20273,UM2014_0132_46,UM2014_0132_46,20_RIC_KERNZA_C0HSF,2020-05-14,3,73,1
20RITI20274,UM2014_0001_76,UM2014_0001_76,20_RIC_KERNZA_C0HSF,2020-05-14,3,74,1
20RITI20275,TLI_10427_05,TLI_10427_05,20_RIC_KERNZA_C0HSF,2020-05-14,3,75,1
20RITI20276,TLI_3719_19,TLI_3719_19,20_RIC_KERNZA_C0HSF,2020-05-14,3,76,1
20RITI20277,UM2014_0132_39,UM2014_0132_39,20_RIC_KERNZA_C0HSF,2020-05-14,3,77,1
20RITI20278,UM2014_0152_12,UM2014_0152_12,20_RIC_KERNZA_C0HSF,2020-05-14,3,78,1
20RITI20279,MN_1504_Syn2_17,MN_1504_Syn2_17,20_RIC_KERNZA_C0HSF,2020-05-14,3,79,1
20RITI20280,UM2014_0119_76,UM2014_0119_76,20_RIC_KERNZA_C0HSF,2020-05-14,3,80,1
20RITI20281,UM2014_0152_76,UM2014_0152_76,20_RIC_KERNZA_C0HSF,2020-05-14,3,81,1
20RITI20282,UM2014_0132_67,UM2014_0132_67,20_RIC_KERNZA_C0HSF,2020-05-14,3,82,1
20RITI20283,TLI_14172_77,TLI_14172_77,20_RIC_KERNZA_C0HSF,2020-05-14,3,83,1
20RITI20284,UM2014_0165_12,UM2014_0165_12,20_RIC_KERNZA_C0HSF,2020-05-14,3,84,1
20RITI20285,TLI_5250_07,TLI_5250_07,20_RIC_KERNZA_C0HSF,2020-05-14,3,85,1
20RITI20286,TLI_1523_42,TLI_1523_42,20_RIC_KERNZA_C0HSF,2020-05-14,3,86,1
20RITI20287,UM2014_0165_44,UM2014_0165_44,20_RIC_KERNZA_C0HSF,2020-05-14,3,87,1
20RITI20288,Alkar,Alkar,20_RIC_KERNZA_C0HSF,2020-05-14,3,88,1
20RITI20289,MN_1505_Syn2_12,MN_1505_Syn2_12,20_RIC_KERNZA_C0HSF,2020-05-14,3,89,1
20RITI20290,MN_1505_Syn2_77,MN_1505_Syn2_77,20_RIC_KERNZA_C0HSF,2020-05-14,3,90,1
20RITI20291,UM2014_0025_42,UM2014_0025_42,20_RIC_KERNZA_C0HSF,2020-05-14,3,91,1
20RITI20292,UM2014_0132_05,UM2014_0132_05,20_RIC_KERNZA_C0HSF,2020-05-14,3,92,1
20RITI20293,TLI_5711_11,TLI_5711_11,20_RIC_KERNZA_C0HSF,2020-05-14,3,93,1
20RITI20294,TLI_6479_06,TLI_6479_06,20_RIC_KERNZA_C0HSF,2020-05-14,3,94,1
20RITI20295,TLI_4201_A_03,TLI_4201_A_03,20_RIC_KERNZA_C0HSF,2020-05-14,3,95,1
20RITI20296,MN_1504_Syn2_01,MN_1504_Syn2_01,20_RIC_KERNZA_C0HSF,2020-05-14,3,96,1
20RITI20297,MN_1503_Syn2_45,MN_1503_Syn2_45,20_RIC_KERNZA_C0HSF,2020-05-14,3,97,1
20RITI20298,TLI_3078_52,TLI_3078_52,20_RIC_KERNZA_C0HSF,2020-05-14,3,98,1
20RITI20299,TLI_12869_17,TLI_12869_17,20_RIC_KERNZA_C0HSF,2020-05-14,3,99,1
20RITI20300,UM2014_0001_13,UM2014_0001_13,20_RIC_KERNZA_C0HSF,2020-05-14,3,100,1
20RITI20301,MN_1504_Syn2_10,MN_1504_Syn2_10,20_RIC_KERNZA_C0HSF,2020-05-14,4,1,1
20RITI20302,TLI_12869_11,TLI_12869_11,20_RIC_KERNZA_C0HSF,2020-05-14,4,2,1
20RITI20303,TLI_14172_14,TLI_14172_14,20_RIC_KERNZA_C0HSF,2020-05-14,4,3,1
20RITI20304,TLI_5250_10,TLI_5250_10,20_RIC_KERNZA_C0HSF,2020-05-14,4,4,1
20RITI20305,UM2014_0165_73,UM2014_0165_73,20_RIC_KERNZA_C0HSF,2020-05-14,4,5,1
20RITI20306,UM2014_0044_40,UM2014_0044_40,20_RIC_KERNZA_C0HSF,2020-05-14,4,6,1
20RITI20307,TLI_5250_08,TLI_5250_08,20_RIC_KERNZA_C0HSF,2020-05-14,4,7,1
20RITI20308,UM2014_0066_12,UM2014_0066_12,20_RIC_KERNZA_C0HSF,2020-05-14,4,8,1
20RITI20309,TLI_1523_74,TLI_1523_74,20_RIC_KERNZA_C0HSF,2020-05-14,4,9,1
20RITI20310,TLI_6215_12,TLI_6215_12,20_RIC_KERNZA_C0HSF,2020-05-14,4,10,1
20RITI20311,TLI_5250_42,TLI_5250_42,20_RIC_KERNZA_C0HSF,2020-05-14,4,11,1
20RITI20312,UM2014_0066_13,UM2014_0066_13,20_RIC_KERNZA_C0HSF,2020-05-14,4,12,1
20RITI20313,TLI_5344_42,TLI_5344_42,20_RIC_KERNZA_C0HSF,2020-05-14,4,13,1
20RITI20314,TLI_5250_21,TLI_5250_21,20_RIC_KERNZA_C0HSF,2020-05-14,4,14,1
20RITI20315,TLI_10427_16,TLI_10427_16,20_RIC_KERNZA_C0HSF,2020-05-14,4,15,1
20RITI20316,TLI_6479_77,TLI_6479_77,20_RIC_KERNZA_C0HSF,2020-05-14,4,16,1
20RITI20317,UM2014_0044_15,UM2014_0044_15,20_RIC_KERNZA_C0HSF,2020-05-14,4,17,1
20RITI20318,TLI_5344_03,TLI_5344_03,20_RIC_KERNZA_C0HSF,2020-05-14,4,18,1
20RITI20319,TLI_12869_13,TLI_12869_13,20_RIC_KERNZA_C0HSF,2020-05-14,4,19,1
20RITI20320,UM2014_0175_41,UM2014_0175_41,20_RIC_KERNZA_C0HSF,2020-05-14,4,20,1
20RITI20321,TLI_4201_A_10,TLI_4201_A_10,20_RIC_KERNZA_C0HSF,2020-05-14,4,21,1
20RITI20322,MN_1504_Syn2_13,MN_1504_Syn2_13,20_RIC_KERNZA_C0HSF,2020-05-14,4,22,1
20RITI20323,TLI_14172_36,TLI_14172_36,20_RIC_KERNZA_C0HSF,2020-05-14,4,23,1
20RITI20324,MN_1501_Syn2_76,MN_1501_Syn2_76,20_RIC_KERNZA_C0HSF,2020-05-14,4,24,1
20RITI20325,TLI_5344_15,TLI_5344_15,20_RIC_KERNZA_C0HSF,2020-05-14,4,25,1
20RITI20326,UM2014_0152_54,UM2014_0152_54,20_RIC_KERNZA_C0HSF,2020-05-14,4,26,1
20RITI20327,TLI_12869_52,TLI_12869_52,20_RIC_KERNZA_C0HSF,2020-05-14,4,27,1
20RITI20328,TLI_1523_05,TLI_1523_05,20_RIC_KERNZA_C0HSF,2020-05-14,4,28,1
20RITI20329,Alkar,Alkar,20_RIC_KERNZA_C0HSF,2020-05-14,4,29,1
20RITI20330,TLI_6215_13,TLI_6215_13,20_RIC_KERNZA_C0HSF,2020-05-14,4,30,1
20RITI20331,MN_1505_Syn2_19,MN_1505_Syn2_19,20_RIC_KERNZA_C0HSF,2020-05-14,4,31,1
20RITI20332,UM2014_0119_13,UM2014_0119_13,20_RIC_KERNZA_C0HSF,2020-05-14,4,32,1
20RITI20333,TLI_5344_23,TLI_5344_23,20_RIC_KERNZA_C0HSF,2020-05-14,4,33,1
20RITI20334,UM2014_0026_46,UM2014_0026_46,20_RIC_KERNZA_C0HSF,2020-05-14,4,34,1
20RITI20335,TLI_5711_39,TLI_5711_39,20_RIC_KERNZA_C0HSF,2020-05-14,4,35,1
20RITI20336,TLI_10427_21,TLI_10427_21,20_RIC_KERNZA_C0HSF,2020-05-14,4,36,1
20RITI20337,UM2014_0026_45,UM2014_0026_45,20_RIC_KERNZA_C0HSF,2020-05-14,4,37,1
20RITI20338,TLI_3078_07,TLI_3078_07,20_RIC_KERNZA_C0HSF,2020-05-14,4,38,1
20RITI20339,TLI_6470_18,TLI_6470_18,20_RIC_KERNZA_C0HSF,2020-05-14,4,39,1
20RITI20340,TLI_1523_21,TLI_1523_21,20_RIC_KERNZA_C0HSF,2020-05-14,4,40,1
20RITI20341,MN_1502_Syn2_11,MN_1502_Syn2_11,20_RIC_KERNZA_C0HSF,2020-05-14,4,41,1
20RITI20342,UM2014_0044_53,UM2014_0044_53,20_RIC_KERNZA_C0HSF,2020-05-14,4,42,1
20RITI20343,TLI_5711_76,TLI_5711_76,20_RIC_KERNZA_C0HSF,2020-05-14,4,43,1
20RITI20344,MN_1505_Syn2_68,MN_1505_Syn2_68,20_RIC_KERNZA_C0HSF,2020-05-14,4,44,1
20RITI20345,MN_1505_Syn2_16,MN_1505_Syn2_16,20_RIC_KERNZA_C0HSF,2020-05-14,4,45,1
20RITI20346,TLI_6470_43,TLI_6470_43,20_RIC_KERNZA_C0HSF,2020-05-14,4,46,1
20RITI20347,TLI_6215_71,TLI_6215_71,20_RIC_KERNZA_C0HSF,2020-05-14,4,47,1
20RITI20348,UM2014_0175_15,UM2014_0175_15,20_RIC_KERNZA_C0HSF,2020-05-14,4,48,1
20RITI20349,TLI_5250_20,TLI_5250_20,20_RIC_KERNZA_C0HSF,2020-05-14,4,49,1
20RITI20350,UM2014_0025_20,UM2014_0025_20,20_RIC_KERNZA_C0HSF,2020-05-14,4,50,1
20RITI20351,UM2014_0152_20,UM2014_0152_20,20_RIC_KERNZA_C0HSF,2020-05-14,4,51,1
20RITI20352,TLI_5711_46,TLI_5711_46,20_RIC_KERNZA_C0HSF,2020-05-14,4,52,1
20RITI20353,TLI_5250_23,TLI_5250_23,20_RIC_KERNZA_C0HSF,2020-05-14,4,53,1
20RITI20354,MN_1505_Syn2_70,MN_1505_Syn2_70,20_RIC_KERNZA_C0HSF,2020-05-14,4,54,1
20RITI20355,MN_1505_Syn2_11,MN_1505_Syn2_11,20_RIC_KERNZA_C0HSF,2020-05-14,4,55,1
20RITI20356,MN_1502_Syn2_12,MN_1502_Syn2_12,20_RIC_KERNZA_C0HSF,2020-05-14,4,56,1
20RITI20357,UM2014_0026_20,UM2014_0026_20,20_RIC_KERNZA_C0HSF,2020-05-14,4,57,1
20RITI20358,TLI_5250_24,TLI_5250_24,20_RIC_KERNZA_C0HSF,2020-05-14,4,58,1
20RITI20359,TLI_5711_44,TLI_5711_44,20_RIC_KERNZA_C0HSF,2020-05-14,4,59,1
20RITI20360,TLI_10427_13,TLI_10427_13,20_RIC_KERNZA_C0HSF,2020-05-14,4,60,1
20RITI20361,TLI_3719_11,TLI_3719_11,20_RIC_KERNZA_C0HSF,2020-05-14,4,61,1
20RITI20362,UM2014_0175_12,UM2014_0175_12,20_RIC_KERNZA_C0HSF,2020-05-14,4,62,1
20RITI20363,UM2014_0026_76,UM2014_0026_76,20_RIC_KERNZA_C0HSF,2020-05-14,4,63,1
20RITI20364,TLI_1648_08,TLI_1648_08,20_RIC_KERNZA_C0HSF,2020-05-14,4,64,1
20RITI20365,MN_1501_Syn2_42,MN_1501_Syn2_42,20_RIC_KERNZA_C0HSF,2020-05-14,4,65,1
20RITI20366,TLI_1648_15,TLI_1648_15,20_RIC_KERNZA_C0HSF,2020-05-14,4,66,1
20RITI20367,UM2014_0165_35,UM2014_0165_35,20_RIC_KERNZA_C0HSF,2020-05-14,4,67,1
20RITI20368,UM2014_0119_46,UM2014_0119_46,20_RIC_KERNZA_C0HSF,2020-05-14,4,68,1
20RITI20369,TLI_1523_15,TLI_1523_15,20_RIC_KERNZA_C0HSF,2020-05-14,4,69,1
20RITI20370,Alkar,Alkar,20_RIC_KERNZA_C0HSF,2020-05-14,4,70,1
20RITI20371,TLI_6479_04,TLI_6479_04,20_RIC_KERNZA_C0HSF,2020-05-14,4,71,1
20RITI20372,TLI_3078_67,TLI_3078_67,20_RIC_KERNZA_C0HSF,2020-05-14,4,72,1
20RITI20373,UM2014_0165_39,UM2014_0165_39,20_RIC_KERNZA_C0HSF,2020-05-14,4,73,1
20RITI20374,TLI_10427_08,TLI_10427_08,20_RIC_KERNZA_C0HSF,2020-05-14,4,74,1
20RITI20375,UM2014_0165_59,UM2014_0165_59,20_RIC_KERNZA_C0HSF,2020-05-14,4,75,1
20RITI20376,TLI_6479_17,TLI_6479_17,20_RIC_KERNZA_C0HSF,2020-05-14,4,76,1
20RITI20377,UM2014_0132_52,UM2014_0132_52,20_RIC_KERNZA_C0HSF,2020-05-14,4,77,1
20RITI20378,MN_1502_Syn2_08,MN_1502_Syn2_08,20_RIC_KERNZA_C0HSF,2020-05-14,4,78,1
20RITI20379,UM2014_0044_18,UM2014_0044_18,20_RIC_KERNZA_C0HSF,2020-05-14,4,79,1
20RITI20380,UM2014_0001_08,UM2014_0001_08,20_RIC_KERNZA_C0HSF,2020-05-14,4,80,1
20RITI20381,TLI_3719_08,TLI_3719_08,20_RIC_KERNZA_C0HSF,2020-05-14,4,81,1
20RITI20382,MN_1505_Syn2_14,MN_1505_Syn2_14,20_RIC_KERNZA_C0HSF,2020-05-14,4,82,1
20RITI20383,TLI_6215_08,TLI_6215_08,20_RIC_KERNZA_C0HSF,2020-05-14,4,83,1
20RITI20384,TLI_5711_05,TLI_5711_05,20_RIC_KERNZA_C0HSF,2020-05-14,4,84,1
20RITI20385,TLI_12869_41,TLI_12869_41,20_RIC_KERNZA_C0HSF,2020-05-14,4,85,1
20RITI20386,TLI_3078_02,TLI_3078_02,20_RIC_KERNZA_C0HSF,2020-05-14,4,86,1
20RITI20387,UM2014_0044_67,UM2014_0044_67,20_RIC_KERNZA_C0HSF,2020-05-14,4,87,1
20RITI20388,UM2014_0026_10,UM2014_0026_10,20_RIC_KERNZA_C0HSF,2020-05-14,4,88,1
20RITI20389,TLI_4201_A_40,TLI_4201_A_40,20_RIC_KERNZA_C0HSF,2020-05-14,4,89,1
20RITI20390,TLI_5250_13,TLI_5250_13,20_RIC_KERNZA_C0HSF,2020-05-14,4,90,1
20RITI20391,TLI_4201_A_20,TLI_4201_A_20,20_RIC_KERNZA_C0HSF,2020-05-14,4,91,1
20RITI20392,TLI_4201_A_09,TLI_4201_A_09,20_RIC_KERNZA_C0HSF,2020-05-14,4,92,1
20RITI20393,TLI_4201_A_02,TLI_4201_A_02,20_RIC_KERNZA_C0HSF,2020-05-14,4,93,1
20RITI20394,TLI_10427_41,TLI_10427_41,20_RIC_KERNZA_C0HSF,2020-05-14,4,94,1
20RITI20395,UM2014_0119_22,UM2014_0119_22,20_RIC_KERNZA_C0HSF,2020-05-14,4,95,1
20RITI20396,UM2014_0175_23,UM2014_0175_23,20_RIC_KERNZA_C0HSF,2020-05-14,4,96,1
20RITI20397,UM2014_0152_03,UM2014_0152_03,20_RIC_KERNZA_C0HSF,2020-05-14,4,97,1
20RITI20398,UM2014_0119_53,UM2014_0119_53,20_RIC_KERNZA_C0HSF,2020-05-14,4,98,1
20RITI20399,TLI_5250_54,TLI_5250_54,20_RIC_KERNZA_C0HSF,2020-05-14,4,99,1
20RITI20400,TLI_10427_60,TLI_10427_60,20_RIC_KERNZA_C0HSF,2020-05-14,4,100,1
20RITI20401,UM2014_0165_15,UM2014_0165_15,20_RIC_KERNZA_C0HSF,2020-05-14,5,1,1
20RITI20402,UM2014_0119_15,UM2014_0119_15,20_RIC_KERNZA_C0HSF,2020-05-14,5,2,1
20RITI20403,UM2014_0001_67,UM2014_0001_67,20_RIC_KERNZA_C0HSF,2020-05-14,5,3,1
20RITI20404,UM2014_0119_36,UM2014_0119_36,20_RIC_KERNZA_C0HSF,2020-05-14,5,4,1
20RITI20405,MN_1505_Syn2_13,MN_1505_Syn2_13,20_RIC_KERNZA_C0HSF,2020-05-14,5,5,1
20RITI20406,TLI_10427_69,TLI_10427_69,20_RIC_KERNZA_C0HSF,2020-05-14,5,6,1
20RITI20407,TLI_5344_09,TLI_5344_09,20_RIC_KERNZA_C0HSF,2020-05-14,5,7,1
20RITI20408,MN_1501_Syn2_45,MN_1501_Syn2_45,20_RIC_KERNZA_C0HSF,2020-05-14,5,8,1
20RITI20409,TLI_4201_A_21,TLI_4201_A_21,20_RIC_KERNZA_C0HSF,2020-05-14,5,9,1
20RITI20410,UM2014_0026_43,UM2014_0026_43,20_RIC_KERNZA_C0HSF,2020-05-14,5,10,1
20RITI20411,Alkar,Alkar,20_RIC_KERNZA_C0HSF,2020-05-14,5,11,1
20RITI20412,UM2014_0132_20,UM2014_0132_20,20_RIC_KERNZA_C0HSF,2020-05-14,5,12,1
20RITI20413,UM2014_0066_21,UM2014_0066_21,20_RIC_KERNZA_C0HSF,2020-05-14,5,13,1
20RITI20414,MN_1502_Syn2_20,MN_1502_Syn2_20,20_RIC_KERNZA_C0HSF,2020-05-14,5,14,1
20RITI20415,TLI_4201_A_06,TLI_4201_A_06,20_RIC_KERNZA_C0HSF,2020-05-14,5,15,1
20RITI20416,TLI_14172_02,TLI_14172_02,20_RIC_KERNZA_C0HSF,2020-05-14,5,16,1
20RITI20417,TLI_5711_08,TLI_5711_08,20_RIC_KERNZA_C0HSF,2020-05-14,5,17,1
20RITI20418,TLI_3078_42,TLI_3078_42,20_RIC_KERNZA_C0HSF,2020-05-14,5,18,1
20RITI20419,MN_1502_Syn2_06,MN_1502_Syn2_06,20_RIC_KERNZA_C0HSF,2020-05-14,5,19,1
20RITI20420,UM2014_0165_19,UM2014_0165_19,20_RIC_KERNZA_C0HSF,2020-05-14,5,20,1
20RITI20421,MN_1501_Syn2_03,MN_1501_Syn2_03,20_RIC_KERNZA_C0HSF,2020-05-14,5,21,1
20RITI20422,TLI_1523_07,TLI_1523_07,20_RIC_KERNZA_C0HSF,2020-05-14,5,22,1
20RITI20423,UM2014_0025_14,UM2014_0025_14,20_RIC_KERNZA_C0HSF,2020-05-14,5,23,1
20RITI20424,TLI_1648_10,TLI_1648_10,20_RIC_KERNZA_C0HSF,2020-05-14,5,24,1
20RITI20425,TLI_6215_10,TLI_6215_10,20_RIC_KERNZA_C0HSF,2020-05-14,5,25,1
20RITI20426,TLI_14172_73,TLI_14172_73,20_RIC_KERNZA_C0HSF,2020-05-14,5,26,1
20RITI20427,UM2014_0132_09,UM2014_0132_09,20_RIC_KERNZA_C0HSF,2020-05-14,5,27,1
20RITI20428,UM2014_0165_05,UM2014_0165_05,20_RIC_KERNZA_C0HSF,2020-05-14,5,28,1
20RITI20429,TLI_5711_22,TLI_5711_22,20_RIC_KERNZA_C0HSF,2020-05-14,5,29,1
20RITI20430,TLI_10427_35,TLI_10427_35,20_RIC_KERNZA_C0HSF,2020-05-14,5,30,1
20RITI20431,TLI_1648_13,TLI_1648_13,20_RIC_KERNZA_C0HSF,2020-05-14,5,31,1
20RITI20432,UM2014_0165_46,UM2014_0165_46,20_RIC_KERNZA_C0HSF,2020-05-14,5,32,1
20RITI20433,TLI_1648_62,TLI_1648_62,20_RIC_KERNZA_C0HSF,2020-05-14,5,33,1
20RITI20434,TLI_4201_A_72,TLI_4201_A_72,20_RIC_KERNZA_C0HSF,2020-05-14,5,34,1
20RITI20435,UM2014_0066_72,UM2014_0066_72,20_RIC_KERNZA_C0HSF,2020-05-14,5,35,1
20RITI20436,UM2014_0044_45,UM2014_0044_45,20_RIC_KERNZA_C0HSF,2020-05-14,5,36,1
20RITI20437,TLI_6215_42,TLI_6215_42,20_RIC_KERNZA_C0HSF,2020-05-14,5,37,1
20RITI20438,UM2014_0044_43,UM2014_0044_43,20_RIC_KERNZA_C0HSF,2020-05-14,5,38,1
20RITI20439,TLI_5711_77,TLI_5711_77,20_RIC_KERNZA_C0HSF,2020-05-14,5,39,1
20RITI20440,TLI_10427_54,TLI_10427_54,20_RIC_KERNZA_C0HSF,2020-05-14,5,40,1
20RITI20441,TLI_12869_09,TLI_12869_09,20_RIC_KERNZA_C0HSF,2020-05-14,5,41,1
20RITI20442,MN_1503_Syn2_11,MN_1503_Syn2_11,20_RIC_KERNZA_C0HSF,2020-05-14,5,42,1
20RITI20443,TLI_4201_A_07,TLI_4201_A_07,20_RIC_KERNZA_C0HSF,2020-05-14,5,43,1
20RITI20444,TLI_3078_06,TLI_3078_06,20_RIC_KERNZA_C0HSF,2020-05-14,5,44,1
20RITI20445,UM2014_0025_05,UM2014_0025_05,20_RIC_KERNZA_C0HSF,2020-05-14,5,45,1
20RITI20446,UM2014_0001_10,UM2014_0001_10,20_RIC_KERNZA_C0HSF,2020-05-14,5,46,1
20RITI20447,TLI_5250_46,TLI_5250_46,20_RIC_KERNZA_C0HSF,2020-05-14,5,47,1
20RITI20448,TLI_5344_06,TLI_5344_06,20_RIC_KERNZA_C0HSF,2020-05-14,5,48,1
20RITI20449,TLI_14172_52,TLI_14172_52,20_RIC_KERNZA_C0HSF,2020-05-14,5,49,1
20RITI20450,TLI_1523_06,TLI_1523_06,20_RIC_KERNZA_C0HSF,2020-05-14,5,50,1
20RITI20451,MN_1504_Syn2_05,MN_1504_Syn2_05,20_RIC_KERNZA_C0HSF,2020-05-14,5,51,1
20RITI20452,Alkar,Alkar,20_RIC_KERNZA_C0HSF,2020-05-14,5,52,1
20RITI20453,MN_1501_Syn2_47,MN_1501_Syn2_47,20_RIC_KERNZA_C0HSF,2020-05-14,5,53,1
20RITI20454,MN_1505_Syn2_44,MN_1505_Syn2_44,20_RIC_KERNZA_C0HSF,2020-05-14,5,54,1
20RITI20455,MN_1503_Syn2_02,MN_1503_Syn2_02,20_RIC_KERNZA_C0HSF,2020-05-14,5,55,1
20RITI20456,TLI_3719_05,TLI_3719_05,20_RIC_KERNZA_C0HSF,2020-05-14,5,56,1
20RITI20457,TLI_14172_43,TLI_14172_43,20_RIC_KERNZA_C0HSF,2020-05-14,5,57,1
20RITI20458,TLI_4201_A_39,TLI_4201_A_39,20_RIC_KERNZA_C0HSF,2020-05-14,5,58,1
20RITI20459,TLI_5344_45,TLI_5344_45,20_RIC_KERNZA_C0HSF,2020-05-14,5,59,1
20RITI20460,UM2014_0001_44,UM2014_0001_44,20_RIC_KERNZA_C0HSF,2020-05-14,5,60,1
20RITI20461,TLI_3078_45,TLI_3078_45,20_RIC_KERNZA_C0HSF,2020-05-14,5,61,1
20RITI20462,TLI_3078_21,TLI_3078_21,20_RIC_KERNZA_C0HSF,2020-05-14,5,62,1
20RITI20463,MN_1501_Syn2_13,MN_1501_Syn2_13,20_RIC_KERNZA_C0HSF,2020-05-14,5,63,1
20RITI20464,UM2014_0175_17,UM2014_0175_17,20_RIC_KERNZA_C0HSF,2020-05-14,5,64,1
20RITI20465,TLI_3719_09,TLI_3719_09,20_RIC_KERNZA_C0HSF,2020-05-14,5,65,1
20RITI20466,TLI_6479_10,TLI_6479_10,20_RIC_KERNZA_C0HSF,2020-05-14,5,66,1
20RITI20467,TLI_1523_73,TLI_1523_73,20_RIC_KERNZA_C0HSF,2020-05-14,5,67,1
20RITI20468,TLI_6479_45,TLI_6479_45,20_RIC_KERNZA_C0HSF,2020-05-14,5,68,1
20RITI20469,UM2014_0044_36,UM2014_0044_36,20_RIC_KERNZA_C0HSF,2020-05-14,5,69,1
20RITI20470,TLI_5250_12,TLI_5250_12,20_RIC_KERNZA_C0HSF,2020-05-14,5,70,1
20RITI20471,UM2014_0175_09,UM2014_0175_09,20_RIC_KERNZA_C0HSF,2020-05-14,5,71,1
20RITI20472,UM2014_0152_38,UM2014_0152_38,20_RIC_KERNZA_C0HSF,2020-05-14,5,72,1
20RITI20473,TLI_1523_53,TLI_1523_53,20_RIC_KERNZA_C0HSF,2020-05-14,5,73,1
20RITI20474,UM2014_0066_54,UM2014_0066_54,20_RIC_KERNZA_C0HSF,2020-05-14,5,74,1
20RITI20475,UM2014_0175_71,UM2014_0175_71,20_RIC_KERNZA_C0HSF,2020-05-14,5,75,1
20RITI20476,TLI_5711_09,TLI_5711_09,20_RIC_KERNZA_C0HSF,2020-05-14,5,76,1
20RITI20477,TLI_3719_44,TLI_3719_44,20_RIC_KERNZA_C0HSF,2020-05-14,5,77,1
