ID,Weight (g),Bag #,Notes,Column1
20RITI20774,498.68,17,,
20RITI20805,364.85,17,,
20RITI20808,471.46,17,,
20RITI20818,268.09,17,,
20RITI20816,259.16,17,,
20RITI20714,222.05,17,,
20RITI20711,269.63,17,,
20RITI20804,348.6,17,,
20RITI20872,404.87,17,,
20RITI20706,356.04,17,,
20RITI20851,391.58,17,,
20RITI20768,252.26,17,,
20RITI20856,391.68,17,,
20RITI20807,351.83,17,17 ends,
20RITI20819,283.27,18,start of bag 18,
20RITI20780,191.3,18,,
20RITI20847,394.06,18,,
20RITI20832,333.37,18,,
20RITI20777,397.5,18,,
20RITI20888,485.32,18,,
20RITI20858,494.05,18,,
20RITI20702,226.96,18,,
20RITI20866,517.23,18,,
20RITI20871,239.99,18,,
20RITI20767,237.12,18,,
20RITI20887,390.16,18,,
20RITI20879,538.83,18,,
20RITI20736,257.37,18,,
20RITI20811,292.26,18,,
20RITI20703,201.76,18,,
20RITI20792,450.31,18,,
20RITI20900,577.47,18,,
20RITI20662,328.2,18,,
20RITI20989,295,18,,
20RITI21308,298.04,18,,
20RITI20400,111.17,18,,
20RITI20334,239.98,18,,
20RITI20393,337.52,18,,
20RITI21424,254.21,18,,
20RITI20686,284.24,18,,
20RITI20374,252.21,18,,
20RITI20637,405.17,18,,
20RITI20902,162.28,18,,
20RITI20636,271.72,18,,
20RITI21361,545.72,18,,
20RITI21305,272.41,18,,
20RITI20699,247.53,18,,
20RITI21373,149.56,18,,
20RITI21324,236.59,18,,
20RITI21387,342.41,18,,
20RITI20615,247.68,18,,
20RITI20617,244.06,18,,
20RITI20631,398.02,18,,
20RITI20635,337.06,18,,
20RITI20605,340.72,18,,
20RITI20988,293.98,18,,
20RITI20623,279.05,18,,
20RITI20966,239.02,18,,
20RITI21330,176.8,18,,
20RITI20614,336.18,18,,
20RITI20616,43.73,18,18 ends,
20RITI20619,295.4,19,19 starts,
20RITI20624,268.64,19,,
20RITI20654,459.31,19,,
20RITI20672,422.87,19,,
20RITI20618,249.02,19,,
20RITI20603,256.26,19,,
20RITI21339,260.99,19,,
20RITI20651,400.02,19,,
20RITI20663,431.09,19,,
20RITI20674,364.84,19,,
20RITI20655,405.28,19,,
20RITI20653,369.34,19,,
20RITI20612,273.15,19,,
20RITI20607,314.56,19,,
20RITI20622,306.09,19,,
20RITI20604,332.75,19,,
20RITI20648,259.69,19,,
20RITI20647,337.01,19,,
20RITI20621,297.01,19,,
20RITI20630,230.44,19,,
20RITI20620,289.86,19,,
20RITI20608,369.17,19,,
20RITI21021,232.3,19,,
20RITI20632,320.57,19,,
20RITI20673,412.67,19,,
20RITI20606,289.97,19,,
20RITI20613,263.68,19,,
20RITI20903,292.11,19,,
20RITI21350,271.69,19,,
20RITI21390,474.44,19,,
20RITI21353,240.51,19,,
20RITI21397,314.25,19,,
20RITI21331,338.8,19,,
20RITI21018,139.89,19,,
20RITI21332,143.56,19,,
20RITI20602,270.91,19,,
20RITI20923,222.52,19,,
20RITI21307,229.67,19,,
20RITI21319,225.27,19,,
20RITI21097,386.08,19,,
20RITI21388,298.74,19,,
20RITI21314,195.45,19,,
20RITI21343,289.39,19,,
20RITI20931,237.93,19,,
20RITI21320,305.59,19,,
20RITI21317,177.82,19,,
20RITI21382,472.17,19,,
20RITI21357,237.36,19,19 ends,
20RITI21400,330.73,20,20 begins,
20RITI21354,247.93,20,,
20RITI21345,266.17,20,,
20RITI20906,288.88,20,,
20RITI21383,450.84,20,,
20RITI21302,233.85,20,,
20RITI21393,415.51,20,,
20RITI20962,206.39,20,,
20RITI21378,413.2,20,,
20RITI21398,359.84,20,,
20RITI21471,282.99,20,,
20RITI21303,206.01,20,,
20RITI21399,399.43,20,,
20RITI21380,522.8,20,,
20RITI20977,265.82,20,,
20RITI21374,312.83,20,,
20RITI21315,225.97,20,,
20RITI21342,260.95,20,,
20RITI20948,319.04,20,,
20RITI21372,408.11,20,,
20RITI21356,312.68,20,,
20RITI21363,312.81,20,,
20RITI21347,298.4,20,,
20RITI21389,419.58,20,,
20RITI21325,288.99,20,,
20RITI21396,432.07,20,,
20RITI21371,289.43,20,,
20RITI21366,357.81,20,,
20RITI21352,266.64,20,,
20RITI21351,459.08,20,,
20RITI21311,239.21,20,,
20RITI21326,317.82,20,,
20RITI21360,278.41,20,,
20RITI21376,361.62,20,,
20RITI21367,399.91,20,,
20RITI21403,268.18,20,,
20RITI21407,270.36,20,,
20RITI20987,321.92,20,,
20RITI20911,269.74,20,,
20RITI20964,309.8,20,,
20RITI21040,295.77,20,,
20RITI20920,143.49,20,,
20RITI21415,256.67,20,,
20RITI20944,274.19,20,,
20RITI20953,260.37,20,,
20RITI20922,100.5,20,,
20RITI20950,307.93,20,,
20RITI20975,348.17,20,,
20RITI20938,260.38,20,,
20RITI20974,276.32,20,,
20RITI20952,246.23,20,20 ends,
20RITI21428,254.65,21,21 starts,
20RITI21065,326.7,21,,
20RITI21445,260.38,21,,
20RITI21489,369.37,21,,
20RITI21413,262.78,21,,
20RITI21488,357.12,21,,
20RITI20929,230.75,21,,
20RITI21443,273.53,21,,
20RITI21490,261.13,21,,
20RITI20983,266.08,21,,
20RITI21497,381.65,21,,
20RITI20926,215.88,21,,
20RITI21005,394.75,21,,
20RITI20965,313.97,21,,
20RITI21426,253.15,21,,
20RITI21450,383.35,21,,
20RITI21089,347.17,21,,
20RITI21448,332.46,21,,
20RITI21028,272.16,21,,
20RITI20919,214.23,21,,
20RITI21499,410.47,21,,
20RITI21495,443.59,21,,
20RITI20941,199.23,21,,
20RITI21091,421.92,21,,
20RITI21074,439.02,21,,
20RITI20918,236.87,21,,
20RITI21023,310.8,21,,
20RITI21012,278.62,21,,
20RITI21061,372.63,21,,
20RITI20936,286.35,21,,
20RITI21032,372.46,21,,
20RITI21037,298.8,21,,
20RITI21025,307.46,21,,
20RITI21036,337.06,21,,
20RITI21478,407.79,21,,
20RITI21054,383.81,21,,
20RITI21004,107.46,21,,
20RITI21075,304.84,21,,
20RITI20970,334.39,21,,
20RITI21072,319.7,21,,
20RITI21096,473.1,21,,
20RITI21017,247.63,21,,
20RITI21081,300.36,21,,
20RITI21015,352.42,21,21 ends,
20RITI20925,272.14,22,22 starts,
20RITI21429,279.33,22,,
20RITI21449,360.45,22,,
20RITI21464,361.3,22,,
20RITI21006,309.02,22,,
20RITI21076,402.44,22,,
20RITI20908,285.31,22,,
20RITI21033,337.87,22,,
20RITI21420,346.83,22,,
20RITI21069,336.54,22,,
20RITI20939,302.29,22,,
20RITI21046,263.46,22,,
20RITI21480,385.65,22,,
20RITI21034,380.04,22,,
20RITI21084,319.81,22,,
20RITI21073,333.28,22,,
20RITI21057,322.48,22,,
20RITI21071,303.89,22,,
20RITI21031,414.27,22,,
20RITI21039,285.63,22,,
20RITI21042,262.81,22,,
20RITI21477,345.68,22,,
20RITI21055,306.24,22,,
20RITI21051,368.52,22,,
20RITI21035,398.66,22,,
20RITI21438,407.72,22,,
20RITI20634,336.03,22,,
20RITI20916,183.14,22,,
20RITI21430,303.54,22,,
20RITI20691,454.66,22,,
20RITI20628,264.76,22,,
20RITI20609,155.81,22,,
20RITI20625,283.41,22,,
20RITI21024,392.39,22,,
20RITI20697,374.98,22,,
20RITI20700,391.62,22,,
20RITI20658,528.31,22,,
20RITI20629,327.34,22,,
20RITI20610,369.78,22,,
20RITI20633,427.64,22,,
20RITI20656,439.28,22,,
20RITI20645,321.79,22,,
20RITI20668,315.86,22,,
20RITI20646,353.67,22,,
20RITI20692,428.6,22,,
20RITI20907,266.45,22,,
20RITI20685,444.77,22,,
20RITI20652,334.53,22,,
20RITI20660,498.31,22,,
20RITI20644,300.94,22,,
20RITI20650,375.43,22,,
20RITI20679,381.74,22,,
20RITI20693,245.93,22,,
20RITI20676,499.47,22,,
20RITI20666,476.51,22,,
20RITI20601,233.2,22,22 end,
20RITI21788,361.7,23,23 start,
20RITI21787,464.71,23,,
20RITI21770,320.97,23,,
20RITI21709,302.88,23,,
20RITI21778,429.55,23,,
20RITI21790,448.48,23,,
20RITI21791,467.82,23,,
20RITI21710,335.97,23,,
20RITI21711,292.26,23,,
20RITI21723,326.52,23,,
20RITI21741,221.69,23,,
20RITI21793,310.5,23,,
20RITI21777,497.43,23,,
20RITI21738,119.79,23,,
20RITI21736,364.02,23,,
20RITI21739,374.34,23,,
20RITI21737,277.38,23,,
20RITI21740,376.93,23,,
20RITI21705,253.16,23,,
20RITI21704,285.17,23,,
20RITI21706,317.57,23,,
20RITI21703,374.32,23,,
20RITI21722,389.43,23,,
20RITI21707,233.26,23,,
20RITI21733,413.53,23,,
20RITI21708,271.27,23,,
20RITI21780,381.85,23,,
20RITI21702,396.75,23,,
20RITI20282,325.51,23,,
20RITI21783,467.14,23,,
20RITI21735,324.26,23,,
20RITI20627,300.6,23,,
20RITI21779,407.07,23,,
20RITI20611,397.66,23,,
20RITI21784,369.28,23,,
20RITI21782,392.17,23,,
20RITI20643,267.57,23,,
20RITI21701,345.46,23,,
20RITI21734,352.42,23,,
20RITI20657,117.09,23,,
20RITI20253,456.01,23,,
20RITI20269,386.79,23,,
20RITI20231,278.97,23,,
20RITI20695,424.31,23,23 end,
20RITI20671,341.62,24,24 start,
20RITI20659,513.55,24,,
20RITI20670,391.76,24,,
20RITI20680,454.14,24,,
20RITI20661,314.05,24,,
20RITI20689,343.69,24,,
20RITI20260,535.93,24,,
20RITI20262,408.02,24,,
20RITI20292,310.84,24,,
20RITI20251,330.69,24,,
20RITI20209,231.07,24,,
20RITI20208,345.84,24,,
20RITI20252,506.06,24,,
20RITI20291,329.75,24,,
20RITI20274,277.03,24,,
20RITI20232,422.67,24,,
20RITI20246,367.86,24,,
20RITI20281,441.84,24,,
20RITI20233,360.6,24,,
20RITI20244,232.23,24,,
20RITI21732,360.81,24,,
20RITI20237,319.82,24,,
20RITI20254,344.09,24,,
20RITI20236,314.2,24,,
20RITI20250,266.21,24,,
20RITI21800,470.84,24,,
20RITI20240,296.84,24,,
20RITI20241,267.66,24,,
20RITI21795,476.87,24,,
20RITI21799,340.54,24,,
20RITI21797,371.01,24,,
20RITI21796,340.66,24,,
20RITI21786,373.15,24,,
20RITI20681,402.11,24,,
20RITI20682,496.18,24,,
20RITI21794,606.21,24,,
20RITI20242,206.78,24,,
20RITI21785,458.05,24,,
20RITI20641,252.96,24,,
20RITI20694,358.26,24,,
20RITI20690,533.73,24,,
20RITI20683,403.24,24,,
20RITI20684,370.33,24,,
20RITI20640,293.3,24,,
20RITI20667,351.8,24,,
20RITI20677,476.5,24,,
20RITI20639,359.39,24,,
20RITI20669,323.78,24,,
20RITI20332,201.55,24,,
20RITI20310,181.61,24,,
20RITI21781,65.26,24,green at harvest,
20RITI20698,90.27,25,25 starts,
20RITI20688,488.01,25,,
20RITI20664,406.87,25,,
20RITI20687,457.65,25,,
20RITI20665,453.7,25,,
20RITI20638,403.13,25,,
20RITI20675,450.63,25,,
20RITI20696,368.51,25,,
20RITI20359,314.09,25,,
20RITI20678,435.7,25,,
20RITI20502,218.38,25,,
20RITI20517,202.56,25,,
20RITI20503,215.26,25,,
20RITI20642,350.1,25,,
20RITI20564,309.96,25,,
20RITI20563,223.19,25,,
20RITI20552,326.88,25,,
20RITI20509,245.71,25,,
20RITI20599,179.33,25,,
20RITI21762,353.76,25,,
20RITI21724,300.61,25,,
20RITI20519,203.1,25,,
20RITI20134,115.57,25,,
20RITI20196,226.26,25,,
20RITI21771,344.73,25,,
20RITI21773,405.89,25,,
20RITI21789,443.74,25,,
20RITI21725,350.62,25,,
20RITI21760,308.38,25,,
20RITI20191,158.17,25,,
20RITI20193,186.6,25,,
20RITI20107,161.83,25,,
20RITI20164,267.54,25,,
20RITI20121,181.23,25,,
20RITI20115,229.2,25,,
20RITI20199,236.44,25,,
20RITI20037,58.12,25,"Bag has ""?"" on it - AH 10/10/2023",
20RITI20132,220.2,25,,
20RITI20183,263.94,25,,
20RITI20189,369.1,25,,
20RITI20573,300.51,25,,
20RITI20600,181.26,25,,
20RITI20518,210.23,25,,
20RITI20584,165.81,25,,
20RITI20576,376.89,25,,
20RITI20575,177.97,25,,
20RITI20172,281.9,25,,
20RITI20501,246.55,25,,
20RITI20574,243.54,25,,
20RITI20572,320.86,25,,
20RITI20167,196.46,25,,
20RITI20175,244.2,25,,
20RITI20173,257.29,25,,
20RITI20162,255.16,25,,
20RITI20116,120.4,25,,
20RITI20194,261.81,25,,
20RITI20140,237.29,25,,
20RITI20160,265.72,25,"Tears on bag bottom, possible seed loss - AH 10/10/2023",
20RITI20153,181.4,25,,
20RITI20142,139.8,25,,
20RITI20178,233.36,25,,
20RITI20118,194.46,25,,
20RITI20185,185.82,25,,
20RITI20165,43.18,25,,
20RITI20109,214.17,25,,
20RITI20061,259.06,25,small tear in bottom of bag - AH 10/10/2023,
20RITI20141,146.88,25,,
20RITI20182,272.57,25,,
20RITI20159,164.28,25,,
20RITI20143,149.58,25,,
20RITI20126,207.39,25,end of25,
20RITI20088,245.83,26,26 start,
20RITI20127,167.66,26,,
20RITI20154,208.05,26,,
20RITI20137,215.17,26,,
20RITI20192,341.75,26,,
20RITI20184,249.68,26,,
20RITI20169,256.14,26,,
20RITI20112,205.25,26,,
20RITI20135,176.8,26,,
20RITI20145,190.62,26,,
20RITI20146,163.3,26,,
20RITI20130,197.75,26,,
20RITI20155,284.25,26,,
20RITI20151,287.73,26,,
20RITI20187,223.04,26,,
20RITI20042,181.01,26,,
20RITI20046,258.48,26,,
20RITI20181,175.24,26,,
20RITI20128,165.09,26,,
20RITI20031,175.17,26,,
20RITI20110,177.73,26,,
20RITI20168,202.1,26,,
20RITI20018,208.99,26,,
20RITI20158,203.5,26,,
20RITI20056,321.3,26,,
20RITI20101,262.35,26,,
20RITI20104,179.09,26,,
20RITI20180,301.89,26,,
20RITI20113,119.83,26,,
20RITI20138,225.11,26,,
20RITI20125,180.01,26,,
20RITI20190,215.5,26,,
20RITI20188,394.73,26,,
20RITI20144,124.11,26,,
20RITI20149,219.82,26,,
20RITI20171,230.51,26,,
20RITI20103,162.17,26,,
20RITI20163,258.32,26,,
20RITI20102,225.68,26,,
20RITI20157,188.31,26,,
20RITI20186,199.94,26,,
20RITI20133,168.23,26,,
20RITI20117,173.5,26,,
20RITI20019,201.98,26,,
20RITI20108,226.5,26,,
20RITI20021,304.31,26,,
20RITI20023,314.51,26,,
20RITI20105,250.76,26,,
20RITI20120,226.17,26,,
20RITI20170,264.46,26,,
20RITI20080,349.29,26,,
20RITI20156,137.54,26,,
20RITI20065,422.63,26,,
20RITI20044,297.53,26,,
20RITI20041,303.58,26,,
20RITI20161,194.59,26,,
20RITI20347,278.12,26,,
20RITI20361,391.2,26,,
20RITI20123,194.37,26,,
20RITI20315,183.91,26,Large tear in bag side. Seedloss umknown. ,
20RITI20387,322.2,26,,
20RITI20314,251.25,26,,
20RITI20372,313.97,26,,
20RITI20301,237.74,26,,
20RITI20383,217.49,26,,
20RITI20367,260.55,26,,
20RITI20335,242.12,26,"Tears on bag bottom, possible seed loss - AH 10/10/2023",
20RITI20381,337.05,26,,
20RITI20389,266.24,26,,
20RITI20388,349.77,26,,
20RITI20391,312.87,26,,
20RITI20362,239.91,26,,
20RITI20379,257.9,26,,
20RITI20360,232.75,26,,
20RITI20325,208.94,26,,
20RITI20357,254.41,26,,
20RITI20349,222.14,26,,
20RITI20384,274.15,26,26 end,
20RITI20353,196.3,27,27 start,
20RITI20363,227.35,27,,
20RITI20330,164.38,27,,
20RITI20343,197.46,27,,
20RITI20322,256.63,27,,
20RITI20304,216.06,27,,
20RITI20396,410.89,27,,
20RITI20328,235.73,27,small tear in bottom,
20RITI20354,266.8,27,small tear in sidewall,
20RITI20366,274.37,27,,
20RITI20333,260.48,27,,
20RITI20358,287.43,27,,
20RITI20344,168.24,27,,
20RITI20390,256.52,27,,
20RITI20355,215.74,27,,
20RITI20371,317.44,27,,
20RITI20397,320.85,27,,
20RITI20302,209.48,27,,
20RITI20329,35.35,27,,
20RITI20370,85.37,27,,
20RITI20356,173.11,27,,
20RITI20385,226.93,27,,
20RITI20320,276.64,27,,
20RITI20376,362.31,27,,
20RITI20307,212.3,27,,
20RITI20312,206.05,27,,
20RITI20375,285.91,27,,
20RITI20309,234.62,27,,
20RITI20321,269.39,27,,
20RITI20327,185.27,27,,
20RITI20306,293.62,27,,
20RITI20305,225.87,27,,
20RITI20380,240.36,27,,
20RITI20373,278.58,27,,
20RITI20345,265.24,27,,
20RITI20364,275.96,27,,
20RITI20399,335.93,27,,
20RITI20339,290.3,27,,
20RITI20311,314.89,27,,
20RITI20319,194.73,27,,
20RITI20313,186.18,27,,
20RITI20338,206.43,27,,
20RITI20377,241.22,27,,
20RITI20392,289.85,27,,
20RITI20394,312.1,27,,
20RITI20382,209.49,27,,
20RITI20368,161.3,27,,
20RITI20578,411.64,27,,
20RITI20351,187.37,27,,
20RITI21564,370.6,27,,
20RITI20538,181.77,27,,
20RITI20303,232.34,27,,
20RITI20318,176.62,27,,
20RITI20337,293.27,27,,
20RITI20348,277.11,27,,
20RITI20398,263.21,27,,
20RITI20324,164.02,27,27 ends,
20RITI20336,241.01,28,28 starts,
20RITI20395,328.75,28,lost ~40 seeds,
20RITI21539,413.71,28,,
20RITI21544,227.1,28,,
20RITI20386,239.97,28,,
20RITI20323,225.87,28,,
20RITI21562,391.5,28,,
20RITI21538,281.69,28,,
20RITI21540,374.59,28,,
20RITI21563,425.66,28,,
20RITI20455,437.01,28,,
20RITI20416,232.15,28,,
20RITI20449,257.75,28,,
20RITI20438,251.85,28,,
20RITI20421,322.83,28,,
20RITI21536,388.95,28,,
20RITI21537,107.06,28,,
20RITI20422,268.19,28,,
20RITI20435,426.14,28,,
20RITI20434,397.82,28,,
20RITI20424,269.83,28,,
20RITI20450,275.64,28,,
20RITI20415,249.3,28,,
20RITI20418,233.76,28,,
20RITI20406,205.3,28,,
20RITI20407,320.21,28,,
20RITI20436,455.62,28,,
20RITI20425,275.28,28,,
20RITI21515,220.35,28,"tears on bag side, possible seed loss - AH 10/11/2023",
20RITI21576,339.15,28,,
20RITI21561,425.54,28,,
20RITI21517,255.66,28,,
20RITI20522,250.15,28,,
20RITI20590,436.39,28,,
20RITI20441,279.51,28,,
20RITI20442,278.46,28,,
20RITI21586,392.71,28,,
20RITI20451,264.24,28,,
20RITI20558,317.16,28,,
20RITI20532,187.12,28,,
20RITI20540,180.05,28,,
20RITI20526,266.64,28,,
20RITI20542,265.34,28,,
20RITI20528,212.09,28,,
20RITI20543,205.93,28,,
20RITI20510,268.16,28,,
20RITI21591,289.9,28,,
20RITI20536,309.88,28,,
20RITI21552,307.16,28,,
20RITI20568,201.19,28,,
20RITI21551,307.93,28,,
20RITI20555,278.69,28,,
20RITI20533,264,28,,
20RITI20592,219.71,29,,
20RITI20530,164.4,29,,
20RITI20529,170.03,29,,
20RITI20534,50.27,29,,
20RITI20411,46.1,29,,
20RITI21547,374.3,29,,
20RITI20508,239.23,29,,
20RITI21550,348.31,29,,
20RITI20527,243.4,29,,
20RITI21583,399.13,29,,
20RITI20551,291.09,29,,
20RITI20559,231.93,29,,
20RITI20524,256.18,29,,
20RITI20402,305.37,29,,
20RITI21566,337.4,29,,
20RITI20553,385.8,29,,
20RITI21574,398.35,29,,
20RITI20556,304.43,29,,
20RITI20550,309.22,29,,
20RITI20595,222.79,29,,
20RITI20594,315.96,29,,
20RITI20547,322.81,29,,
20RITI20548,274.25,29,,
20RITI20561,225.96,29,,
20RITI20523,234.64,29,,
20RITI20525,214.82,29,,
20RITI20585,125.14,29,,
20RITI20549,195.06,29,,
20RITI20545,171.2,29,,
20RITI20581,309.9,29,,
20RITI20541,229.86,29,,
20RITI20546,239.13,29,,
20RITI20569,266.16,29,,
20RITI21560,325.57,29,,
20RITI20537,216.11,29,,
20RITI20580,307.83,29,,
20RITI20560,247.71,29,,
20RITI20539,223.5,29,,
20RITI20582,232.63,29,,
20RITI20571,306.82,29,,
20RITI20577,228.97,29,,
20RITI20593,269.97,29,,
20RITI20516,183.63,29,,
20RITI20570,160.57,29,,
20RITI20583,207.61,29,,
20RITI20512,188,29,,
20RITI20535,124.32,29,,
20RITI20567,219.24,29,,
20RITI21501,342.69,29,"Bag tore when removed from bin - lost about quarter of sample, sample spilled unsalvageable",
20RITI21569,408.04,29,large tear on bag sidewall,
20RITI20514,224.68,29,,
20RITI20557,187.6,29,,
20RITI20520,251.17,29,,
20RITI20515,264.76,29,,
20RITI20566,298.83,29,,
20RITI20579,307.41,29,,
20RITI20587,161.63,29,,
20RITI20591,245.17,29,,
20RITI20507,202.73,29,,
20RITI20597,361.56,29,,
20RITI20586,180.28,29,,
20RITI20513,243.79,29,,
20RITI20521,247.76,29,,
20RITI20565,350.48,29,,
20RITI20596,316.6,29,,
20RITI20598,364.12,29,,
20RITI20589,245.31,29,,
20RITI20588,140.78,29,,
20RITI21504,266.48,29,,
20RITI21557,381.39,29,,
20RITI20499,380.04,29,,
20RITI20500,409.35,29,,
20RITI20464,404.59,29,,
20RITI20419,284.44,29,,
20RITI21522,248.53,29,29 ends,
20RITI21523,268.4,30,30 starts,
20RITI20467,314.59,30,,
20RITI21512,254.25,30,,
20RITI20456,452.02,30,,
20RITI20457,396.41,30,,
20RITI21543,284.12,30,,
20RITI21542,358.42,30,,
20RITI20454,364.67,30,,
20RITI21558,403.66,30,,
20RITI21545,358.81,30,,
20RITI20460,397.35,30,,
20RITI20432,313.41,30,,
20RITI20482,387.16,30,,
20RITI20562,278.7,30,,
20RITI21531,307.03,30,,
20RITI20409,262.07,30,,
20RITI20433,352.9,30,,
20RITI20490,531.19,30,,
20RITI20489,387.99,30,,
20RITI20462,265.35,30,,
20RITI20468,354.85,30,,
20RITI20429,337.76,30,,
20RITI20485,243.1,30,,
20RITI20483,223.39,30,,
20RITI20484,345.76,30,,
20RITI20498,403.71,30,,
20RITI20472,402.93,30,,
20RITI20461,299.5,30,,
20RITI20463,284.57,30,,
20RITI21546,321.63,30,,
20RITI21534,389.05,30,,
20RITI20493,64.81,30,,
20RITI21530,307.67,30,small tear in sidewall,
20RITI20403,294.38,30,,
20RITI21535,357.64,30,,
20RITI21597,427.25,30,,
20RITI21508,354.42,30,,
20RITI21568,366.18,30,,
20RITI21520,209.59,30,,
20RITI20453,455.76,30,,
20RITI21582,385.69,30,,
20RITI21571,402.93,30,,
20RITI21541,350.44,30,,
20RITI21577,391.86,30,,
20RITI21559,495.44,30,,
20RITI21594,435.45,30,,
20RITI21581,441.17,30,,
20RITI21580,334.42,30,,
20RITI21588,371.64,30,,
20RITI21506,299.68,30,,
20RITI21585,319.55,30,,
20RITI21516,303.15,30,,
20RITI20452,153.76,30,,
20RITI21513,176.93,30,,
20RITI20506,186.28,30,,
20RITI21527,251.58,30,,
20RITI20439,335.17,30,,
20RITI20423,316.44,30,,
20RITI21511,257.3,30,,
20RITI20437,371.89,30,,
20RITI21573,312.74,30,,
20RITI20412,300.25,30,end of 30,
20RITI21572,471.87,31,start of 31; large tear on sidewall,
20RITI20466,351.75,31,,
20RITI21521,399.44,31,,
20RITI20446,300.29,31,,
20RITI20427,399.68,31,,
20RITI20447,355.52,31,,
20RITI21570,329.01,31,,
20RITI20443,285.76,31,,
20RITI20420,315.86,31,,
20RITI20554,246.44,31,,
20RITI20431,303.08,31,,
20RITI20444,273.34,31,,
20RITI20504,195.15,31,,
20RITI21578,124.73,31,,
20RITI20417,228.74,31,,
20RITI20430,226.33,31,,
20RITI20448,324.34,31,,
20RITI20445,303.79,31,,
20RITI20428,362.81,31,,
20RITI20410,291.01,31,,
20RITI21548,407.66,31,,
20RITI20479,330.59,31,,
20RITI21584,339.69,31,,
20RITI21510,269.33,31,,
20RITI21579,425.97,31,,
20RITI21519,296,31,,
20RITI21526,353.59,31,,
20RITI21509,322.32,31,,
20RITI21592,317.19,31,,
20RITI21565,402.33,31,,
20RITI21524,314.5,31,,
20RITI21567,496.52,31,,
20RITI21518,256.69,31,,
20RITI21555,308.51,31,,
20RITI21593,356.41,31,,
20RITI21589,407.72,31,,
20RITI21587,321.61,31,,
20RITI20426,278.67,31,,
20RITI21590,345.13,31,,
20RITI20505,222.28,31,,
20RITI20459,428.51,31,,
20RITI21575,265.25,31,,
20RITI20408,174.51,31,,
20RITI21525,328.92,31,,
20RITI20531,274.18,31,,
20RITI21556,383.78,31,,
20RITI21529,365.93,31,,
20RITI21598,499.17,31,,
20RITI21554,340.81,31,,
20RITI21549,344.73,31,,
20RITI21600,361.33,31,,
20RITI20474,455.06,31,,
20RITI21528,361.32,31,,
20RITI21599,427.47,31,,
20RITI20465,297.14,31,,
20RITI20511,245.09,31,,
20RITI20458,402.25,31,,
20RITI21553,299.54,31,,
20RITI20544,172.67,31,,
20RITI20440,164.36,31,,
20RITI21628,320.72,31,Large tear in bag bottom,
20RITI21595,342.37,31,Large tear in bag bottom,
20RITI20470,406.31,31,Large tear in bag bottom,
20RITI20496,308.29,31,31 end,
20RITI21688,298.45,32,32 start,
20RITI20497,330.77,32,,
20RITI20495,269.87,32,,
20RITI21684,270.04,32,,
20RITI21685,363.09,32,,
20RITI21673,342.73,32,,
20RITI21674,362,32,,
20RITI21502,433.49,32,,
20RITI21686,454.21,32,,
20RITI21682,282.84,32,,
20RITI21671,332.33,32,,
20RITI20476,305.4,32,,
20RITI21683,428.55,32,,
20RITI21676,404.57,32,,
20RITI21694,378.94,32,,
20RITI21695,345.47,32,,
20RITI21641,349.83,32,,
20RITI21620,253.81,32,,
20RITI21629,282.46,32,,
20RITI21616,320.29,32,,
20RITI21622,255.33,32,,
2RITI21649,437.02,32,,
20RITI21646,362.3,32,,
20RITI21621,303.2,32,,
20RITI21505,328.26,32,,
20RITI21618,301.36,32,,
20RITI21630,327.37,32,,
20RITI21651,359.76,32,,
20RITI21652,299.27,32,small tear in bag bottom,
20RITI21617,291.35,32,,
20RITI21642,298.63,32,,
20RITI21532,313.46,32,small tear in bag bottom,
20RITI21624,355.09,32,,
20RITI21691,457.69,32,,
20RITI21672,390.82,32,,
20RITI21640,358.48,32,,
20RITI21643,184.8,32,,
20RITI21637,357.57,32,,
20RITI21692,355.6,32,,
20RITI21678,427.46,32,,
20RITI21609,351.18,32,,
20RITI21666,452.9,32,,
20RITI20492,326.98,32,,
20RITI21690,376.82,32,,
20RITI21627,297.25,32,,
20RITI21626,240.51,32,,
20RITI21653,316.86,32,,
20RITI21654,342.3,32,,
20RITI21659,538.37,32,,
20RITI21658,469.53,32,,
20RITI21677,316.51,32,,
20RITI20475,379.61,32,,
20RITI21507,250.27,32,,
20RITI21660,222.33,32,,
20RITI20491,384.42,32,,
20RITI21679,467.16,32,end of 32,
20RITI21639,313.7,33,start of 33,
20RITI21638,338.48,33,,
20RITI21648,167.22,33,,
20RITI21644,321.01,33,,
20RITI20469,321.16,33,,
20RITI21669,347.82,33,,
20RITI21670,325.51,33,,
20RITI20494,467.64,33, hole near staple/may havr lost seed JB 10/16/23,
20RITI21664,370.65,33,,
20RITI21665,370.29,33,,
20RITI21687,237.93,33,,
20RITI21675,199.56,33,,
20RITI20401,252.21,33,,
20RITI21613,254,33,,
20RITI21693,400.35,33,,
20RITI21635,428.13,33,,
20RITI21633,356.21,33,,
20RITI21608,288.43,33,,
20RITI21634,415.99,33,,
20RITI20471,269.57,33,,
20RITI21606,278.39,33,,
20RITI21636,308.81,33,,
20RITI21625,274.77,33,,
20RITI21647,358.79,33,,
20RITI21604,346.69,33,,
20RITI21615,243.48,33,,
20RITI21661,461.26,33,,
20RITI21611,327.12,33,,
20RITI21533,379.87,33,,
20RITI21602,367.05,33,,
20RITI21662,534.57,33,,
20RITI21657,264.54,33,,
20RITI20473,263.25,33,,
20RITI21601,337.06,33,,
