plant_id,Row,Range,Row_Range,id
20RITI20800,8,100,8_100,1790
20RITI20801,9,1,9_1,9
20RITI20802,9,2,9_2,27
20RITI20803,9,3,9_3,45
20RITI20804,9,4,9_4,63
20RITI20805,9,5,9_5,81
20RITI20806,9,6,9_6,99
20RITI20807,9,7,9_7,117
20RITI20808,9,8,9_8,135
20RITI20809,9,9,9_9,153
20RITI20810,9,10,9_10,171
20RITI20811,9,11,9_11,189
20RITI20812,9,12,9_12,207
20RITI20813,9,13,9_13,225
20RITI20814,9,14,9_14,243
20RITI20815,9,15,9_15,261
20RITI20816,9,16,9_16,279
20RITI20817,9,17,9_17,297
20RITI20818,9,18,9_18,315
20RITI20819,9,19,9_19,333
20RITI20820,9,20,9_20,351
20RITI20821,9,21,9_21,369
20RITI20822,9,22,9_22,387
20RITI20823,9,23,9_23,405
20RITI20824,9,24,9_24,423
20RITI20825,9,25,9_25,441
20RITI20826,9,26,9_26,459
20RITI20827,9,27,9_27,477
20RITI20828,9,28,9_28,495
20RITI20829,9,29,9_29,513
20RITI20830,9,30,9_30,531
20RITI20831,9,31,9_31,549
20RITI20832,9,32,9_32,567
20RITI20833,9,33,9_33,585
20RITI20834,9,34,9_34,603
20RITI20835,9,35,9_35,621
20RITI20836,9,36,9_36,639
20RITI20837,9,37,9_37,657
20RITI20838,9,38,9_38,675
20RITI20839,9,39,9_39,693
20RITI20840,9,40,9_40,711
20RITI20841,9,41,9_41,729
20RITI20842,9,42,9_42,747
20RITI20843,9,43,9_43,765
20RITI20844,9,44,9_44,783
20RITI20845,9,45,9_45,801
20RITI20846,9,46,9_46,819
20RITI20847,9,47,9_47,837
20RITI20848,9,48,9_48,855
20RITI20849,9,49,9_49,873
20RITI20850,9,50,9_50,891
20RITI20851,9,51,9_51,909
20RITI20852,9,52,9_52,927
20RITI20853,9,53,9_53,945
20RITI20854,9,54,9_54,963
20RITI20855,9,55,9_55,981
20RITI20856,9,56,9_56,999
20RITI20857,9,57,9_57,1017
20RITI20858,9,58,9_58,1035
20RITI20859,9,59,9_59,1053
20RITI20860,9,60,9_60,1071
20RITI20861,9,61,9_61,1089
20RITI20862,9,62,9_62,1107
20RITI20863,9,63,9_63,1125
20RITI20864,9,64,9_64,1143
20RITI20865,9,65,9_65,1161
20RITI20866,9,66,9_66,1179
20RITI20867,9,67,9_67,1197
20RITI20868,9,68,9_68,1215
20RITI20869,9,69,9_69,1233
20RITI20870,9,70,9_70,1251
20RITI20871,9,71,9_71,1269
20RITI20872,9,72,9_72,1287
20RITI20873,9,73,9_73,1305
20RITI20874,9,74,9_74,1323
20RITI20875,9,75,9_75,1341
20RITI20876,9,76,9_76,1359
20RITI20877,9,77,9_77,1377
20RITI20878,9,78,9_78,1395
20RITI20879,9,79,9_79,1413
20RITI20880,9,80,9_80,1431
20RITI20881,9,81,9_81,1449
20RITI20882,9,82,9_82,1467
20RITI20883,9,83,9_83,1485
20RITI20884,9,84,9_84,1503
20RITI20885,9,85,9_85,1521
20RITI20886,9,86,9_86,1539
20RITI20887,9,87,9_87,1557
20RITI20888,9,88,9_88,1575
20RITI20889,9,89,9_89,1593
20RITI20890,9,90,9_90,1611
20RITI20891,9,91,9_91,1629
20RITI20892,9,92,9_92,1647
20RITI20893,9,93,9_93,1665
20RITI20894,9,94,9_94,1683
20RITI20895,9,95,9_95,1701
20RITI20896,9,96,9_96,1719
20RITI20897,9,97,9_97,1737
20RITI20898,9,98,9_98,1755
20RITI20899,9,99,9_99,1773
20RITI20900,9,100,9_100,1791
20RITI20901,10,1,10_1,10
20RITI20902,10,2,10_2,28
20RITI20903,10,3,10_3,46
20RITI20904,10,4,10_4,64
20RITI20905,10,5,10_5,82
20RITI20906,10,6,10_6,100
20RITI20907,10,7,10_7,118
20RITI20908,10,8,10_8,136
20RITI20909,10,9,10_9,154
20RITI20910,10,10,10_10,172
20RITI20911,10,11,10_11,190
20RITI20912,10,12,10_12,208
20RITI20913,10,13,10_13,226
20RITI20914,10,14,10_14,244
20RITI20915,10,15,10_15,262
20RITI20916,10,16,10_16,280
20RITI20917,10,17,10_17,298
20RITI20918,10,18,10_18,316
20RITI20919,10,19,10_19,334
20RITI20920,10,20,10_20,352
20RITI20921,10,21,10_21,370
20RITI20922,10,22,10_22,388
20RITI20923,10,23,10_23,406
20RITI20924,10,24,10_24,424
20RITI20925,10,25,10_25,442
20RITI20926,10,26,10_26,460
20RITI20927,10,27,10_27,478
20RITI20928,10,28,10_28,496
20RITI20929,10,29,10_29,514
20RITI20930,10,30,10_30,532
20RITI20931,10,31,10_31,550
20RITI20932,10,32,10_32,568
20RITI20933,10,33,10_33,586
20RITI20934,10,34,10_34,604
20RITI20935,10,35,10_35,622
20RITI20936,10,36,10_36,640
20RITI20937,10,37,10_37,658
20RITI20938,10,38,10_38,676
20RITI20939,10,39,10_39,694
20RITI20940,10,40,10_40,712
20RITI20941,10,41,10_41,730
20RITI20942,10,42,10_42,748
20RITI20943,10,43,10_43,766
20RITI20944,10,44,10_44,784
20RITI20945,10,45,10_45,802
20RITI20946,10,46,10_46,820
20RITI20947,10,47,10_47,838
20RITI20948,10,48,10_48,856
20RITI20949,10,49,10_49,874
20RITI20950,10,50,10_50,892
20RITI20951,10,51,10_51,910
20RITI20952,10,52,10_52,928
20RITI20953,10,53,10_53,946
20RITI20954,10,54,10_54,964
20RITI20955,10,55,10_55,982
20RITI20956,10,56,10_56,1000
20RITI20957,10,57,10_57,1018
20RITI20958,10,58,10_58,1036
20RITI20959,10,59,10_59,1054
20RITI20960,10,60,10_60,1072
20RITI20961,10,61,10_61,1090
20RITI20962,10,62,10_62,1108
20RITI20963,10,63,10_63,1126
20RITI20964,10,64,10_64,1144
20RITI20965,10,65,10_65,1162
20RITI20966,10,66,10_66,1180
20RITI20967,10,67,10_67,1198
20RITI20968,10,68,10_68,1216
20RITI20969,10,69,10_69,1234
20RITI20970,10,70,10_70,1252
20RITI20971,10,71,10_71,1270
20RITI20972,10,72,10_72,1288
20RITI20973,10,73,10_73,1306
20RITI20974,10,74,10_74,1324
20RITI20975,10,75,10_75,1342
20RITI20976,10,76,10_76,1360
20RITI20977,10,77,10_77,1378
20RITI20978,10,78,10_78,1396
20RITI20979,10,79,10_79,1414
20RITI20980,10,80,10_80,1432
20RITI20981,10,81,10_81,1450
20RITI20982,10,82,10_82,1468
20RITI20983,10,83,10_83,1486
20RITI20984,10,84,10_84,1504
20RITI20985,10,85,10_85,1522
20RITI20986,10,86,10_86,1540
20RITI20987,10,87,10_87,1558
20RITI20988,10,88,10_88,1576
20RITI20989,10,89,10_89,1594
20RITI20990,10,90,10_90,1612
20RITI20991,10,91,10_91,1630
20RITI20992,10,92,10_92,1648
20RITI20993,10,93,10_93,1666
20RITI20994,10,94,10_94,1684
20RITI20995,10,95,10_95,1702
20RITI20996,10,96,10_96,1720
20RITI20997,10,97,10_97,1738
20RITI20998,10,98,10_98,1756
20RITI20999,10,99,10_99,1774
20RITI21000,10,100,10_100,1792
20RITI21001,11,1,11_1,11
20RITI21002,11,2,11_2,29
20RITI21003,11,3,11_3,47
20RITI21004,11,4,11_4,65
20RITI21005,11,5,11_5,83
20RITI21006,11,6,11_6,101
20RITI21007,11,7,11_7,119
20RITI21008,11,8,11_8,137
20RITI21009,11,9,11_9,155
20RITI21010,11,10,11_10,173
20RITI21011,11,11,11_11,191
20RITI21012,11,12,11_12,209
20RITI21013,11,13,11_13,227
20RITI21014,11,14,11_14,245
20RITI21015,11,15,11_15,263
20RITI21016,11,16,11_16,281
20RITI21017,11,17,11_17,299
20RITI21018,11,18,11_18,317
20RITI21019,11,19,11_19,335
20RITI21020,11,20,11_20,353
20RITI21021,11,21,11_21,371
20RITI21022,11,22,11_22,389
20RITI21023,11,23,11_23,407
20RITI21024,11,24,11_24,425
20RITI21025,11,25,11_25,443
20RITI21026,11,26,11_26,461
20RITI21027,11,27,11_27,479
20RITI21028,11,28,11_28,497
20RITI21029,11,29,11_29,515
20RITI21030,11,30,11_30,533
20RITI21031,11,31,11_31,551
20RITI21032,11,32,11_32,569
20RITI21033,11,33,11_33,587
20RITI21034,11,34,11_34,605
20RITI21035,11,35,11_35,623
20RITI21036,11,36,11_36,641
20RITI21037,11,37,11_37,659
20RITI21038,11,38,11_38,677
20RITI21039,11,39,11_39,695
20RITI21040,11,40,11_40,713
20RITI21041,11,41,11_41,731
20RITI21042,11,42,11_42,749
20RITI21043,11,43,11_43,767
20RITI21044,11,44,11_44,785
20RITI21045,11,45,11_45,803
20RITI21046,11,46,11_46,821
20RITI21047,11,47,11_47,839
20RITI21048,11,48,11_48,857
20RITI21049,11,49,11_49,875
20RITI21050,11,50,11_50,893
20RITI21051,11,51,11_51,911
20RITI21052,11,52,11_52,929
20RITI21053,11,53,11_53,947
20RITI21054,11,54,11_54,965
20RITI21055,11,55,11_55,983
20RITI21056,11,56,11_56,1001
20RITI21057,11,57,11_57,1019
20RITI21058,11,58,11_58,1037
20RITI21059,11,59,11_59,1055
20RITI21060,11,60,11_60,1073
20RITI21061,11,61,11_61,1091
20RITI21062,11,62,11_62,1109
20RITI21063,11,63,11_63,1127
20RITI21064,11,64,11_64,1145
20RITI21065,11,65,11_65,1163
20RITI21066,11,66,11_66,1181
20RITI21067,11,67,11_67,1199
20RITI21068,11,68,11_68,1217
20RITI21069,11,69,11_69,1235
20RITI21070,11,70,11_70,1253
20RITI21071,11,71,11_71,1271
20RITI21072,11,72,11_72,1289
20RITI21073,11,73,11_73,1307
20RITI21074,11,74,11_74,1325
20RITI21075,11,75,11_75,1343
20RITI21076,11,76,11_76,1361
20RITI21077,11,77,11_77,1379
20RITI21078,11,78,11_78,1397
20RITI21079,11,79,11_79,1415
20RITI21080,11,80,11_80,1433
20RITI21081,11,81,11_81,1451
20RITI21082,11,82,11_82,1469
20RITI21083,11,83,11_83,1487
20RITI21084,11,84,11_84,1505
20RITI21085,11,85,11_85,1523
20RITI21086,11,86,11_86,1541
20RITI21087,11,87,11_87,1559
20RITI21088,11,88,11_88,1577
20RITI21089,11,89,11_89,1595
20RITI21090,11,90,11_90,1613
20RITI21091,11,91,11_91,1631
20RITI21092,11,92,11_92,1649
20RITI21093,11,93,11_93,1667
20RITI21094,11,94,11_94,1685
20RITI21095,11,95,11_95,1703
20RITI21096,11,96,11_96,1721
20RITI21097,11,97,11_97,1739
20RITI21098,11,98,11_98,1757
20RITI21099,11,99,11_99,1775
20RITI21100,11,100,11_100,1793
20RITI21101,12,1,12_1,12
20RITI21102,12,2,12_2,30
20RITI21103,12,3,12_3,48
20RITI21104,12,4,12_4,66
20RITI21105,12,5,12_5,84
20RITI21106,12,6,12_6,102
20RITI21107,12,7,12_7,120
20RITI21108,12,8,12_8,138
20RITI21109,12,9,12_9,156
20RITI21110,12,10,12_10,174
20RITI21111,12,11,12_11,192
20RITI21112,12,12,12_12,210
20RITI21113,12,13,12_13,228
20RITI21114,12,14,12_14,246
20RITI21115,12,15,12_15,264
20RITI21116,12,16,12_16,282
20RITI21117,12,17,12_17,300
20RITI21118,12,18,12_18,318
20RITI21119,12,19,12_19,336
20RITI21120,12,20,12_20,354
20RITI21121,12,21,12_21,372
20RITI21122,12,22,12_22,390
20RITI21123,12,23,12_23,408
20RITI21124,12,24,12_24,426
20RITI21125,12,25,12_25,444
20RITI21126,12,26,12_26,462
20RITI21127,12,27,12_27,480
20RITI21128,12,28,12_28,498
20RITI21129,12,29,12_29,516
20RITI21130,12,30,12_30,534
20RITI21131,12,31,12_31,552
20RITI21132,12,32,12_32,570
20RITI21133,12,33,12_33,588
20RITI21134,12,34,12_34,606
20RITI21135,12,35,12_35,624
20RITI21136,12,36,12_36,642
20RITI21137,12,37,12_37,660
20RITI21138,12,38,12_38,678
20RITI21139,12,39,12_39,696
20RITI21140,12,40,12_40,714
20RITI21141,12,41,12_41,732
20RITI21142,12,42,12_42,750
20RITI21143,12,43,12_43,768
20RITI21144,12,44,12_44,786
20RITI21145,12,45,12_45,804
20RITI21146,12,46,12_46,822
20RITI21147,12,47,12_47,840
20RITI21148,12,48,12_48,858
20RITI21149,12,49,12_49,876
20RITI21150,12,50,12_50,894
20RITI21151,12,51,12_51,912
20RITI21152,12,52,12_52,930
20RITI21153,12,53,12_53,948
20RITI21154,12,54,12_54,966
20RITI21155,12,55,12_55,984
20RITI21156,12,56,12_56,1002
20RITI21157,12,57,12_57,1020
20RITI21158,12,58,12_58,1038
20RITI21159,12,59,12_59,1056
20RITI21160,12,60,12_60,1074
20RITI21161,12,61,12_61,1092
20RITI21162,12,62,12_62,1110
20RITI21163,12,63,12_63,1128
20RITI21164,12,64,12_64,1146
20RITI21165,12,65,12_65,1164
20RITI21166,12,66,12_66,1182
20RITI21167,12,67,12_67,1200
20RITI21168,12,68,12_68,1218
20RITI21169,12,69,12_69,1236
20RITI21170,12,70,12_70,1254
20RITI21171,12,71,12_71,1272
20RITI21172,12,72,12_72,1290
20RITI21173,12,73,12_73,1308
20RITI21174,12,74,12_74,1326
20RITI21175,12,75,12_75,1344
20RITI21176,12,76,12_76,1362
20RITI21177,12,77,12_77,1380
20RITI21178,12,78,12_78,1398
20RITI21179,12,79,12_79,1416
20RITI21180,12,80,12_80,1434
20RITI21181,12,81,12_81,1452
20RITI21182,12,82,12_82,1470
20RITI21183,12,83,12_83,1488
20RITI21184,12,84,12_84,1506
20RITI21185,12,85,12_85,1524
20RITI21186,12,86,12_86,1542
20RITI21187,12,87,12_87,1560
20RITI21188,12,88,12_88,1578
20RITI21189,12,89,12_89,1596
20RITI21190,12,90,12_90,1614
20RITI21191,12,91,12_91,1632
20RITI21192,12,92,12_92,1650
20RITI21193,12,93,12_93,1668
20RITI21194,12,94,12_94,1686
20RITI21195,12,95,12_95,1704
20RITI21196,12,96,12_96,1722
20RITI21197,12,97,12_97,1740
20RITI21198,12,98,12_98,1758
20RITI21199,12,99,12_99,1776
20RITI21200,12,100,12_100,1794
20RITI21201,13,1,13_1,13
20RITI21202,13,2,13_2,31
20RITI21203,13,3,13_3,49
20RITI21204,13,4,13_4,67
20RITI21205,13,5,13_5,85
20RITI21206,13,6,13_6,103
20RITI21207,13,7,13_7,121
20RITI21208,13,8,13_8,139
20RITI21209,13,9,13_9,157
20RITI21210,13,10,13_10,175
20RITI21211,13,11,13_11,193
20RITI21212,13,12,13_12,211
20RITI21213,13,13,13_13,229
20RITI21214,13,14,13_14,247
20RITI21215,13,15,13_15,265
20RITI21216,13,16,13_16,283
20RITI21217,13,17,13_17,301
20RITI21218,13,18,13_18,319
20RITI21219,13,19,13_19,337
20RITI21220,13,20,13_20,355
20RITI21221,13,21,13_21,373
20RITI21222,13,22,13_22,391
20RITI21223,13,23,13_23,409
20RITI21224,13,24,13_24,427
20RITI21225,13,25,13_25,445
20RITI21226,13,26,13_26,463
20RITI21227,13,27,13_27,481
20RITI21228,13,28,13_28,499
20RITI21229,13,29,13_29,517
20RITI21230,13,30,13_30,535
20RITI21231,13,31,13_31,553
20RITI21232,13,32,13_32,571
20RITI21233,13,33,13_33,589
20RITI21234,13,34,13_34,607
20RITI21235,13,35,13_35,625
20RITI21236,13,36,13_36,643
20RITI21237,13,37,13_37,661
20RITI21238,13,38,13_38,679
20RITI21239,13,39,13_39,697
20RITI21240,13,40,13_40,715
20RITI21241,13,41,13_41,733
20RITI21242,13,42,13_42,751
20RITI21243,13,43,13_43,769
20RITI21244,13,44,13_44,787
20RITI21245,13,45,13_45,805
20RITI21246,13,46,13_46,823
20RITI21247,13,47,13_47,841
20RITI21248,13,48,13_48,859
20RITI21249,13,49,13_49,877
20RITI21250,13,50,13_50,895
20RITI21251,13,51,13_51,913
20RITI21252,13,52,13_52,931
20RITI21253,13,53,13_53,949
20RITI21254,13,54,13_54,967
20RITI21255,13,55,13_55,985
20RITI21256,13,56,13_56,1003
20RITI21257,13,57,13_57,1021
20RITI21258,13,58,13_58,1039
20RITI21259,13,59,13_59,1057
20RITI21260,13,60,13_60,1075
20RITI21261,13,61,13_61,1093
20RITI21262,13,62,13_62,1111
20RITI21263,13,63,13_63,1129
20RITI21264,13,64,13_64,1147
20RITI21265,13,65,13_65,1165
20RITI21266,13,66,13_66,1183
20RITI21267,13,67,13_67,1201
20RITI21268,13,68,13_68,1219
20RITI21269,13,69,13_69,1237
20RITI21270,13,70,13_70,1255
20RITI21271,13,71,13_71,1273
20RITI21272,13,72,13_72,1291
20RITI21273,13,73,13_73,1309
20RITI21274,13,74,13_74,1327
20RITI21275,13,75,13_75,1345
20RITI21276,13,76,13_76,1363
20RITI21277,13,77,13_77,1381
20RITI21278,13,78,13_78,1399
20RITI21279,13,79,13_79,1417
20RITI21280,13,80,13_80,1435
20RITI21281,13,81,13_81,1453
20RITI21282,13,82,13_82,1471
20RITI21283,13,83,13_83,1489
20RITI21284,13,84,13_84,1507
20RITI21285,13,85,13_85,1525
20RITI21286,13,86,13_86,1543
20RITI21287,13,87,13_87,1561
20RITI21288,13,88,13_88,1579
20RITI21289,13,89,13_89,1597
20RITI21290,13,90,13_90,1615
20RITI21291,13,91,13_91,1633
20RITI21292,13,92,13_92,1651
20RITI21293,13,93,13_93,1669
20RITI21294,13,94,13_94,1687
20RITI21295,13,95,13_95,1705
20RITI21296,13,96,13_96,1723
20RITI21297,13,97,13_97,1741
20RITI21298,13,98,13_98,1759
20RITI21299,13,99,13_99,1777
20RITI21300,13,100,13_100,1795
20RITI21301,14,1,14_1,14
20RITI21302,14,2,14_2,32
20RITI21303,14,3,14_3,50
20RITI21304,14,4,14_4,68
20RITI21305,14,5,14_5,86
20RITI21306,14,6,14_6,104
20RITI21307,14,7,14_7,122
20RITI21308,14,8,14_8,140
20RITI21309,14,9,14_9,158
20RITI21310,14,10,14_10,176
20RITI21311,14,11,14_11,194
20RITI21312,14,12,14_12,212
20RITI21313,14,13,14_13,230
20RITI21314,14,14,14_14,248
20RITI21315,14,15,14_15,266
20RITI21316,14,16,14_16,284
20RITI21317,14,17,14_17,302
20RITI21318,14,18,14_18,320
20RITI21319,14,19,14_19,338
20RITI21320,14,20,14_20,356
20RITI21321,14,21,14_21,374
20RITI21322,14,22,14_22,392
20RITI21323,14,23,14_23,410
20RITI21324,14,24,14_24,428
20RITI21325,14,25,14_25,446
20RITI21326,14,26,14_26,464
20RITI21327,14,27,14_27,482
20RITI21328,14,28,14_28,500
20RITI21329,14,29,14_29,518
20RITI21330,14,30,14_30,536
20RITI21331,14,31,14_31,554
20RITI21332,14,32,14_32,572
20RITI21333,14,33,14_33,590
20RITI21334,14,34,14_34,608
20RITI21335,14,35,14_35,626
20RITI21336,14,36,14_36,644
20RITI21337,14,37,14_37,662
20RITI21338,14,38,14_38,680
20RITI21339,14,39,14_39,698
20RITI21340,14,40,14_40,716
20RITI21341,14,41,14_41,734
20RITI21342,14,42,14_42,752
20RITI21343,14,43,14_43,770
20RITI21344,14,44,14_44,788
20RITI21345,14,45,14_45,806
20RITI21346,14,46,14_46,824
20RITI21347,14,47,14_47,842
20RITI21348,14,48,14_48,860
20RITI21349,14,49,14_49,878
20RITI21350,14,50,14_50,896
20RITI21351,14,51,14_51,914
20RITI21352,14,52,14_52,932
20RITI21353,14,53,14_53,950
20RITI21354,14,54,14_54,968
20RITI21355,14,55,14_55,986
20RITI21356,14,56,14_56,1004
20RITI21357,14,57,14_57,1022
20RITI21358,14,58,14_58,1040
20RITI21359,14,59,14_59,1058
20RITI21360,14,60,14_60,1076
20RITI21361,14,61,14_61,1094
20RITI21362,14,62,14_62,1112
20RITI21363,14,63,14_63,1130
20RITI21364,14,64,14_64,1148
20RITI21365,14,65,14_65,1166
20RITI21366,14,66,14_66,1184
20RITI21367,14,67,14_67,1202
20RITI21368,14,68,14_68,1220
20RITI21369,14,69,14_69,1238
20RITI21370,14,70,14_70,1256
20RITI21371,14,71,14_71,1274
20RITI21372,14,72,14_72,1292
20RITI21373,14,73,14_73,1310
20RITI21374,14,74,14_74,1328
20RITI21375,14,75,14_75,1346
20RITI21376,14,76,14_76,1364
20RITI21377,14,77,14_77,1382
20RITI21378,14,78,14_78,1400
20RITI21379,14,79,14_79,1418
20RITI21380,14,80,14_80,1436
20RITI21381,14,81,14_81,1454
20RITI21382,14,82,14_82,1472
20RITI21383,14,83,14_83,1490
20RITI21384,14,84,14_84,1508
20RITI21385,14,85,14_85,1526
20RITI21386,14,86,14_86,1544
20RITI21387,14,87,14_87,1562
20RITI21388,14,88,14_88,1580
20RITI21389,14,89,14_89,1598
20RITI21390,14,90,14_90,1616
20RITI21391,14,91,14_91,1634
20RITI21392,14,92,14_92,1652
20RITI21393,14,93,14_93,1670
20RITI21394,14,94,14_94,1688
20RITI21395,14,95,14_95,1706
20RITI21396,14,96,14_96,1724
20RITI21397,14,97,14_97,1742
20RITI21398,14,98,14_98,1760
20RITI21399,14,99,14_99,1778
20RITI21400,14,100,14_100,1796
20RITI21401,15,1,15_1,15
20RITI21402,15,2,15_2,33
20RITI21403,15,3,15_3,51
20RITI21404,15,4,15_4,69
20RITI21405,15,5,15_5,87
20RITI21406,15,6,15_6,105
20RITI21407,15,7,15_7,123
20RITI21408,15,8,15_8,141
20RITI21409,15,9,15_9,159
20RITI21410,15,10,15_10,177
20RITI21411,15,11,15_11,195
20RITI21412,15,12,15_12,213
20RITI21413,15,13,15_13,231
20RITI21414,15,14,15_14,249
20RITI21415,15,15,15_15,267
20RITI21416,15,16,15_16,285
20RITI21417,15,17,15_17,303
20RITI21418,15,18,15_18,321
20RITI21419,15,19,15_19,339
20RITI21420,15,20,15_20,357
20RITI21421,15,21,15_21,375
20RITI21422,15,22,15_22,393
20RITI21423,15,23,15_23,411
20RITI21424,15,24,15_24,429
20RITI21425,15,25,15_25,447
20RITI21426,15,26,15_26,465
20RITI21427,15,27,15_27,483
20RITI21428,15,28,15_28,501
20RITI21429,15,29,15_29,519
20RITI21430,15,30,15_30,537
20RITI21431,15,31,15_31,555
20RITI21432,15,32,15_32,573
20RITI21433,15,33,15_33,591
20RITI21434,15,34,15_34,609
20RITI21435,15,35,15_35,627
20RITI21436,15,36,15_36,645
20RITI21437,15,37,15_37,663
20RITI21438,15,38,15_38,681
20RITI21439,15,39,15_39,699
20RITI21440,15,40,15_40,717
20RITI21441,15,41,15_41,735
20RITI21442,15,42,15_42,753
20RITI21443,15,43,15_43,771
20RITI21444,15,44,15_44,789
20RITI21445,15,45,15_45,807
20RITI21446,15,46,15_46,825
20RITI21447,15,47,15_47,843
20RITI21448,15,48,15_48,861
20RITI21449,15,49,15_49,879
20RITI21450,15,50,15_50,897
20RITI21451,15,51,15_51,915
20RITI21452,15,52,15_52,933
20RITI21453,15,53,15_53,951
20RITI21454,15,54,15_54,969
20RITI21455,15,55,15_55,987
20RITI21456,15,56,15_56,1005
20RITI21457,15,57,15_57,1023
20RITI21458,15,58,15_58,1041
20RITI21459,15,59,15_59,1059
20RITI21460,15,60,15_60,1077
20RITI21461,15,61,15_61,1095
20RITI21462,15,62,15_62,1113
20RITI21463,15,63,15_63,1131
20RITI21464,15,64,15_64,1149
20RITI21465,15,65,15_65,1167
20RITI21466,15,66,15_66,1185
20RITI21467,15,67,15_67,1203
20RITI21468,15,68,15_68,1221
20RITI21469,15,69,15_69,1239
20RITI21470,15,70,15_70,1257
20RITI21471,15,71,15_71,1275
20RITI21472,15,72,15_72,1293
20RITI21473,15,73,15_73,1311
20RITI21474,15,74,15_74,1329
20RITI21475,15,75,15_75,1347
20RITI21476,15,76,15_76,1365
20RITI21477,15,77,15_77,1383
20RITI21478,15,78,15_78,1401
20RITI21479,15,79,15_79,1419
20RITI21480,15,80,15_80,1437
20RITI21481,15,81,15_81,1455
20RITI21482,15,82,15_82,1473
20RITI21483,15,83,15_83,1491
20RITI21484,15,84,15_84,1509
20RITI21485,15,85,15_85,1527
20RITI21486,15,86,15_86,1545
20RITI21487,15,87,15_87,1563
20RITI21488,15,88,15_88,1581
20RITI21489,15,89,15_89,1599
20RITI21490,15,90,15_90,1617
20RITI21491,15,91,15_91,1635
20RITI21492,15,92,15_92,1653
20RITI21493,15,93,15_93,1671
20RITI21494,15,94,15_94,1689
20RITI21495,15,95,15_95,1707
20RITI21496,15,96,15_96,1725
20RITI21497,15,97,15_97,1743
20RITI21498,15,98,15_98,1761
20RITI21499,15,99,15_99,1779
20RITI21500,15,100,15_100,1797
20RITI21501,16,1,16_1,16
20RITI21502,16,2,16_2,34
20RITI21503,16,3,16_3,52
20RITI21504,16,4,16_4,70
20RITI21505,16,5,16_5,88
20RITI21506,16,6,16_6,106
20RITI21507,16,7,16_7,124
20RITI21508,16,8,16_8,142
20RITI21509,16,9,16_9,160
20RITI21510,16,10,16_10,178
20RITI21511,16,11,16_11,196
20RITI21512,16,12,16_12,214
20RITI21513,16,13,16_13,232
20RITI21514,16,14,16_14,250
20RITI21515,16,15,16_15,268
20RITI21516,16,16,16_16,286
20RITI21517,16,17,16_17,304
20RITI21518,16,18,16_18,322
20RITI21519,16,19,16_19,340
20RITI21520,16,20,16_20,358
20RITI21521,16,21,16_21,376
20RITI21522,16,22,16_22,394
20RITI21523,16,23,16_23,412
20RITI21524,16,24,16_24,430
20RITI21525,16,25,16_25,448
20RITI21526,16,26,16_26,466
20RITI21527,16,27,16_27,484
20RITI21528,16,28,16_28,502
20RITI21529,16,29,16_29,520
20RITI21530,16,30,16_30,538
20RITI21531,16,31,16_31,556
20RITI21532,16,32,16_32,574
20RITI21533,16,33,16_33,592
20RITI21534,16,34,16_34,610
20RITI21535,16,35,16_35,628
20RITI21536,16,36,16_36,646
20RITI21537,16,37,16_37,664
20RITI21538,16,38,16_38,682
20RITI21539,16,39,16_39,700
20RITI21540,16,40,16_40,718
20RITI21541,16,41,16_41,736
20RITI21542,16,42,16_42,754
20RITI21543,16,43,16_43,772
20RITI21544,16,44,16_44,790
20RITI21545,16,45,16_45,808
20RITI21546,16,46,16_46,826
20RITI21547,16,47,16_47,844
20RITI21548,16,48,16_48,862
20RITI21549,16,49,16_49,880
20RITI21550,16,50,16_50,898
20RITI21551,16,51,16_51,916
20RITI21552,16,52,16_52,934
20RITI21553,16,53,16_53,952
20RITI21554,16,54,16_54,970
20RITI21555,16,55,16_55,988
20RITI21556,16,56,16_56,1006
20RITI21557,16,57,16_57,1024
20RITI21558,16,58,16_58,1042
20RITI21559,16,59,16_59,1060
20RITI21560,16,60,16_60,1078
20RITI21561,16,61,16_61,1096
20RITI21562,16,62,16_62,1114
20RITI21563,16,63,16_63,1132
20RITI21564,16,64,16_64,1150
20RITI21565,16,65,16_65,1168
20RITI21566,16,66,16_66,1186
20RITI21567,16,67,16_67,1204
20RITI21568,16,68,16_68,1222
20RITI21569,16,69,16_69,1240
20RITI21570,16,70,16_70,1258
20RITI21571,16,71,16_71,1276
20RITI21572,16,72,16_72,1294
20RITI21573,16,73,16_73,1312
20RITI21574,16,74,16_74,1330
20RITI21575,16,75,16_75,1348
20RITI21576,16,76,16_76,1366
20RITI21577,16,77,16_77,1384
20RITI21578,16,78,16_78,1402
20RITI21579,16,79,16_79,1420
20RITI21580,16,80,16_80,1438
20RITI21581,16,81,16_81,1456
20RITI21582,16,82,16_82,1474
20RITI21583,16,83,16_83,1492
20RITI21584,16,84,16_84,1510
20RITI21585,16,85,16_85,1528
20RITI21586,16,86,16_86,1546
20RITI21587,16,87,16_87,1564
20RITI21588,16,88,16_88,1582
20RITI21589,16,89,16_89,1600
20RITI21590,16,90,16_90,1618
20RITI21591,16,91,16_91,1636
20RITI21592,16,92,16_92,1654
20RITI21593,16,93,16_93,1672
20RITI21594,16,94,16_94,1690
20RITI21595,16,95,16_95,1708
20RITI21596,16,96,16_96,1726
20RITI21597,16,97,16_97,1744
20RITI21598,16,98,16_98,1762
20RITI21599,16,99,16_99,1780
20RITI21600,16,100,16_100,1798
