fid,left,top,right,bottom,id,BI2023_09_27,SCI2023_09_27,GLI2023_09_27,HI2023_09_27,NGRDI2023_09_27,SI2023_09_27,VARI2023_09_27,HUE2023_09_27,BGI2023_09_27,PSRI2023_09_27,NDVI2023_09_27,GNDVI2023_09_27,RVI2023_09_27,NDRE2023_09_27,TVI2023_09_27,CVI2023_09_27,EVI2023_09_27,CIG2023_09_27,CIRE2023_09_27,DVI2023_09_27,GR2023_09_27,NGBDI2023_09_27,BGI22023_09_27,RGBVI2023_09_27,GRVI2023_09_27,EXG2023_09_27,MGRVI2023_09_27,GLA2023_09_27,IHS2023_09_27
"1",431031.0546,4637752.2322,431034.0546,4637751.3222,"1800",3327.787109375,0.273652583360672,0.00996250100433826,2.6962206363678,-0.108042031526566,0.273652583360672,-0.158880233764648,1.57079231739044,0.712109923362732,0.143393516540527,0.222643926739693,0.323319315910339,1.5728235244751,0.0921517163515091,115108.8046875,2.57128620147705,0.459312707185745,0.955603778362274,0.203011274337769,1124.53063964844,1.24225807189941,0.168149292469025,0.712109923362732,0.0626266375184059,-0.108042031526566,124.614807128906,-0.213590800762177,0.00996250100433826,3224.52490234375
"2",431031.0546,4637751.3222,431034.0546,4637750.4122,"1799",3287.54174804688,0.289533585309982,0.0105303963646293,2.6771924495697,-0.115234926342964,0.289533585309982,-0.165714472532272,1.57079255580902,0.691110134124756,0.156235635280609,0.212193176150322,0.321669608354568,1.53869342803955,0.090571217238903,102910.078125,2.57593464851379,0.41467610001564,0.948415696620941,0.199182659387589,1067.91271972656,1.26048707962036,0.182655096054077,0.691110134124756,0.0689077451825142,-0.115234926342964,131.761108398438,-0.227449521422386,0.0105303963646293,3178.75830078125
"3",431031.0546,4637750.4122,431034.0546,4637749.5022,"1798",3324.58178710938,0.294905960559845,0.00968385580927134,2.6952645778656,-0.117417626082897,0.294905960559845,-0.169642090797424,1.57079267501831,0.687414765357971,0.158988818526268,0.20865923166275,0.317241191864014,1.52735614776611,0.0851407200098038,98217.3984375,2.54410147666931,0.397409975528717,0.929292142391205,0.186128556728363,994.872741699219,1.26607739925385,0.185245037078857,0.687414765357971,0.0693551599979401,-0.117417626082897,115.684326171875,-0.231641635298729,0.00968385580927134,3211.73291015625
"4",431031.0546,4637749.5022,431034.0546,4637748.5922,"1797",3427.76928710938,0.296043783426285,0.0136323906481266,2.58327341079712,-0.113976404070854,0.296043783426285,-0.164010763168335,1.57079255580902,0.680778682231903,0.149528235197067,0.220749467611313,0.32708066701889,1.56656873226166,0.0897580608725548,103752.828125,2.60507774353027,0.433083742856979,0.972124397754669,0.197218015789986,1042.73413085938,1.25727617740631,0.189924642443657,0.680778682231903,0.0759672224521637,-0.113976404070854,161.546417236328,-0.225029543042183,0.0136323906481266,3312.99365234375
"5",431031.0546,4637748.5922,431034.0546,4637747.6822,"1796",3572.369140625,0.289604306221008,0.0135671319440007,2.57414484024048,-0.110870040953159,0.289604306221008,-0.16045181453228,1.5707927942276,0.692585349082947,0.149482682347298,0.209927916526794,0.321096479892731,1.53141450881958,0.0875886753201485,98196.5625,2.58526515960693,0.41852730512619,0.945926785469055,0.191993832588196,1016.87689208984,1.24938988685608,0.181624308228493,0.692585349082947,0.0727898329496384,-0.110870040953159,163.548263549805,-0.219047516584396,0.0135671319440007,3457.39672851562
"6",431031.0546,4637747.6822,431034.0546,4637746.7722,"1795",3296.4501953125,0.285139352083206,0.00303767318837345,2.86988186836243,-0.120725482702255,0.285139352083206,-0.176242187619209,1.5707927942276,0.705065548419952,0.165487810969353,0.205327466130257,0.325931310653687,1.51675999164581,0.0901036411523819,96004.6875,2.62284731864929,0.404433280229568,0.967056572437286,0.198052540421486,1061.9619140625,1.27460253238678,0.172975435853004,0.705065548419952,0.0519158765673637,-0.120725482702255,37.3016700744629,-0.237982466816902,0.00303767318837345,3196.27758789062
"7",431031.0546,4637746.7722,431034.0546,4637745.8622,"1794",3075.73461914062,0.280363291501999,-0.000917497964110225,2.99434566497803,-0.123451203107834,0.280363291501999,-0.180653184652328,1.57079243659973,0.717967867851257,0.16817344725132,0.208286628127098,0.333672702312469,1.52616679668427,0.0892216637730598,91750.6953125,2.6910982131958,0.410330533981323,1.00152790546417,0.195923984050751,995.531677246094,1.2816755771637,0.164166122674942,0.717967867851257,0.0411978773772717,-0.123451203107834,-9.86273384094238,-0.243196055293083,-0.000917497964110225,2985.73852539062
"8",431031.0546,4637745.8622,431034.0546,4637744.9522,"1793",3174.74877929688,0.289466351270676,0.00227463408373296,2.90649366378784,-0.122995093464851,0.289466351270676,-0.178727671504021,1.57079267501831,0.707878947257996,0.170122012495995,0.201734691858292,0.326663762331009,1.50543260574341,0.0914323776960373,91754.984375,2.63122820854187,0.393180817365646,0.970284283161163,0.201267078518867,1037.34118652344,1.28048896789551,0.171043172478676,0.707878947257996,0.0495324991643429,-0.122995093464851,26.9430809020996,-0.242324352264404,0.00227463408373296,3082.87622070312
"9",431031.0546,4637744.9522,431034.0546,4637744.0422,"1792",3317.20068359375,0.281683325767517,0.00678025092929602,2.78305149078369,-0.115609705448151,0.281683325767517,-0.168733835220337,1.5707927942276,0.70702064037323,0.161580786108971,0.200863927602768,0.321684956550598,1.5027027130127,0.0887860804796219,98974.3828125,2.57427549362183,0.39992955327034,0.948482513427734,0.194874286651611,1098.18139648438,1.26144504547119,0.171632036566734,0.70702064037323,0.0556566454470158,-0.115609705448151,86.4766540527344,-0.228169783949852,0.00678025092929602,3218.46850585938
"10",431031.0546,4637744.0422,431034.0546,4637743.1322,"1791",2921.51318359375,0.276237517595291,0.0188460797071457,2.48052597045898,-0.101453877985477,0.276237517595291,-0.14765065908432,1.5707905292511,0.693345665931702,0.129806831479073,0.260410249233246,0.351816833019257,1.7042019367218,0.107306770980358,128829.8125,2.69940686225891,0.532541751861572,1.08554744720459,0.240411296486855,1254.2763671875,1.22581791877747,0.181093752384186,0.693345665931702,0.0826830044388771,-0.101453877985477,210.21955871582,-0.200840532779694,0.0188460797071457,2828.55224609375
