fid,left,top,right,bottom,id,BI2023_06_16,SCI2023_06_16,GLI2023_06_16,HI2023_06_16,NGRDI2023_06_16,SI2023_06_16,VARI2023_06_16,HUE2023_06_16,BGI2023_06_16,PSRI2023_06_16,NDVI2023_06_16,GNDVI2023_06_16,RVI2023_06_16,NDRE2023_06_16,TVI2023_06_16,CVI2023_06_16,EVI2023_06_16,CIG2023_06_16,CIRE2023_06_16,DVI2023_06_16,GR2023_06_16,NGBDI2023_06_16,BGI22023_06_16,RGBVI2023_06_16,GRVI2023_06_16,EXG2023_06_16,MGRVI2023_06_16,GLA2023_06_16,IHS2023_06_16
"11",431031.0546,4637743.1322,431034.0546,4637742.2222,"1790",1435.47387695312,0.113728016614914,0.241796255111694,-0.449015557765961,0.195678472518921,0.113728016614914,0.291400194168091,-1.57076871395111,0.542145013809204,-0.133113652467728,0.779395222663879,0.681287229061127,8.06598567962646,0.395202308893204,480444.875,3.20874428749084,2.20706343650818,4.27524280548096,1.30689096450806,5067.318359375,0.672690510749817,0.296894907951355,0.542145013809204,0.472765624523163,0.195678472518921,1220.34521484375,0.376924455165863,0.241796255111694,1343.87939453125
"12",431031.0546,4637742.2222,431034.0546,4637741.3122,"1789",1302.35534667969,0.158348754048347,0.20359069108963,-0.217358410358429,0.147624179720879,0.158348754048347,0.218178391456604,-1.57075834274292,0.581892132759094,-0.0994118824601173,0.782847821712494,0.694358468055725,8.21013450622559,0.427554190158844,499789.625,3.83356547355652,2.12338280677795,4.54361391067505,1.49378049373627,5278.8818359375,0.742730796337128,0.26430869102478,0.581892132759094,0.405026316642761,0.147624179720879,976.07421875,0.288951277732849,0.20359069108963,1229.54565429688
"13",431031.0546,4637741.3122,431034.0546,4637740.4022,"1788",2334.60498046875,0.261580020189285,0.0821185186505318,1.24750936031342,-0.0330281145870686,0.261580020189285,-0.047262966632843,1.57073986530304,0.636538982391357,0.0362097211182117,0.504791975021362,0.561378300189972,3.03870677947998,0.306371480226517,290476.46875,3.61018705368042,1.05161345005035,2.55973792076111,0.883387804031372,3504.92138671875,1.06831240653992,0.222091287374496,0.636538982391357,0.200469881296158,-0.0330281145870686,647.152587890625,-0.0659842491149902,0.0821185186505318,2236.04638671875
"14",431031.0546,4637740.4022,431034.0546,4637739.4922,"1787",1386.81994628906,0.171541482210159,0.202956318855286,-0.175695672631264,0.142219290137291,0.171541482210159,0.208853676915169,-1.57076919078827,0.572157800197601,-0.0940957218408585,0.798060834407806,0.698245227336884,8.90397644042969,0.41567787528038,575553.875,3.94200730323792,2.11257386207581,4.62789916992188,1.42276966571808,6166.32763671875,0.750977277755737,0.272136896848679,0.572157800197601,0.402668476104736,0.142219290137291,1066.76708984375,0.278799474239349,0.202956318855286,1309.86364746094
"15",431031.0546,4637739.4922,431034.0546,4637738.5822,"1786",2804.77734375,0.270998746156693,0.0287612695246935,2.23958611488342,-0.0936966836452484,0.270998746156693,-0.135762006044388,1.57079041004181,0.678534924983978,0.119502164423466,0.351958930492401,0.471252620220184,2.08622431755066,0.210619121789932,207902.65625,3.47457242012024,0.704747498035431,1.78252458572388,0.533631145954132,2704.23803710938,1.20676672458649,0.191515281796455,0.678534924983978,0.100743353366852,-0.0936966836452484,309.224273681641,-0.185762539505959,0.0287612695246935,2715.49194335938
"16",431031.0546,4637738.5822,431034.0546,4637737.6722,"1785",1908.55456542969,0.173934280872345,0.14079874753952,0.231626406311989,0.0699740871787071,0.173934280872345,0.104539595544338,-1.57075524330139,0.632314205169678,-0.0558406859636307,0.674147009849548,0.618145644664764,5.13773679733276,0.333920210599899,435739.21875,3.46104860305786,1.83306050300598,3.23759841918945,1.0026433467865,4423.49462890625,0.869204103946686,0.225254282355309,0.632314205169678,0.293175548315048,0.0699740871787071,942.703125,0.139266282320023,0.14079874753952,1826.80163574219
"17",431031.0546,4637737.6722,431034.0546,4637736.7622,"1784",1851.93237304688,0.234915569424629,0.148040995001793,0.527079463005066,0.048435602337122,0.234915569424629,0.0701626017689705,-1.57073605060577,0.588110029697418,-0.0418359972536564,0.60789155960083,0.589153587818146,4.10062980651855,0.304926693439484,353076.65625,3.39081978797913,1.4175614118576,2.86799907684326,0.877394437789917,3866.58422851562,0.907604038715363,0.259358584880829,0.588110029697418,0.320798218250275,0.048435602337122,962.584899902344,0.0966444686055183,0.148040995001793,1766.54626464844
"18",431031.0546,4637736.7622,431034.0546,4637735.8522,"1783",1583.93530273438,0.203604236245155,0.167844161391258,0.217305183410645,0.0911658257246017,0.203604236245155,0.134054765105247,-1.57072615623474,0.593337118625641,-0.0650518834590912,0.687090516090393,0.623326420783997,5.39162683486938,0.336477637290955,373818.40625,3.49646806716919,1.75828409194946,3.30963706970215,1.01421630382538,4056.79833984375,0.832901954650879,0.255227148532867,0.593337118625641,0.351069122552872,0.0911658257246017,829.385986328125,0.180828735232353,0.167844161391258,1508.28894042969
"19",431034.0546,4637752.2322,431037.0546,4637751.3222,"1782",1815.97290039062,0.193315252661705,0.132388845086098,0.395539700984955,0.0476149171590805,0.193315252661705,0.0707381442189217,-1.57073557376862,0.62407773733139,-0.0432734377682209,0.626506328582764,0.608996689319611,4.35484313964844,0.343006581068039,423775,3.69631171226501,1.60868322849274,3.11504626274109,1.04417061805725,4481.79345703125,0.909098446369171,0.231468126177788,0.62407773733139,0.284822851419449,0.0476149171590805,896.900146484375,0.0950144156813622,0.132388845086098,1735.24230957031
"20",431034.0546,4637751.3222,431037.0546,4637750.4122,"1781",1652.57177734375,0.169653356075287,0.162698537111282,0.125982508063316,0.0920333340764046,0.169653356075287,0.136856958270073,-1.5707585811615,0.598124563694,-0.0749475359916687,0.706756591796875,0.65843665599823,5.82027387619019,0.384014189243317,472515.4375,3.76485967636108,1.87016332149506,3.85542988777161,1.24682807922363,5175.30712890625,0.831445932388306,0.251466900110245,0.598124563694,0.33485421538353,0.0920333340764046,1033.90075683594,0.182520687580109,0.162698537111282,1576.05065917969
"21",431034.0546,4637750.4122,431037.0546,4637749.5022,"1780",1373.17138671875,0.0574494227766991,0.24615216255188,-0.744184374809265,0.232096076011658,0.0574494227766991,0.360288858413696,-1.57078003883362,0.57594907283783,-0.143481999635696,0.843106389045715,0.732435941696167,11.7474966049194,0.464567959308624,705328.3125,3.95848059654236,2.43935394287109,5.47484588623047,1.7353013753891,7805.931640625,0.623250007629395,0.269076526165009,0.57594907283783,0.471332132816315,0.232096076011658,1323.89636230469,0.440464913845062,0.24615216255188,1286.25830078125
"22",431034.0546,4637749.5022,431037.0546,4637748.5922,"1779",1150.57580566406,0.0454250499606133,0.215977966785431,-0.763029456138611,0.204906642436981,0.0454250499606133,0.327416837215424,-1.57076466083527,0.612202286720276,-0.131063565611839,0.834638953208923,0.744824349880219,11.0947465896606,0.502173483371735,621569.375,4.6502742767334,2.47184896469116,5.83773994445801,2.01746392250061,7278.05615234375,0.659879624843597,0.240539148449898,0.612202286720276,0.420070230960846,0.204906642436981,956.50732421875,0.393299907445908,0.215977966785431,1086.19836425781
"23",431034.0546,4637748.5922,431037.0546,4637747.6822,"1778",1096.49658203125,0.107621990144253,0.23802225291729,-0.538429975509644,0.210889279842377,0.107621990144253,0.319164305925369,-1.57076644897461,0.562926948070526,-0.120314039289951,0.858789920806885,0.769890666007996,13.1632986068726,0.483788877725601,626651.9375,4.46693420410156,2.32157468795776,6.69152069091797,1.87438380718231,7092.51513671875,0.651678681373596,0.27965036034584,0.562926948070526,0.467009752988815,0.210889279842377,1015.62414550781,0.403818994760513,0.23802225291729,1018.93316650391
"24",431034.0546,4637747.6822,431037.0546,4637746.7722,"1777",1222.72534179688,0.0235221013426781,0.257012009620667,-0.883894920349121,0.263281494379044,0.0235221013426781,0.417238235473633,-1.57077515125275,0.578658044338226,-0.139220461249352,0.889743149280548,0.778480112552643,17.139461517334,0.501856803894043,770796.75,4.00398778915405,2.51522445678711,7.02853631973267,2.0149097442627,8791.9384765625,0.583178400993347,0.266898781061172,0.578658044338226,0.496320962905884,0.263281494379044,1197.08337402344,0.492429226636887,0.257012009620667,1129.59692382812
"25",431034.0546,4637746.7722,431037.0546,4637745.8622,"1776",1583.88586425781,0.172021433711052,0.130627527832985,0.270384758710861,0.0667066350579262,0.172021433711052,0.101718969643116,-1.57070100307465,0.634141981601715,-0.0516386143863201,0.642643332481384,0.605323433876038,4.59664964675903,0.314403027296066,317522.46875,3.6099259853363,1.73947942256927,3.06744027137756,0.917165696620941,3458.92895507812,0.874929785728455,0.223883882164955,0.634141981601715,0.280727833509445,0.0667066350579262,739.384521484375,0.132822245359421,0.130627527832985,1519.60876464844
"26",431034.0546,4637745.8622,431037.0546,4637744.9522,"1775",1244.47595214844,0.0638964027166367,0.238761261105537,-0.669180035591125,0.224134877324104,0.0638964027166367,0.353027045726776,-1.57076811790466,0.558904349803925,-0.121054656803608,0.87883847951889,0.762117326259613,15.506893157959,0.480047047138214,703286.9375,3.96189188957214,2.43077492713928,6.40750646591187,1.84650194644928,7929.73193359375,0.633806943893433,0.28295236825943,0.558904349803925,0.468946486711502,0.224134877324104,1106.41394042969,0.42682746052742,0.238761261105537,1135.759765625
"27",431034.0546,4637744.9522,431037.0546,4637744.0422,"1774",2131.71118164062,0.226232901215553,0.0828467160463333,1.12034344673157,-0.0153359975665808,0.226232901215553,-0.022818336263299,1.57065486907959,0.650413453578949,0.0153333833441138,0.489779531955719,0.530164420604706,2.9198739528656,0.255787909030914,252208.59375,3.36661410331726,1.16147553920746,2.2568085193634,0.687405943870544,2969.2998046875,1.03114974498749,0.211817562580109,0.650413453578949,0.197871714830399,-0.0153359975665808,622.619445800781,-0.0306647811084986,0.0828467160463333,2071.14892578125
"28",431034.0546,4637744.0422,431037.0546,4637743.1322,"1773",1457.14868164062,0.083685003221035,0.206491932272911,-0.5288165807724,0.18040269613266,0.083685003221035,0.282790750265121,-1.57077062129974,0.60520601272583,-0.11994531750679,0.820671737194061,0.717338263988495,10.1527328491211,0.451191425323486,611402.6875,3.71218466758728,2.35561680793762,5.07559490203857,1.64425802230835,6889.31787109375,0.694337010383606,0.245945990085602,0.60520601272583,0.408612608909607,0.18040269613266,1099.50073242188,0.349433064460754,0.206491932272911,1374.31176757812
"29",431034.0546,4637743.1322,431037.0546,4637742.2222,"1772",1507.20373535156,0.157209753990173,0.16178585588932,-0.0231619160622358,0.108189232647419,0.157209753990173,0.165164679288864,-1.57074224948883,0.617578268051147,-0.0767684131860733,0.766992688179016,0.684779286384583,7.58342170715332,0.40952655673027,443684.1875,4.0300726890564,2.12003231048584,4.34476327896118,1.38711249828339,4976.9541015625,0.804745972156525,0.236416205763817,0.617578268051147,0.333199471235275,0.108189232647419,839.034057617188,0.213875070214272,0.16178585588932,1436.888671875
"30",431034.0546,4637742.2222,431037.0546,4637741.3122,"1771",1509.32312011719,0.21043848991394,0.125742256641388,0.48935255408287,0.0372332632541656,0.21043848991394,0.0550140030682087,-1.5707221031189,0.623232662677765,-0.0313405245542526,0.723181068897247,0.684585630893707,6.22494077682495,0.407953679561615,498420.75,4.39620637893677,1.81169414520264,4.34086561203003,1.37811410427094,5657.88623046875,0.928206562995911,0.232109248638153,0.623232662677765,0.269947975873947,0.0372332632541656,807.00537109375,0.0743634402751923,0.125742256641388,1455.17053222656
"31",431034.0546,4637741.3122,431037.0546,4637740.4022,"1770",2668.61840820312,0.267506659030914,0.0493020601570606,1.87427127361298,-0.0727999582886696,0.267506659030914,-0.104666754603386,1.57078790664673,0.649464845657349,0.0919150188565254,0.395787119865417,0.488862693309784,2.3100917339325,0.232523962855339,229033.015625,3.40144228935242,0.780976951122284,1.91284334659576,0.605944573879242,2909.99731445312,1.15703189373016,0.212514489889145,0.649464845657349,0.141774609684944,-0.0727999582886696,534.311401367188,-0.144832327961922,0.0493020601570606,2582.01513671875
"32",431034.0546,4637740.4022,431037.0546,4637739.4922,"1769",1444.99694824219,0.173435255885124,0.162390530109406,0.00688640866428614,0.0945742502808571,0.173435255885124,0.144202351570129,-1.57075548171997,0.607292711734772,-0.0696766898036003,0.735043108463287,0.668861269950867,6.54839944839478,0.385692119598389,473044.875,4.02895164489746,1.98354315757751,4.03976535797119,1.25569653511047,5027.3271484375,0.827194452285767,0.244328439235687,0.607292711734772,0.332885593175888,0.0945742502808571,916.119201660156,0.187471702694893,0.162390530109406,1376.91003417969
"33",431034.0546,4637739.4922,431037.0546,4637738.5822,"1768",1739.67114257812,0.20110410451889,0.128192499279976,0.478842169046402,0.0410217419266701,0.20110410451889,0.0606649778783321,-1.57071316242218,0.61666601896286,-0.0353134833276272,0.638792514801025,0.62173593044281,4.53698539733887,0.343888908624649,362748.0625,3.72771191596985,1.6424206495285,3.28731155395508,1.04826438426971,3920.59008789062,0.921189486980438,0.237113893032074,0.61666601896286,0.279385596513748,0.0410217419266701,838.20361328125,0.0819056555628777,0.128192499279976,1652.97424316406
"34",431034.0546,4637738.5822,431037.0546,4637737.6722,"1767",1150.17175292969,0.0896398052573204,0.229121923446655,-0.572169303894043,0.200759693980217,0.0896398052573204,0.307530522346497,-1.57076692581177,0.573375225067139,-0.124409548938274,0.850158154964447,0.744939029216766,12.3474130630493,0.472529768943787,660656.3125,4.34877967834473,2.3684344291687,5.8412618637085,1.79168307781219,7379.72509765625,0.66561222076416,0.271152585744858,0.573375225067139,0.443764835596085,0.200759693980217,985.886169433594,0.385963320732117,0.229121923446655,1090.146484375
"35",431034.0546,4637737.6722,431037.0546,4637736.7622,"1766",1855.0791015625,0.232425287365913,0.0911706164479256,1.03865933418274,-0.0103329364210367,0.232425287365913,-0.0151004660874605,1.57043421268463,0.637235939502716,0.00915301777422428,0.581274390220642,0.61190527677536,3.77639889717102,0.323395878076553,323910.5625,3.90212512016296,1.37386834621429,3.15338206291199,0.955938220024109,3785.56909179688,1.02088165283203,0.221571028232574,0.637235939502716,0.21441961824894,-0.0103329364210367,609.737731933594,-0.0206636656075716,0.0911706164479256,1765.40307617188
"36",431034.0546,4637736.7622,431037.0546,4637735.8522,"1765",1929.28698730469,0.216171756386757,0.118373386561871,0.574318528175354,0.032081488519907,0.216171756386757,0.0480701923370361,-1.57067036628723,0.622355937957764,-0.0268016811460257,0.607717037200928,0.591403543949127,4.09836673736572,0.286904066801071,346927.96875,3.30571508407593,1.51089715957642,2.89480566978455,0.80467164516449,3544.84326171875,0.937831461429596,0.232775092124939,0.622355937957764,0.261849671602249,0.032081488519907,796.336242675781,0.0640970021486282,0.118373386561871,1837.19677734375
"37",431037.0546,4637752.2322,431040.0546,4637751.3222,"1764",1421.80249023438,0.112662091851234,0.221867322921753,-0.481614649295807,0.186037585139275,0.112662091851234,0.2835533618927,-1.5707733631134,0.579819738864899,-0.123037606477737,0.791097819805145,0.692281186580658,8.5738582611084,0.424048036336899,570878.625,3.70031571388245,2.27450776100159,4.49944114685059,1.47251176834106,6132.50732421875,0.686287224292755,0.265967220067978,0.579819738864899,0.432703167200089,0.186037585139275,1168.78564453125,0.359628438949585,0.221867322921753,1330.43310546875
"38",431037.0546,4637751.3222,431040.0546,4637750.4122,"1763",1305.0380859375,0.0929116904735565,0.196712836623192,-0.513206839561462,0.165919542312622,0.0929116904735565,0.259950786828995,-1.57076799869537,0.607693314552307,-0.109940119087696,0.82573014497757,0.738819539546967,10.4764547348022,0.470856428146362,601463,4.42886257171631,2.33807849884033,5.65754175186157,1.77969241142273,6864.75927734375,0.715384244918823,0.244018360972404,0.607693314552307,0.388766139745712,0.165919542312622,1000.58410644531,0.322948515415192,0.196712836623192,1235.2548828125
"39",431037.0546,4637750.4122,431040.0546,4637749.5022,"1762",1406.96765136719,0.108069889247417,0.191491231322289,-0.424325495958328,0.155558362603188,0.108069889247417,0.241749733686447,-1.57077026367188,0.605905473232269,-0.100777260959148,0.811915636062622,0.716647982597351,9.63352489471436,0.443042188882828,639872.6875,4.26608896255493,2.31200480461121,5.05835771560669,1.59093630313873,6953.82470703125,0.730765044689178,0.245403349399567,0.605905473232269,0.378513634204865,0.155558362603188,1046.60424804688,0.303766041994095,0.191491231322289,1331.82824707031
"40",431037.0546,4637749.5022,431040.0546,4637748.5922,"1761",1697.55505371094,0.136583179235458,0.147771582007408,-0.0987231731414795,0.0971694737672806,0.136583179235458,0.153079763054848,-1.570756316185,0.631099760532379,-0.0703818500041962,0.747819364070892,0.679328560829163,6.93082571029663,0.405062794685364,472053.53125,4.0148606300354,2.12943291664124,4.23691368103027,1.36169934272766,5223.21435546875,0.822872459888458,0.226166576147079,0.631099760532379,0.301583915948868,0.0971694737672806,908.643310546875,0.192521184682846,0.147771582007408,1614.80297851562
"41",431037.0546,4637748.5922,431040.0546,4637747.6822,"1760",1442.15087890625,0.175565242767334,0.156850248575211,0.0562478713691235,0.0886397883296013,0.175565242767334,0.136446252465248,-1.5707448720932,0.610867261886597,-0.0628281757235527,0.756522595882416,0.691787481307983,7.21431541442871,0.40421125292778,484445.3125,3.80624890327454,1.98251235485077,4.48902940750122,1.35689449310303,5359.0732421875,0.837154984474182,0.241567224264145,0.610867261886597,0.328986138105392,0.0886397883296013,832.565612792969,0.175897553563118,0.156850248575211,1347.26708984375
"42",431037.0546,4637747.6822,431040.0546,4637746.7722,"1759",1538.38073730469,0.134141340851784,0.178569182753563,-0.193224668502808,0.133124068379402,0.134141340851784,0.205578953027725,-1.57075715065002,0.605103611946106,-0.0877250134944916,0.79851758480072,0.701918482780457,8.92642593383789,0.413827061653137,500747.59375,3.61052751541138,2.17421364784241,4.70957326889038,1.41196227073669,5523.05322265625,0.765031814575195,0.24602547287941,0.605103611946106,0.366130620241165,0.133124068379402,946.566040039062,0.261611849069595,0.178569182753563,1435.4228515625
"43",431037.0546,4637746.7722,431040.0546,4637745.8622,"1758",1432.95153808594,0.119137868285179,0.193011820316315,-0.294543862342834,0.14840330183506,0.119137868285179,0.229658082127571,-1.57077050209045,0.600228369235992,-0.101383231580257,0.793248653411865,0.709888160228729,8.67345523834229,0.430808782577515,561983.6875,3.87248277664185,2.21931457519531,4.89389324188232,1.51375770568848,6178.501953125,0.741548478603363,0.24982163310051,0.600228369235992,0.386212795972824,0.14840330183506,1048.67028808594,0.290410727262497,0.193011820316315,1353.43884277344
"44",431037.0546,4637745.8622,431040.0546,4637744.9522,"1757",1333.54125976562,0.120797745883465,0.221421331167221,-0.365301996469498,0.173743829131126,0.120797745883465,0.260972112417221,-1.57077145576477,0.561744451522827,-0.113693863153458,0.806913495063782,0.721590220928192,9.35805416107178,0.440964460372925,600106.3125,3.97044014930725,2.25919532775879,5.18365430831909,1.5775899887085,6576.4365234375,0.703949332237244,0.280619263648987,0.561744451522827,0.433817088603973,0.173743829131126,1142.78186035156,0.337305426597595,0.221421331167221,1240.88916015625
"45",431037.0546,4637744.9522,431040.0546,4637744.0422,"1756",1345.03356933594,0.0954407379031181,0.235672518610954,-0.529376029968262,0.20538592338562,0.0954407379031181,0.311407506465912,-1.57077074050903,0.559586405754089,-0.125312834978104,0.837855160236359,0.727716386318207,11.3346548080444,0.448620110750198,620136.75,3.7370331287384,2.32674956321716,5.34528255462646,1.62726318836212,6836.60986328125,0.659219622612,0.282391279935837,0.559586405754089,0.462247967720032,0.20538592338562,1137.86694335938,0.394145458936691,0.235672518610954,1245.79870605469
"46",431037.0546,4637744.0422,431040.0546,4637743.1322,"1755",1148.44348144531,0.0864537358283997,0.208953022956848,-0.54060173034668,0.182499930262566,0.0864537358283997,0.284037798643112,-1.5707505941391,0.594114422798157,-0.118963152170181,0.820697367191315,0.743592798709869,10.1543283462524,0.495304882526398,567085.5,4.04536008834839,2.36942887306213,5.80009269714355,1.96278858184814,6798.6357421875,0.691332042217255,0.254615068435669,0.594114422798157,0.413989394903183,0.182499930262566,900.916564941406,0.353234946727753,0.208953022956848,1072.62109375
"47",431037.0546,4637743.1322,431040.0546,4637742.2222,"1754",1233.15698242188,0.0805922523140907,0.233908593654633,-0.608331739902496,0.211088389158249,0.0805922523140907,0.322803616523743,-1.57077014446259,0.583118617534637,-0.129510119557381,0.850711584091187,0.742869675159454,12.3968887329102,0.485364645719528,585921.25,3.92241716384888,2.38189888000488,5.77815675735474,1.88624727725983,6776.697265625,0.651407122612,0.263329178094864,0.583118617534637,0.451093167066574,0.211088389158249,1083.29138183594,0.404167741537094,0.233908593654633,1149.177734375
"48",431037.0546,4637742.2222,431040.0546,4637741.3122,"1753",1134.203125,0.140584513545036,0.272152215242386,-0.424336463212967,0.21801920235157,0.140584513545036,0.311180889606476,-1.57077383995056,0.498038440942764,-0.125240370631218,0.862979829311371,0.77556586265564,13.5963935852051,0.500827372074127,721556.1875,4.90066528320312,2.279949426651,6.91130113601685,2.00662970542908,8464.015625,0.64201021194458,0.335079222917557,0.498038440942764,0.515418469905853,0.21801920235157,1185.70812988281,0.416252940893173,0.272152215242386,1068.49291992188
"49",431037.0546,4637741.3122,431040.0546,4637740.4022,"1752",1738.84362792969,0.195428311824799,0.13253878057003,0.391546964645386,0.0541059337556362,0.195428311824799,0.0802872255444527,-1.57073140144348,0.631060481071472,-0.0440891496837139,0.658540666103363,0.626051127910614,4.85721445083618,0.351005554199219,409556.59375,3.80402851104736,1.68996942043304,3.34832501411438,1.08169031143188,4410.830078125,0.897342443466187,0.226196095347404,0.631060481071472,0.281544744968414,0.0541059337556362,803.76953125,0.107896000146866,0.13253878057003,1675.05578613281
"50",431037.0546,4637740.4022,431040.0546,4637739.4922,"1751",1165.736328125,0.092981144785881,0.229531705379486,-0.560307562351227,0.201159328222275,0.092981144785881,0.308285504579544,-1.57077157497406,0.573662161827087,-0.124593168497086,0.833631992340088,0.732909679412842,11.0215444564819,0.461657583713531,601287.625,4.28426027297974,2.35014009475708,5.48810386657715,1.71510767936707,6724.9892578125,0.665058016777039,0.270920813083649,0.573662161827087,0.443291127681732,0.201159328222275,1083.49768066406,0.386671960353851,0.229531705379486,1101.05541992188
